Sample Number,Time (s),TIVA Raw,TIVA Filtered,TIVA Temp
1,0.0004,-0.004016,-0.004114,24.919999999999998
2,0.0007,-0.003998000000000001,-0.004103000000000001,24.919999999999998
3,0.0009,-0.003989,-0.004092,24.919999999999998
4,0.0011,-0.003988,-0.0040820000000000006,24.919999999999998
5,0.0013,-0.003994,-0.0040739999999999995,24.919999999999998
6,0.0015,-0.004007,-0.004067,24.919999999999998
7,0.0018,-0.004025,-0.004063000000000001,24.919999999999998
8,0.0020,-0.0040490000000000005,-0.0040620000000000005,24.919999999999998
9,0.0022,-0.004077,-0.004063000000000001,24.919999999999998
10,0.0024,-0.0041080000000000005,-0.0040680000000000004,24.919999999999998
11,0.0028,-0.004143000000000001,-0.004075,24.919999999999998
12,0.0031,-0.004182000000000001,-0.004085,24.919999999999998
13,0.0033,-0.004213999999999999,-0.004097,24.919999999999998
14,0.0035,-0.004232,-0.00411,24.919999999999998
15,0.0037,-0.004241,-0.004123000000000001,24.919999999999998
16,0.0039,-0.00424,-0.004134,24.919999999999998
17,0.0041,-0.004228,-0.004143000000000001,24.91
18,0.0043,-0.004208,-0.004149000000000001,24.91
19,0.0045,-0.004179,-0.004152,24.91
20,0.0046,-0.004143000000000001,-0.004151,24.91
21,0.0199,-0.004103000000000001,-0.004146,24.919999999999998
22,0.0202,-0.004065,-0.004139,24.919999999999998
23,0.0207,-0.004037,-0.004129000000000001,24.919999999999998
24,0.0209,-0.004017,-0.004118,24.919999999999998
25,0.0212,-0.004007,-0.0041080000000000005,24.919999999999998
26,0.0215,-0.004004,-0.004098,24.919999999999998
27,0.0218,-0.004009,-0.004089000000000001,24.919999999999998
28,0.0221,-0.00402,-0.004083000000000001,24.919999999999998
29,0.0223,-0.004037,-0.004078,24.919999999999998
30,0.0225,-0.004059,-0.004077,24.919999999999998
31,0.0228,-0.004086,-0.004077,24.919999999999998
32,0.0230,-0.004116,-0.004081,24.919999999999998
33,0.0235,-0.00415,-0.0040880000000000005,24.919999999999998
34,0.0240,-0.004188000000000001,-0.004097,24.919999999999998
35,0.0242,-0.004222,-0.004109000000000001,24.919999999999998
36,0.0245,-0.0042439999999999995,-0.004122000000000001,24.919999999999998
37,0.0247,-0.004254999999999999,-0.004135,24.919999999999998
38,0.0249,-0.004255999999999999,-0.004146,24.919999999999998
39,0.0251,-0.004247,-0.004156,24.919999999999998
40,0.0253,-0.004229,-0.004163000000000001,24.919999999999998
41,0.0452,-0.004203,-0.0041670000000000006,24.919999999999998
42,0.0956,-0.004169000000000001,-0.0041670000000000006,24.919999999999998
43,0.1459,-0.004129000000000001,-0.004163000000000001,24.91
44,0.1960,-0.00409,-0.004156,24.91
45,0.2464,-0.004059,-0.0041470000000000005,24.919999999999998
46,0.2967,-0.004037,-0.004137,24.919999999999998
47,0.3469,-0.004024,-0.004126,24.919999999999998
48,0.3972,-0.00402,-0.004116,24.919999999999998
49,0.4474,-0.004022,-0.004107,24.919999999999998
50,0.4976,-0.004031,-0.0041,24.919999999999998
51,0.5481,-0.004047,-0.004095,24.919999999999998
52,0.5985,-0.004067,-0.004092,24.919999999999998
53,0.6489,-0.004093,-0.004092,24.919999999999998
54,0.6988,-0.0041210000000000005,-0.004095,24.919999999999998
55,0.7491,-0.004154,-0.0041,24.919999999999998
56,0.7993,-0.00419,-0.004109000000000001,24.919999999999998
57,0.8496,-0.004226,-0.00412,24.919999999999998
58,0.9000,-0.004251,-0.004133,24.919999999999998
59,0.9506,-0.0042639999999999996,-0.004145,24.919999999999998
60,1.0006,-0.004268,-0.004157,24.919999999999998
61,1.0508,-0.004262,-0.0041670000000000006,24.919999999999998
62,1.1010,-0.004246,-0.004174,24.919999999999998
63,1.1513,-0.004222,-0.004179,24.919999999999998
64,1.2015,-0.00419,-0.0041800000000000006,24.919999999999998
65,1.2518,-0.004151,-0.004177,24.919999999999998
66,1.3022,-0.00411,-0.004171,24.919999999999998
67,1.3524,-0.004076,-0.004162000000000001,24.919999999999998
68,1.4026,-0.00405,-0.004151,24.919999999999998
69,1.4530,-0.004033999999999999,-0.0041400000000000005,24.919999999999998
70,1.5033,-0.004027,-0.004129000000000001,24.919999999999998
71,1.5538,-0.004027,-0.00412,24.919999999999998
72,1.6043,-0.0040349999999999995,-0.004112,24.919999999999998
73,1.6541,-0.004048,-0.004106,24.919999999999998
74,1.7044,-0.004067,-0.004102000000000001,24.919999999999998
75,1.7550,-0.004091,-0.0041010000000000005,24.919999999999998
76,1.8050,-0.004119,-0.004103000000000001,24.919999999999998
77,1.8556,-0.00415,-0.004107,24.919999999999998
78,1.9056,-0.004185,-0.004115,24.91
79,1.9558,-0.004222,-0.004125,24.91
80,2.0061,-0.0042499999999999994,-0.004137,24.919999999999998
81,2.0564,-0.004266,-0.004149000000000001,24.919999999999998
82,2.1066,-0.004272,-0.004161000000000001,24.919999999999998
83,2.1570,-0.004269,-0.004171,24.919999999999998
84,2.2077,-0.004255999999999999,-0.004179,24.919999999999998
85,2.2576,-0.004233999999999999,-0.004184,24.919999999999998
86,2.3077,-0.004203999999999999,-0.0041860000000000005,24.91
87,2.3581,-0.0041670000000000006,-0.004184,24.91
88,2.4084,-0.004126,-0.004179,24.919999999999998
89,2.4588,-0.00409,-0.00417,24.919999999999998
90,2.5089,-0.0040620000000000005,-0.0041600000000000005,24.91
91,2.5595,-0.004044,-0.004149000000000001,24.91
92,2.6094,-0.004033999999999999,-0.004138,24.91
93,2.6598,-0.004032,-0.004128000000000001,24.91
94,2.7100,-0.004037,-0.004119,24.919999999999998
95,2.7602,-0.004048,-0.004113,24.919999999999998
96,2.8105,-0.004065,-0.0041080000000000005,24.919999999999998
97,2.8608,-0.004087,-0.004106,24.919999999999998
98,2.9111,-0.004113,-0.004107,24.919999999999998
99,2.9613,-0.004143000000000001,-0.00411,24.919999999999998
100,3.0116,-0.004176,-0.004116,24.919999999999998
101,3.0620,-0.004213999999999999,-0.004126,24.919999999999998
102,3.1125,-0.004245,-0.004137,24.919999999999998
103,3.1625,-0.004265,-0.004149000000000001,24.919999999999998
104,3.2129,-0.004273,-0.004161000000000001,24.91
105,3.2631,-0.004273,-0.004172,24.91
106,3.3133,-0.004262,-0.0041800000000000006,24.919999999999998
107,3.3640,-0.004241,-0.0041860000000000005,24.919999999999998
108,3.4139,-0.004213,-0.004189000000000001,24.919999999999998
109,3.4645,-0.004178,-0.004188000000000001,24.919999999999998
110,3.5145,-0.004137,-0.004183000000000001,24.91
111,3.5648,-0.004099,-0.004175,24.91
112,3.6153,-0.0040680000000000004,-0.004165,24.919999999999998
113,3.6657,-0.004046,-0.0041530000000000004,24.919999999999998
114,3.7157,-0.004033999999999999,-0.004142000000000001,24.919999999999998
115,3.7658,-0.00403,-0.004131,24.919999999999998
116,3.8161,-0.004032,-0.004122000000000001,24.919999999999998
117,3.8663,-0.0040420000000000005,-0.004114,24.919999999999998
118,3.9166,-0.004057,-0.004109000000000001,24.919999999999998
119,3.9670,-0.004078,-0.004106,24.919999999999998
120,4.0171,-0.004103000000000001,-0.004106,24.919999999999998
121,4.0675,-0.004132,-0.0041080000000000005,24.919999999999998
122,4.1178,-0.004164,-0.004113,24.919999999999998
123,4.1680,-0.0042,-0.004122000000000001,24.919999999999998
124,4.2184,-0.004234999999999999,-0.004132,24.91
125,4.2687,-0.0042569999999999995,-0.004144,24.91
126,4.3192,-0.004269,-0.004156,24.919999999999998
127,4.3695,-0.0042699999999999995,-0.0041670000000000006,24.919999999999998
128,4.4196,-0.004262,-0.004176,24.919999999999998
129,4.4697,-0.004245,-0.004183000000000001,24.919999999999998
130,4.5201,-0.004219,-0.0041860000000000005,24.919999999999998
131,4.5707,-0.0041860000000000005,-0.0041860000000000005,24.919999999999998
132,4.6207,-0.0041470000000000005,-0.004182000000000001,24.91
133,4.6709,-0.0041080000000000005,-0.004175,24.91
134,4.7211,-0.004076,-0.004166,24.919999999999998
135,4.7715,-0.004053,-0.004155,24.919999999999998
136,4.8217,-0.00404,-0.004144,24.919999999999998
137,4.8720,-0.0040349999999999995,-0.004134,24.919999999999998
138,4.9222,-0.004038,-0.004125,24.91
139,4.9725,-0.004046,-0.004117,24.91
140,5.0229,-0.004061,-0.004112,24.919999999999998
141,5.0731,-0.004081,-0.004109000000000001,24.919999999999998
142,5.1236,-0.004106,-0.004109000000000001,24.91
143,5.1740,-0.004134,-0.004111,24.91
144,5.2243,-0.004164,-0.004116,24.919999999999998
145,5.2742,-0.0041990000000000005,-0.004124,24.919999999999998
146,5.3243,-0.004234999999999999,-0.004135,24.919999999999998
147,5.3747,-0.004261,-0.0041470000000000005,24.919999999999998
148,5.4251,-0.004274999999999999,-0.004159,24.919999999999998
149,5.4752,-0.004279,-0.00417,24.919999999999998
150,5.5255,-0.004273999999999999,-0.0041800000000000006,24.91
151,5.5759,-0.00426,-0.004188000000000001,24.91
152,5.6261,-0.004235999999999999,-0.004192,24.919999999999998
153,5.6764,-0.004206,-0.004194,24.919999999999998
154,5.7267,-0.004168000000000001,-0.004191,24.919999999999998
155,5.7770,-0.004129000000000001,-0.004185,24.919999999999998
156,5.8273,-0.0040939999999999995,-0.004177,24.919999999999998
157,5.8776,-0.004069000000000001,-0.004166,24.919999999999998
158,5.9278,-0.004053,-0.004156,24.919999999999998
159,5.9782,-0.004045,-0.004145,24.919999999999998
160,6.0283,-0.004045,-0.004136,24.91
161,6.0789,-0.004052,-0.004128000000000001,24.91
162,6.1288,-0.004064,-0.004122000000000001,24.919999999999998
163,6.1793,-0.004083000000000001,-0.004118,24.919999999999998
164,6.2295,-0.004106,-0.004117,24.919999999999998
165,6.2797,-0.004132,-0.004118,24.919999999999998
166,6.3299,-0.004162000000000001,-0.004122000000000001,24.91
167,6.3802,-0.004195,-0.004129000000000001,24.91
168,6.4309,-0.004232,-0.004139,24.91
169,6.4808,-0.004261,-0.004151,24.91
170,6.5314,-0.0042769999999999996,-0.004163000000000001,24.91
171,6.5815,-0.004285,-0.004174,24.91
172,6.6320,-0.004282,-0.004185,24.91
173,6.6820,-0.0042699999999999995,-0.0041930000000000005,24.91
174,6.7325,-0.004248,-0.004198,24.919999999999998
175,6.7829,-0.004219,-0.0042,24.919999999999998
176,6.8328,-0.004183000000000001,-0.004198,24.91
177,6.8832,-0.004142000000000001,-0.0041930000000000005,24.91
178,6.9334,-0.004105,-0.004185,24.919999999999998
