Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.000288,1,1,subida,-183495488.000000,-0.006671,None,0.0,-0.0,0.0
0.101317,2,1,subida,-183502176.000000,-0.006672,None,0.0,-0.001,0.0
0.151258,3,1,subida,-183544576.000000,-0.006680,None,0.0,0.0,0.0
0.201468,4,1,subida,-183558224.000000,-0.006672,None,0.0,-0.0,0.0
0.251261,5,1,subida,-183520928.000000,-0.006671,None,0.0,0.0,0.0
0.294486,6,1,subida,-183505136.000000,-0.006672,None,0.0,-0.0,0.0
0.350060,7,1,subida,-183507792.000000,-0.006672,None,0.0,-0.0,0.0
0.406942,8,1,subida,-183505744.000000,-0.006672,None,0.0,0.0,0.0
0.451024,9,1,subida,-183496304.000000,-0.006671,None,0.0,-0.0,0.0
0.507111,10,1,subida,-183491776.000000,-0.006670,None,0.0,0.0,0.0
0.567744,11,1,subida,-183490208.000000,-0.006671,None,0.0,-0.0,0.0
0.650328,12,1,subida,-183542464.000000,-0.006677,None,0.0,-0.0,0.0
0.715971,13,1,subida,-183539536.000000,-0.006671,None,0.0,-0.0,0.0
0.767513,14,1,subida,-183488384.000000,-0.006671,None,0.0,-0.0,0.0
0.814897,15,1,subida,-183496480.000000,-0.006671,None,0.0,-0.001,0.0
0.901264,16,1,subida,-183506016.000000,-0.006671,None,0.0,-0.001,0.0
0.968490,17,1,subida,-183506944.000000,-0.006672,None,0.0,-0.0,0.0
1.040214,18,1,subida,-183505536.000000,-0.006671,None,0.0,0.0,0.0
1.088868,19,1,subida,-183503952.000000,-0.006671,None,0.0,-0.0,0.0
1.194545,20,1,subida,-183577248.000000,-0.006674,None,0.0,-0.0,0.0
1.301413,21,1,subida,-183537920.000000,-0.006672,None,0.0,-0.0,0.0
1.371748,22,1,subida,-183533728.000000,-0.006672,None,0.0,-0.0,0.0
1.450490,23,1,subida,-183537072.000000,-0.006673,None,0.0,-0.0,0.0
1.501295,24,1,subida,-183530544.000000,-0.006672,None,0.0,-0.0,0.0
1.600991,25,1,subida,-183522720.000000,-0.006672,None,0.0,-0.0,0.0
1.657898,26,1,subida,-183548608.000000,-0.006674,None,0.0,-0.0,0.0
1.701206,27,1,subida,-183538192.000000,-0.006671,None,0.0,0.0,0.0
1.801428,28,1,subida,-183500016.000000,-0.006671,None,0.0,-0.0,0.0
1.866583,29,1,subida,-183500960.000000,-0.006671,None,0.0,0.0,0.0
1.901437,30,1,subida,-183501616.000000,-0.006671,None,0.0,-0.0,0.0
2.027653,31,1,subida,-183505040.000000,-0.006672,None,0.0,-0.0,0.0
2.083887,32,1,subida,-183516560.000000,-0.006672,None,0.0,-0.0,0.0
2.167431,33,1,subida,-183520336.000000,-0.006672,None,0.0,0.0,0.0
2.234285,34,1,subida,-183515840.000000,-0.006672,None,-0.001,0.0,0.0
2.284324,35,1,subida,-183497936.000000,-0.006671,None,0.0,-0.001,0.0
2.332326,36,1,subida,-183488688.000000,-0.006671,None,0.0,-0.0,0.0
2.428650,37,1,subida,-183503568.000000,-0.006672,None,0.0,-0.0,0.0
2.501242,38,1,subida,-183508816.000000,-0.006672,None,0.0,-0.0,0.0
2.551337,39,1,subida,-183504736.000000,-0.006672,None,-0.0,0.0,0.0
2.601615,40,1,subida,-183506448.000000,-0.006672,None,0.0,-0.001,0.0
2.668179,41,1,subida,-183533136.000000,-0.006674,None,0.0,-0.0,0.0
2.780513,42,1,subida,-183503392.000000,-0.006671,None,0.0,-0.001,0.0
2.876667,43,1,subida,-183507664.000000,-0.006671,None,0.0,-0.001,0.0
2.950965,44,1,subida,-183505776.000000,-0.006671,None,0.0,-0.0,0.0
3.002459,45,1,subida,-183504000.000000,-0.006672,None,0.0,-0.001,0.0
3.063118,46,1,subida,-183502896.000000,-0.006671,None,0.0,0.0,0.0
3.114507,47,1,subida,-183505024.000000,-0.006671,None,0.0,0.0,0.0
3.194181,48,1,subida,-183497984.000000,-0.006671,None,0.0,0.0,0.0
3.321491,49,1,subida,-183510912.000000,-0.006672,None,0.0,-0.001,0.0
3.368208,50,1,subida,-183503296.000000,-0.006671,None,0.0,-0.0,0.0
3.434646,51,1,subida,-183477872.000000,-0.006669,None,0.0,-0.0,0.0
3.483835,52,1,subida,-183448720.000000,-0.006669,None,0.0,-0.0,0.0
3.551012,53,1,subida,-183449136.000000,-0.006670,None,0.0,-0.0,0.0
3.651117,54,1,subida,-183461008.000000,-0.006670,None,0.0,-0.001,0.0
3.750956,55,1,subida,-183471200.000000,-0.006670,None,0.0,0.0,0.0
3.784141,56,1,subida,-183470800.000000,-0.006671,None,0.0,-0.0,0.0
3.848224,57,1,subida,-183470032.000000,-0.006670,None,0.0,-0.0,0.0
3.900995,58,1,subida,-183474048.000000,-0.006671,None,0.0,-0.0,0.0
3.950912,59,1,subida,-183483360.000000,-0.006671,None,0.0,-0.001,0.0
4.000832,60,1,subida,-183484304.000000,-0.006670,None,0.0,-0.0,0.0
4.050922,61,1,subida,-183483440.000000,-0.006671,None,0.0,-0.0,0.0
4.101002,62,1,subida,-183483120.000000,-0.006671,None,0.0,-0.001,0.0
4.155415,63,1,subida,-183486512.000000,-0.006671,None,0.0,-0.0,0.0
4.200696,64,1,subida,-183490112.000000,-0.006670,None,0.0,-0.0,0.0
4.251028,65,1,subida,-183486096.000000,-0.006671,None,0.0,-0.001,0.0
4.349000,66,1,subida,-183486656.000000,-0.006670,None,0.0,-0.0,0.0
4.450679,67,1,subida,-183514032.000000,-0.006672,None,0.0,-0.0,0.0
4.550431,68,1,subida,-183545072.000000,-0.006673,None,0.0,-0.001,0.0
4.634242,69,1,subida,-183552784.000000,-0.006674,None,0.0,-0.001,0.0
4.700689,70,1,subida,-183533424.000000,-0.006672,None,0.0,-0.0,0.0
4.800846,71,1,subida,-183535360.000000,-0.006671,None,0.0,-0.001,0.0
4.900687,72,1,subida,-183500848.000000,-0.006671,None,-0.0,0.0,0.0
4.986927,73,1,subida,-183500432.000000,-0.006671,None,-0.0,0.0,0.0
5.050715,74,1,subida,-183501248.000000,-0.006671,None,0.0,-0.001,0.0
5.140482,75,1,subida,-183510896.000000,-0.006671,None,-0.001,0.0,0.0
5.207216,76,1,subida,-183514224.000000,-0.006672,None,0.0,-0.001,0.0
5.301382,77,1,subida,-183541808.000000,-0.006671,None,-0.0,0.0,0.0
5.417159,78,1,subida,-183537920.000000,-0.006671,None,0.0,-0.0,0.0
5.450665,79,1,subida,-183509168.000000,-0.006671,None,0.0,-0.001,0.0
5.500315,80,1,subida,-183501104.000000,-0.006671,None,0.0,-0.0,0.0
5.550477,81,1,subida,-183499152.000000,-0.006671,None,0.0,-0.0,0.0
5.689288,82,1,subida,-183501968.000000,-0.006671,None,0.0,-0.001,0.0
5.783281,83,1,subida,-183499040.000000,-0.006672,None,0.0,-0.001,0.0
5.832849,84,1,subida,-183513488.000000,-0.006673,None,0.0,-0.001,0.0
5.882975,85,1,subida,-183519920.000000,-0.006671,None,0.0,-0.0,0.0
5.939315,86,1,subida,-183500320.000000,-0.006671,None,0.0,-0.001,0.0
5.989804,87,1,subida,-183491984.000000,-0.006671,None,0.0,-0.001,0.0
6.033101,88,1,subida,-183500448.000000,-0.006671,None,0.0,-0.0,0.0
6.083090,89,1,subida,-183503280.000000,-0.006672,None,0.0,-0.001,0.0
6.155993,90,1,subida,-183500688.000000,-0.006671,None,0.0,-0.001,0.0
6.248768,91,1,subida,-183500912.000000,-0.006672,None,0.0,-0.001,0.0
6.332971,92,1,subida,-183549904.000000,-0.006673,None,0.0,-0.001,0.0
6.395192,93,1,subida,-183553984.000000,-0.006671,None,0.0,-0.001,0.0
6.486966,94,1,subida,-183492160.000000,-0.006671,None,0.0,-0.001,0.0
6.549517,95,1,subida,-183496992.000000,-0.006671,None,0.0,-0.001,0.0
6.600610,96,1,subida,-183505888.000000,-0.006672,None,0.0,-0.0,0.0
6.650489,97,1,subida,-183513040.000000,-0.006671,None,0.0,-0.001,0.0
6.805947,98,1,subida,-183502304.000000,-0.006672,None,0.0,-0.001,0.0
6.889276,99,1,subida,-183533360.000000,-0.006672,None,0.0,-0.001,0.0
6.966200,100,1,subida,-183489568.000000,-0.006671,None,0.0,-0.001,0.0
7.016981,101,1,subida,-183485616.000000,-0.006671,None,0.0,-0.001,0.0
7.087730,102,1,subida,-183493856.000000,-0.006671,None,0.0,-0.0,0.0
7.145889,103,1,subida,-183501488.000000,-0.006671,None,0.0,-0.001,0.0
7.250533,104,1,subida,-183502496.000000,-0.006671,None,0.0,-0.001,0.0
7.333579,105,1,subida,-183531024.000000,-0.006672,None,0.0,-0.0,0.0
7.383232,106,1,subida,-183523696.000000,-0.006671,None,0.0,0.0,0.0
7.433616,107,1,subida,-183485408.000000,-0.006671,None,0.0,-0.001,0.0
7.532609,108,1,subida,-183482752.000000,-0.006671,None,0.0,-0.0,0.0
7.582738,109,1,subida,-183484192.000000,-0.006671,None,0.0,-0.001,0.0
7.665897,110,1,subida,-183497232.000000,-0.006671,None,0.0,-0.001,0.0
7.749466,111,1,subida,-183503904.000000,-0.006670,None,0.0,-0.001,0.0
7.832897,112,1,subida,-183532080.000000,-0.006671,None,0.0,-0.001,0.0
7.932668,113,1,subida,-183483648.000000,-0.006670,None,0.0,-0.0,0.0
8.032371,114,1,subida,-183467168.000000,-0.006670,None,0.0,-0.001,0.0
8.116001,115,1,subida,-183481184.000000,-0.006671,None,0.0,-0.001,0.0
8.165719,116,1,subida,-183491328.000000,-0.006671,None,0.0,-0.001,0.0
8.232647,117,1,subida,-183489232.000000,-0.006670,None,0.0,-0.001,0.0
8.282822,118,1,subida,-183489216.000000,-0.006672,None,0.0,0.0,0.0
8.332556,119,1,subida,-183504448.000000,-0.006671,None,0.0,-0.001,0.0
8.370304,120,1,subida,-183522576.000000,-0.006673,None,0.0,-0.0,0.0
8.432543,121,1,subida,-183510576.000000,-0.006670,None,0.0,-0.001,0.0
8.488050,122,1,subida,-183491360.000000,-0.006670,None,0.0,-0.001,0.0
8.565430,123,1,subida,-183495920.000000,-0.006671,None,0.0,-0.001,0.0
8.649143,124,1,subida,-183487136.000000,-0.006670,None,0.0,-0.001,0.0
8.689090,125,1,subida,-183480464.000000,-0.006670,None,0.0,-0.001,0.0
8.732953,126,1,subida,-183482368.000000,-0.006671,None,0.0,-0.001,0.0
8.782781,127,1,subida,-183482928.000000,-0.006671,None,0.0,-0.0,0.0
8.870334,128,1,subida,-183543424.000000,-0.006673,None,0.0,-0.0,0.0
8.949658,129,1,subida,-183483344.000000,-0.006671,None,0.0,-0.0,0.0
9.014608,130,1,subida,-183488736.000000,-0.006671,None,0.0,-0.001,0.0
9.064878,131,1,subida,-183493200.000000,-0.006671,None,0.0,-0.001,0.0
9.104862,132,1,subida,-183495168.000000,-0.006671,None,0.0,-0.0,0.0
9.183134,133,1,subida,-183504736.000000,-0.006671,None,0.0,0.0,0.0
9.265898,134,1,subida,-183493712.000000,-0.006671,None,0.0,-0.0,0.0
9.316361,135,1,subida,-183474816.000000,-0.006670,None,0.0,-0.001,0.0
9.365394,136,1,subida,-183511680.000000,-0.006672,None,0.0,-0.0,0.0
9.415893,137,1,subida,-183514608.000000,-0.006671,None,0.0,-0.001,0.0
9.559649,138,1,subida,-183488432.000000,-0.006671,None,0.0,-0.001,0.0
9.699795,139,1,subida,-183498320.000000,-0.006671,None,0.0,-0.0,0.0
9.782281,140,1,subida,-183499968.000000,-0.006672,None,0.0,-0.0,0.0
9.832465,141,1,subida,-183531328.000000,-0.006671,None,0.0,-0.0,0.0
9.889048,142,1,subida,-183529904.000000,-0.006671,None,0.0,-0.0,0.0
9.939067,143,1,subida,-183491408.000000,-0.006670,None,0.0,-0.001,0.0
9.989285,144,1,subida,-183476528.000000,-0.006670,None,0.0,-0.001,0.0
10.082852,145,1,subida,-183478352.000000,-0.006670,None,0.0,-0.0,0.0
10.147811,146,1,subida,-183480352.000000,-0.006670,None,0.0,-0.0,0.0
10.199186,147,1,subida,-183481568.000000,-0.006670,None,0.0,-0.001,0.0
10.288781,148,1,subida,-183480672.000000,-0.006670,None,0.0,-0.0,0.0
10.391631,149,1,subida,-183540480.000000,-0.006671,None,0.0,-0.0,0.0
10.465419,150,1,subida,-183477232.000000,-0.006670,None,0.0,-0.0,0.0
10.515559,151,1,subida,-183481632.000000,-0.006671,None,0.0,-0.001,0.0
10.565247,152,1,subida,-183481472.000000,-0.006670,None,-0.001,0.0,0.0
10.632363,153,1,subida,-183486000.000000,-0.006670,None,0.0,-0.0,0.0
10.740652,154,1,subida,-183492400.000000,-0.006671,None,0.0,-0.001,0.0
10.839104,155,1,subida,-183497264.000000,-0.006671,None,0.0,-0.001,0.0
10.882211,156,1,subida,-183516096.000000,-0.006672,None,-0.001,0.0,0.0
10.932729,157,1,subida,-183509632.000000,-0.006670,None,0.0,-0.0,0.0
10.981212,158,1,subida,-183488560.000000,-0.006671,None,0.0,-0.001,0.0
11.077792,159,1,subida,-183492464.000000,-0.006671,None,0.0,-0.001,0.0
11.136097,160,1,subida,-183489312.000000,-0.006670,None,0.0,-0.001,0.0
11.237908,161,1,subida,-183485888.000000,-0.006671,None,0.0,-0.001,0.0
11.299558,162,1,subida,-183485328.000000,-0.006670,None,0.0,-0.001,0.0
11.348882,163,1,subida,-183511168.000000,-0.006674,None,0.0,-0.0,0.0
11.399075,164,1,subida,-183504736.000000,-0.006670,None,0.0,-0.001,0.0
11.458231,165,1,subida,-183519664.000000,-0.006672,None,0.0,-0.001,0.0
11.582115,166,1,subida,-183499392.000000,-0.006670,None,0.0,-0.0,0.0
11.682289,167,1,subida,-183493600.000000,-0.006670,None,0.0,-0.001,0.0
11.765980,168,1,subida,-183502128.000000,-0.006671,None,0.0,-0.001,0.0
11.815583,169,1,subida,-183496848.000000,-0.006671,None,0.0,-0.001,0.0
11.882626,170,1,subida,-183515024.000000,-0.006671,None,0.0,-0.001,0.0
11.938570,171,1,subida,-183511088.000000,-0.006671,None,0.0,-0.0,0.0
11.986285,172,1,subida,-183485936.000000,-0.006670,None,0.0,-0.001,0.0
12.037260,173,1,subida,-183488416.000000,-0.006671,None,0.0,-0.001,0.0
12.082529,174,1,subida,-183491808.000000,-0.006671,None,0.0,-0.001,0.0
12.132235,175,1,subida,-183502112.000000,-0.006671,None,0.0,-0.001,0.0
12.182467,176,1,subida,-183506208.000000,-0.006671,None,0.0,-0.001,0.0
12.332399,177,1,subida,-183509696.000000,-0.006671,None,0.0,-0.001,0.0
12.387904,178,1,subida,-183505952.000000,-0.006670,None,0.0,-0.001,0.0
12.448967,179,1,subida,-183482336.000000,-0.006669,None,0.0,-0.001,0.0
12.498897,180,1,subida,-183470992.000000,-0.006670,None,0.0,-0.0,0.0
12.547827,181,1,subida,-183477008.000000,-0.006670,None,0.0,-0.001,0.0
12.688456,182,1,subida,-183474896.000000,-0.006670,None,0.0,-0.001,0.0
12.838411,183,1,subida,-183480480.000000,-0.006670,None,0.0,-0.0,0.0
12.915269,184,1,subida,-183455552.000000,-0.006668,None,-0.001,0.0,0.0
12.965758,185,1,subida,-183424640.000000,-0.006667,None,0.0,-0.0,0.0
13.126230,186,1,subida,-183451328.000000,-0.006669,None,0.0,-0.001,0.0
13.188826,187,1,subida,-183460368.000000,-0.006670,None,0.0,-0.001,0.0
13.231606,188,1,subida,-183470544.000000,-0.006670,None,-0.001,0.0,0.0
13.280803,189,1,subida,-183475648.000000,-0.006670,None,0.0,-0.001,0.0
13.329983,190,1,subida,-183479392.000000,-0.006670,None,0.0,-0.001,0.0
13.382403,191,1,subida,-183481520.000000,-0.006670,None,0.0,-0.0,0.0
13.438178,192,1,subida,-183485680.000000,-0.006670,None,0.0,-0.0,0.0
13.538143,193,1,subida,-183475744.000000,-0.006670,None,0.0,-0.001,0.0
13.590342,194,1,subida,-183479296.000000,-0.006671,None,0.0,-0.001,0.0
13.647811,195,1,subida,-183486512.000000,-0.006670,None,0.0,-0.001,0.0
13.699464,196,1,subida,-183482032.000000,-0.006670,None,0.0,-0.001,0.0
13.748564,197,1,subida,-183473312.000000,-0.006670,None,0.0,-0.001,0.0
13.888860,198,1,subida,-183498288.000000,-0.006671,None,0.0,-0.001,0.0
13.954127,199,1,subida,-183495088.000000,-0.006671,None,-0.001,0.0,0.0
14.048939,200,1,subida,-183489600.000000,-0.006671,None,0.0,-0.001,0.0
14.164191,201,1,subida,-183494416.000000,-0.006670,None,0.0,-0.001,0.0
14.288678,202,1,subida,-183478032.000000,-0.006670,None,0.0,-0.001,0.0
14.387436,203,1,subida,-183467792.000000,-0.006669,None,0.0,-0.001,0.0
14.431407,204,1,subida,-183470384.000000,-0.006670,None,0.0,-0.001,0.0
14.479186,205,1,subida,-183469872.000000,-0.006669,None,0.0,-0.0,0.0
14.531931,206,1,subida,-183461984.000000,-0.006669,None,0.0,-0.001,0.0
14.581914,207,1,subida,-183462256.000000,-0.006669,None,0.0,-0.0,0.0
14.709312,208,1,subida,-183484000.000000,-0.006670,None,0.0,-0.001,0.0
14.831678,209,1,subida,-183490848.000000,-0.006670,None,0.0,-0.001,0.0
14.897953,210,1,subida,-183500992.000000,-0.006671,None,0.0,-0.0,0.0
14.948053,211,1,subida,-183501264.000000,-0.006671,None,0.0,-0.001,0.0
15.010154,212,1,subida,-183494800.000000,-0.006670,None,0.0,-0.001,0.0
15.104959,213,1,subida,-183491712.000000,-0.006671,None,0.0,-0.001,0.0
15.204192,214,1,subida,-183481216.000000,-0.006670,None,0.0,-0.0,0.0
15.264049,215,1,subida,-183486128.000000,-0.006670,None,0.0,-0.001,0.0
15.332052,216,1,subida,-183508512.000000,-0.006671,None,0.0,-0.001,0.0
15.425444,217,1,subida,-183515504.000000,-0.006671,None,0.0,-0.001,0.0
15.582007,218,1,subida,-183506336.000000,-0.006671,None,0.0,-0.001,0.0
15.631501,219,1,subida,-183494912.000000,-0.006670,None,0.0,-0.001,0.0
15.731303,220,1,subida,-183497696.000000,-0.006671,None,0.0,-0.001,0.0
15.904979,221,1,subida,-183497200.000000,-0.006672,None,0.0,-0.001,0.0
16.094821,222,1,subida,-183490784.000000,-0.006670,None,0.0,-0.001,0.0
16.302501,223,1,subida,-183478752.000000,-0.006670,None,0.0,-0.0,0.0
16.467422,224,1,subida,-183471360.000000,-0.006669,None,-0.001,0.0,0.0
16.514143,225,1,subida,-183456400.000000,-0.006669,None,0.0,0.0,0.0
16.622880,226,1,subida,-183469952.000000,-0.006670,None,-0.001,0.0,0.0
16.673894,227,1,subida,-183468176.000000,-0.006669,None,0.0,-0.0,0.0
16.723479,228,1,subida,-183466592.000000,-0.006670,None,0.0,-0.001,0.0
16.820077,229,1,subida,-183479040.000000,-0.006670,None,0.0,-0.001,0.0
16.880401,230,1,subida,-183483056.000000,-0.006670,None,0.0,-0.001,0.0
16.960438,231,1,subida,-183482048.000000,-0.006671,None,0.0,-0.001,0.0
17.070496,232,1,subida,-183484752.000000,-0.006671,None,0.0,0.0,0.0
17.187143,233,1,subida,-183516048.000000,-0.006672,None,-0.001,0.0,0.0
17.268404,234,1,subida,-183544192.000000,-0.006673,None,-0.0,0.0,0.0
17.390927,235,1,subida,-183554608.000000,-0.006672,None,0.0,-0.0,0.0
17.454489,236,1,subida,-183542912.000000,-0.006672,None,0.0,-0.001,0.0
17.570090,237,1,subida,-183522272.000000,-0.006671,None,0.0,0.0,0.0
17.665124,238,1,subida,-183507456.000000,-0.006671,None,0.0,-0.001,0.0
17.805238,239,1,subida,-183495184.000000,-0.006670,None,0.0,-0.0,0.0
17.887452,240,1,subida,-183506128.000000,-0.006671,None,0.0,-0.0,0.0
18.063735,241,1,subida,-183503360.000000,-0.006671,None,0.0,-0.001,0.0
18.131033,242,1,subida,-183583776.000000,-0.006678,None,0.0,-0.0,0.0
18.367449,243,1,subida,-183448064.000000,-0.006668,None,0.0,-0.0,0.0
18.463382,244,1,subida,-183468032.000000,-0.006669,None,0.0,-0.001,0.0
18.558509,245,1,subida,-183480912.000000,-0.006671,None,0.0,-0.001,0.0
18.639262,246,1,subida,-183534464.000000,-0.006676,None,0.0,-0.001,0.0
18.797569,247,1,subida,-183473408.000000,-0.006670,None,0.0,-0.001,0.0
18.863111,248,1,subida,-183478080.000000,-0.006670,None,0.0,-0.001,0.0
18.909129,249,1,subida,-183484720.000000,-0.006671,None,0.0,-0.001,0.0
18.959336,250,1,subida,-183487616.000000,-0.006671,None,0.0,-0.001,0.0
19.058875,251,1,subida,-183490384.000000,-0.006671,None,0.0,-0.001,0.0
19.136002,252,1,subida,-183544432.000000,-0.006675,None,0.0,-0.001,0.0
19.229827,253,1,subida,-183491664.000000,-0.006670,None,0.0,-0.0,0.0
19.316761,254,1,subida,-183468048.000000,-0.006669,None,0.0,-0.001,0.0
19.380005,255,1,subida,-183471312.000000,-0.006670,None,0.0,-0.001,0.0
19.426857,256,1,subida,-183470896.000000,-0.006670,None,0.0,-0.0,0.0
19.536156,257,1,subida,-183488368.000000,-0.006670,None,0.0,-0.001,0.0
19.598078,258,1,subida,-183492160.000000,-0.006670,None,0.0,-0.001,0.0
19.666770,259,1,subida,-183542912.000000,-0.006671,None,0.0,-0.0,0.0
19.742485,260,1,subida,-183487360.000000,-0.006671,None,0.0,-0.0,0.0
19.809408,261,1,subida,-183490624.000000,-0.006670,None,0.0,-0.0,0.0
19.890502,262,1,subida,-183496976.000000,-0.006671,None,0.0,-0.001,0.0
19.949754,263,1,subida,-183500816.000000,-0.006671,None,0.0,-0.001,0.0
0.220050,265,1,subida,-70468760.000000,-0.002562,None,1.0,0.999,1.0
0.287195,266,1,subida,-70475952.000000,-0.002562,None,1.0,0.999,1.0
0.361357,267,1,subida,-70485536.000000,-0.002563,None,1.0,0.999,1.0
0.460699,268,1,subida,-70471344.000000,-0.002562,None,1.0,0.999,1.0
0.527205,269,1,subida,-70466864.000000,-0.002562,None,1.0,0.999,1.0
0.593676,270,1,subida,-70462288.000000,-0.002562,None,1.0,0.999,1.0
0.693923,271,1,subida,-70459384.000000,-0.002562,None,1.0,0.999,1.0
0.844286,272,1,subida,-70468000.000000,-0.002562,None,1.0,0.999,1.0
0.892251,273,1,subida,-70472992.000000,-0.002562,None,1.0,0.999,1.0
1.070786,274,1,subida,-70467200.000000,-0.002562,None,1.0,0.999,1.0
1.144099,275,1,subida,-70465792.000000,-0.002561,None,1.0,0.999,1.0
1.193197,276,1,subida,-70472856.000000,-0.002562,None,1.0,0.999,1.0
1.261838,277,1,subida,-70482848.000000,-0.002562,None,1.0,0.999,1.0
1.293686,278,1,subida,-70479904.000000,-0.002562,None,1.0,0.999,1.0
1.393533,279,1,subida,-70489096.000000,-0.002563,None,1.0,0.999,1.0
1.493853,280,1,subida,-70497544.000000,-0.002562,None,1.0,0.999,1.0
1.560766,281,1,subida,-70490832.000000,-0.002563,None,1.0,0.999,1.0
1.609770,282,1,subida,-70502192.000000,-0.002563,None,1.0,0.999,1.0
1.697284,283,1,subida,-70524696.000000,-0.002563,None,1.0,0.999,1.0
1.805989,284,1,subida,-70529584.000000,-0.002564,None,1.0,0.999,1.0
1.932344,285,1,subida,-70517672.000000,-0.002563,None,1.0,0.999,1.0
1.980520,286,1,subida,-70515408.000000,-0.002564,None,1.0,0.999,1.0
2.029764,287,1,subida,-70514976.000000,-0.002563,None,1.0,0.999,1.0
2.092770,288,1,subida,-70559632.000000,-0.002564,None,1.0,0.999,1.0
2.175995,289,1,subida,-70501904.000000,-0.002563,None,1.0,0.999,1.0
2.253322,290,1,subida,-70503728.000000,-0.002563,None,1.0,0.999,1.0
2.332338,291,1,subida,-70497048.000000,-0.002563,None,1.0,0.999,1.0
2.440156,292,1,subida,-70497848.000000,-0.002563,None,1.0,0.999,1.0
2.509896,293,1,subida,-70503080.000000,-0.002563,None,1.0,0.999,1.0
2.582799,294,1,subida,-70515648.000000,-0.002570,None,1.0,0.999,1.0
2.676446,295,1,subida,-70489000.000000,-0.002562,None,1.0,0.999,1.0
2.776206,296,1,subida,-70498584.000000,-0.002563,None,1.0,0.999,1.0
2.809492,297,1,subida,-70508680.000000,-0.002563,None,1.0,0.999,1.0
2.859941,298,1,subida,-70517048.000000,-0.002564,None,1.0,0.999,1.0
2.909499,299,1,subida,-70521744.000000,-0.002563,None,1.0,0.999,1.0
2.963861,300,1,subida,-70512280.000000,-0.002563,None,1.0,0.999,1.0
3.015334,301,1,subida,-70498464.000000,-0.002563,None,1.0,0.999,1.0
3.082615,302,1,subida,-70555152.000000,-0.002571,None,1.0,0.999,1.0
3.132973,303,1,subida,-70553784.000000,-0.002562,None,1.0,0.998,1.0
3.176694,304,1,subida,-70483872.000000,-0.002563,None,1.0,0.999,1.0
3.226285,305,1,subida,-70480280.000000,-0.002562,None,1.0,0.999,1.0
3.293501,306,1,subida,-70489400.000000,-0.002563,None,1.0,0.999,1.0
3.382314,307,1,subida,-70515152.000000,-0.002563,None,1.0,0.999,1.0
3.499071,308,1,subida,-70520800.000000,-0.002564,None,1.0,0.999,1.0
3.559865,309,1,subida,-70565336.000000,-0.002563,None,1.0,0.999,1.0
3.659745,310,1,subida,-70554024.000000,-0.002563,None,1.0,0.999,1.0
3.696841,311,1,subida,-70500896.000000,-0.002563,None,1.0,0.999,1.0
3.788500,312,1,subida,-70505496.000000,-0.002563,None,1.0,0.999,1.0
3.882417,313,1,subida,-70513056.000000,-0.002563,None,1.0,0.999,1.0
3.962891,314,1,subida,-70520152.000000,-0.002564,None,1.0,0.999,1.0
4.009224,315,1,subida,-70523480.000000,-0.002564,None,1.0,0.999,1.0
4.059216,316,1,subida,-70542544.000000,-0.002564,None,1.0,0.999,1.0
4.193633,317,1,subida,-70512512.000000,-0.002563,None,1.0,0.999,1.0
4.309592,318,1,subida,-70508240.000000,-0.002564,None,1.0,0.999,1.0
4.392736,319,1,subida,-70509752.000000,-0.002563,None,1.0,0.999,1.0
4.425660,320,1,subida,-70510024.000000,-0.002563,None,1.0,0.999,1.0
4.476080,321,1,subida,-70515288.000000,-0.002563,None,1.0,0.999,1.0
4.582285,322,1,subida,-70602688.000000,-0.002572,None,1.0,0.999,1.0
4.682170,323,1,subida,-70521216.000000,-0.002564,None,1.0,0.999,1.0
4.743009,324,1,subida,-70521376.000000,-0.002563,None,1.0,0.999,1.0
4.792500,325,1,subida,-70528904.000000,-0.002564,None,1.0,0.999,1.0
4.859213,326,1,subida,-70529016.000000,-0.002564,None,1.0,0.999,1.0
4.954024,327,1,subida,-70523344.000000,-0.002564,None,1.0,0.999,1.0
5.014190,328,1,subida,-70527368.000000,-0.002563,None,1.0,0.999,1.0
5.079644,329,1,subida,-70558208.000000,-0.002570,None,1.0,0.999,1.0
5.159180,330,1,subida,-70552952.000000,-0.002563,None,1.0,0.999,1.0
5.209981,331,1,subida,-70522512.000000,-0.002564,None,1.0,0.999,1.0
5.259487,332,1,subida,-70526648.000000,-0.002563,None,1.0,0.999,1.0
5.425105,333,1,subida,-70534240.000000,-0.002564,None,1.0,0.999,1.0
5.475780,334,1,subida,-70529264.000000,-0.002564,None,1.0,0.999,1.0
5.526937,335,1,subida,-70523688.000000,-0.002564,None,1.0,0.999,1.0
5.575235,336,1,subida,-70573624.000000,-0.002567,None,1.0,0.998,1.0
5.625480,337,1,subida,-70578808.000000,-0.002564,None,0.999,1.0,1.0
5.702945,338,1,subida,-70511496.000000,-0.002564,None,0.999,1.0,1.0
5.781571,339,1,subida,-70517480.000000,-0.002564,None,1.0,0.999,1.0
5.913223,340,1,subida,-70536656.000000,-0.002564,None,1.0,0.999,1.0
5.992253,341,1,subida,-70534544.000000,-0.002564,None,1.0,0.999,1.0
6.042276,342,1,subida,-70535872.000000,-0.002564,None,1.0,0.999,1.0
