Timestamp,Elapsed_Time,Vdif,Presion kPa,Presion Pa,Presion cmH2O,Temperatura C,Iexc mA
2025-12-05 09:29:00,0.019,-0.0019008931703865528,999.0,0.9823623895645142,10.017572402954102,30.0694522857666,0.000000
2025-12-05 09:29:00,0.071,-0.0019007736118510365,999.0,0.98240727186203,10.018031120300293,30.0694522857666,0.000000
2025-12-05 09:29:00,0.123,-0.0019008602248504758,999.0,0.9823741316795349,10.017692565917969,30.068323135375977,0.000000
2025-12-05 09:29:00,0.175,-0.0019006187794730067,999.0,0.9824649691581726,10.0186185836792,30.068323135375977,0.000000
2025-12-05 09:29:00,0.227,-0.0019007037626579404,999.0,0.9824334383010864,10.01829719543457,30.069238662719727,0.000000
2025-12-05 09:29:00,0.279,-0.001900531118735671,999.0,0.9824984073638916,10.018959999084473,30.069238662719727,0.000000
2025-12-05 09:29:00,0.332,-0.0019004085334017873,999.0,0.9825444221496582,10.019429206848145,30.06926918029785,0.000000
2025-12-05 09:29:00,0.384,-0.0019003285560756922,999.0,0.9825745224952698,10.019736289978027,30.06926918029785,0.000000
2025-12-05 09:29:00,0.436,-0.0019007244845852256,999.0,0.9824249744415283,10.018211364746094,30.067895889282227,0.000000
2025-12-05 09:29:01,0.488,-0.001902333227917552,999.0,0.9818202257156372,10.012043952941895,30.067895889282227,0.000000
2025-12-05 09:29:01,0.540,-0.0019038742175325751,999.0,0.9812418222427368,10.006145477294922,30.069726943969727,0.000000
2025-12-05 09:29:01,0.592,-0.0019050425617024302,999.0,0.980802595615387,10.001667022705078,30.069726943969727,0.000000
2025-12-05 09:29:01,0.644,-0.0019057036843150854,999.0,0.9805534482002258,9.999126434326172,30.06865882873535,0.000000
2025-12-05 09:29:01,0.696,-0.0019053235882893205,999.0,0.9806963205337524,10.00058364868164,30.06865882873535,0.000000
2025-12-05 09:29:01,0.749,-0.0019040274200960994,1000.0,0.9811840653419495,10.0055570602417,30.06939125061035,0.000000
2025-12-05 09:29:01,0.801,-0.0019031267147511244,999.0,0.9815226197242737,10.00900936126709,30.069360733032227,0.000000
2025-12-05 09:29:01,0.853,-0.0019025149522349238,1000.0,0.9817526340484619,10.01135540008545,30.069360733032227,0.000000
2025-12-05 09:29:01,0.905,-0.0019017686136066914,999.0,0.9820330739021301,10.014214515686035,30.0692081451416,0.000000
2025-12-05 09:29:01,0.957,-0.0019051629351451993,999.0,0.9807570576667786,10.001202583312988,30.0692081451416,0.000000
2025-12-05 09:29:01,1.009,-0.0019037665333598852,1000.0,0.9812822341918945,10.006558418273926,30.069726943969727,0.000000
2025-12-05 09:29:01,1.061,-0.0018981500761583447,999.0,0.9833937287330627,10.028090476989746,30.069726943969727,0.000000
2025-12-05 09:29:01,1.113,-0.0018978280713781714,999.0,0.9835142493247986,10.029318809509277,30.068872451782227,0.000000
2025-12-05 09:29:01,1.166,-0.001898308051750064,999.0,0.9833338856697083,10.02747917175293,30.068872451782227,0.000000
2025-12-05 09:29:01,1.218,-0.0018988637020811439,999.0,0.9831250905990601,10.025350570678711,30.069055557250977,0.000000
2025-12-05 09:29:01,1.270,-0.001899208640679717,1000.0,0.9829953908920288,10.024027824401855,30.069055557250977,0.000000
2025-12-05 09:29:01,1.322,-0.0018992734840139747,999.0,0.9829709529876709,10.023778915405273,30.0689640045166,0.000000
2025-12-05 09:29:01,1.374,-0.001899309572763741,1000.0,0.9829574227333069,10.023640632629395,30.0689640045166,0.000000
2025-12-05 09:29:01,1.426,-0.001905771903693676,999.0,0.9805281758308411,9.998868942260742,30.0693302154541,0.000000
2025-12-05 09:29:02,1.478,-0.0019084435189142823,1000.0,0.979523777961731,9.988626480102539,30.0693302154541,0.000000
2025-12-05 09:29:02,1.531,-0.001899914350360632,1000.0,0.9827306866645813,10.021328926086426,30.07012367248535,0.000000
2025-12-05 09:29:02,1.583,-0.0018948549404740334,1000.0,0.9846327304840088,10.040724754333496,30.07012367248535,0.000000
2025-12-05 09:29:02,1.635,-0.0018951322417706251,1000.0,0.9845277070999146,10.039653778076172,30.068750381469727,0.000000
2025-12-05 09:29:02,1.687,-0.0018961740424856544,1000.0,0.9841361045837402,10.035659790039062,30.068750381469727,0.000000
2025-12-05 09:29:02,1.739,-0.0018970624078065157,1000.0,0.9838024377822876,10.032257080078125,30.069299697875977,0.000000
2025-12-05 09:29:02,1.791,-0.0018976503051817417,1000.0,0.9835813045501709,10.03000259399414,30.069299697875977,0.000000
2025-12-05 09:29:02,1.844,-0.0018979537999257445,1000.0,0.9834666848182678,10.028833389282227,30.06804847717285,0.000000
2025-12-05 09:29:02,1.896,-0.0018981690518558025,1000.0,0.9833861589431763,10.0280122756958,30.068872451782227,0.000000
2025-12-05 09:29:02,1.948,-0.0019095956813544035,1000.0,0.9790903925895691,9.984207153320312,30.068872451782227,0.000000
2025-12-05 09:29:02,2.000,-0.0019092223374173045,1000.0,0.979231059551239,9.985641479492188,30.0693302154541,0.000000
2025-12-05 09:29:02,2.052,-0.0018956824205815792,1000.0,0.9843212366104126,10.037548065185547,30.0693302154541,0.000000
2025-12-05 09:29:02,2.104,-0.0018941555172204971,1000.0,0.9848946332931519,10.043395042419434,30.068262100219727,0.000000
2025-12-05 09:29:02,2.157,-0.0018949672812595963,1000.0,0.9845895171165466,10.040283203125,30.068262100219727,0.000000
2025-12-05 09:29:02,2.209,-0.0018959118751809,1000.0,0.9842345714569092,10.036664009094238,30.0685977935791,0.000000
2025-12-05 09:29:02,2.261,-0.0018965990748256445,1000.0,0.9839762449264526,10.034029960632324,30.0685977935791,0.000000
2025-12-05 09:29:02,2.313,-0.0018970656674355268,1000.0,0.9838011860847473,10.032244682312012,30.069299697875977,0.000000
2025-12-05 09:29:02,2.365,-0.0018972824327647686,1000.0,0.9837196469306946,10.031413078308105,30.069299697875977,0.000000
2025-12-05 09:29:02,2.417,-0.0018988444935530424,1000.0,0.983132004737854,10.025421142578125,30.0684757232666,0.000000
2025-12-05 09:29:03,2.469,-0.0019037597812712193,1000.0,0.9812842011451721,10.006577491760254,30.0684757232666,0.000000
2025-12-05 09:29:03,2.522,-0.0019006116781383753,1000.0,0.982467770576477,10.018647193908691,30.0687198638916,0.000000
2025-12-05 09:29:03,2.573,-0.0018934623803943396,1000.0,0.985155463218689,10.04605484008789,30.0687198638916,0.000000
2025-12-05 09:29:03,2.625,-0.0018932498060166836,1000.0,0.9852353930473328,10.046870231628418,30.068689346313477,0.000000
2025-12-05 09:29:03,2.678,-0.0018941047601401806,1000.0,0.9849139451980591,10.04359245300293,30.068689346313477,0.000000
2025-12-05 09:29:03,2.730,-0.0018948364304378629,1000.0,0.9846384525299072,10.040782928466797,30.067773818969727,0.000000
2025-12-05 09:29:03,2.782,-0.0018953147809952497,1000.0,0.9844585657119751,10.038948059082031,30.067773818969727,0.000000
2025-12-05 09:29:03,2.834,-0.0018956407438963652,1000.0,0.9843365550041199,10.037704467773438,30.0685977935791,0.000000
2025-12-05 09:29:03,2.886,-0.001895907917059958,1000.0,0.9842360615730286,10.0366792678833,30.0685977935791,0.000000
2025-12-05 09:29:03,2.938,-0.001907136756926775,1000.0,0.9800142049789429,9.993627548217773,30.067651748657227,0.000000
2025-12-05 09:29:03,2.991,-0.0019088268745690584,1000.0,0.9793788194656372,9.98714828491211,30.067651748657227,0.000000
2025-12-05 09:29:03,3.043,-0.001895281719043851,1000.0,0.9844706058502197,10.039071083068848,30.0670108795166,0.000000
2025-12-05 09:29:03,3.095,-0.0018911605002358556,1001.0,0.9860202670097351,10.0548734664917,30.067712783813477,0.000000
2025-12-05 09:29:03,3.147,-0.0018917425768449903,1000.0,0.9858014583587646,10.052642822265625,30.067712783813477,0.000000
2025-12-05 09:29:03,3.199,-0.0018929025391116738,1001.0,0.9853653907775879,10.048195838928223,30.067529678344727,0.000000
2025-12-05 09:29:03,3.251,-0.0018938810098916292,1000.0,0.9849974513053894,10.04444408416748,30.067529678344727,0.000000
2025-12-05 09:29:03,3.303,-0.0018944976618513465,1001.0,0.9847659468650818,10.042082786560059,30.068017959594727,0.000000
2025-12-05 09:29:03,3.356,-0.0018949166405946016,1001.0,0.9846084117889404,10.04047679901123,30.068017959594727,0.000000
2025-12-05 09:29:03,3.408,-0.0018954204861074686,1000.0,0.9844193458557129,10.038548469543457,30.06865882873535,0.000000
2025-12-05 09:29:04,3.460,-0.0019118315540254116,1001.0,0.9782497882843018,9.975634574890137,30.06865882873535,0.000000
2025-12-05 09:29:04,3.512,-0.0019113147864118218,1000.0,0.9784443378448486,9.977619171142578,30.069238662719727,0.000000
2025-12-05 09:29:04,3.564,-0.001892034662887454,1000.0,0.98569256067276,10.051531791687012,30.069238662719727,0.000000
2025-12-05 09:29:04,3.616,-0.0018898551352322102,1001.0,0.9865114092826843,10.059882164001465,30.068323135375977,0.000000
2025-12-05 09:29:04,3.668,-0.0018913005478680134,1000.0,0.9859679937362671,10.054341316223145,30.068323135375977,0.000000
2025-12-05 09:29:04,3.720,-0.0018930193036794662,1001.0,0.9853224158287048,10.047757148742676,30.069360733032227,0.000000
2025-12-05 09:29:04,3.773,-0.0018942024325951934,1000.0,0.9848776459693909,10.043222427368164,30.069360733032227,0.000000
2025-12-05 09:29:04,3.825,-0.0018948431825265288,1000.0,0.9846366047859192,10.040763854980469,30.069055557250977,0.000000
2025-12-05 09:29:04,3.877,-0.0018952763639390469,1001.0,0.9844737648963928,10.039103507995605,30.069055557250977,0.000000
2025-12-05 09:29:04,3.929,-0.0019003786146640778,1000.0,0.982555627822876,10.019543647766113,30.0690860748291,0.000000
2025-12-05 09:29:04,3.981,-0.0019114427268505096,1001.0,0.9783961772918701,9.977128028869629,30.0690860748291,0.000000
2025-12-05 09:29:04,4.033,-0.0019042695639654994,1000.0,0.9810928106307983,10.004626274108887,30.069055557250977,0.000000
2025-12-05 09:29:04,4.086,-0.0018896757392212749,1001.0,0.9865792393684387,10.06057357788086,30.069055557250977,0.000000
2025-12-05 09:29:04,4.138,-0.001889148261398077,1001.0,0.9867777824401855,10.06259822845459,30.06951332092285,0.000000
2025-12-05 09:29:04,4.190,-0.0018907436169683933,1000.0,0.9861779808998108,10.056482315063477,30.06951332092285,0.000000
2025-12-05 09:29:04,4.242,-0.0018922846065834165,1001.0,0.9855983853340149,10.05057144165039,30.06890296936035,0.000000
2025-12-05 09:29:04,4.294,-0.0018933560932055116,1000.0,0.9851953983306885,10.046462059020996,30.068506240844727,0.000000
2025-12-05 09:29:04,4.346,-0.001894062734209001,1001.0,0.984929621219635,10.043752670288086,30.068506240844727,0.000000
