Timestamp,Time_s,Flow_Rate,Pressure,Temperature,Setpoint
2025-10-14T17:56:12.019202,0.0006642341613769531,0.002,0.0,0.0,4.0
2025-10-14T17:56:12.535471,0.5261533260345459,0.001,0.0,0.0,4.0
2025-10-14T17:56:13.265134,1.0423133373260498,4.027,4.0,0.0,4.0
2025-10-14T17:56:13.776565,1.7718009948730469,3.856,4.0,0.0,4.0
2025-10-14T17:56:14.291988,2.28389573097229,3.993,4.0,0.0,4.0
2025-10-14T17:56:14.818382,2.7990481853485107,3.878,4.0,0.0,4.0
2025-10-14T17:56:15.339086,3.325334072113037,3.949,4.0,0.0,4.0
2025-10-14T17:56:15.850595,3.84592342376709,3.892,4.0,0.0,4.0
2025-10-14T17:56:16.364100,4.3576037883758545,3.998,4.0,0.0,4.0
2025-10-14T17:56:16.883585,4.871192455291748,3.965,4.0,0.0,4.0
2025-10-14T17:56:17.417964,5.390548467636108,3.944,4.0,0.0,4.0
2025-10-14T17:56:17.941231,5.924844741821289,3.93,4.0,0.0,4.0
2025-10-14T17:56:18.468126,6.448082447052002,4.006,4.0,0.0,4.0
2025-10-14T17:56:18.982896,6.974868535995483,3.98,4.0,0.0,4.0
2025-10-14T17:56:19.501116,7.489959001541138,3.973,4.0,0.0,4.0
2025-10-14T17:56:20.017547,8.008348226547241,3.966,4.0,0.0,4.0
2025-10-14T17:56:20.532466,8.52431344985962,3.961,4.0,0.0,4.0
2025-10-14T17:56:21.050450,9.039435148239136,4.162,4.0,0.0,4.0
2025-10-14T17:56:21.567279,9.557319641113281,4.007,4.0,0.0,4.0
2025-10-14T17:56:22.080025,10.0743408203125,4.001,4.0,0.0,4.0
2025-10-14T17:56:22.600294,10.586844444274902,3.997,4.0,0.0,4.0
2025-10-14T17:56:23.116941,11.10703444480896,3.994,4.0,0.0,4.0
2025-10-14T17:56:23.632329,11.623895645141602,3.992,4.0,0.0,4.0
2025-10-14T17:56:24.149773,12.139103412628174,3.99,4.0,0.0,4.0
2025-10-14T17:56:24.666323,12.65657091140747,3.989,4.0,0.0,4.0
2025-10-14T17:56:25.182251,13.173086881637573,3.988,4.0,0.0,4.0
2025-10-14T17:56:25.697428,13.689232110977173,3.987,4.0,0.0,4.0
2025-10-14T17:56:26.215707,14.204269170761108,3.986,4.0,0.0,4.0
2025-10-14T17:56:26.732507,14.722508668899536,3.985,4.0,0.0,4.0
2025-10-14T17:56:27.249322,15.239763736724854,3.985,4.0,0.0,4.0
2025-10-14T17:56:27.765475,15.756060361862183,3.984,4.0,0.0,4.0
2025-10-14T17:56:28.282447,16.27247977256775,3.983,4.0,0.0,4.0
2025-10-14T17:56:28.799096,16.789472579956055,3.982,4.0,0.0,4.0
2025-10-14T17:56:29.314653,17.306323528289795,3.981,4.0,0.0,4.0
2025-10-14T17:56:29.831905,17.821561336517334,3.982,4.0,0.0,4.0
2025-10-14T17:56:30.351051,18.338825225830078,3.98,4.0,0.0,4.0
2025-10-14T17:56:30.870888,18.857961177825928,3.981,4.0,0.0,4.0
2025-10-14T17:56:31.388055,19.377837419509888,3.981,4.0,0.0,4.0
2025-10-14T17:56:31.902624,19.895345211029053,3.981,4.0,0.0,4.0
