Timestamp,Time_s,Flow_Rate,Pressure,Temperature,Setpoint
2025-10-14T17:57:55.562220,0.0006718635559082031,0.003,0.0,0.0,6.0
2025-10-14T17:57:56.080109,0.5138301849365234,0.002,0.0,0.0,6.0
2025-10-14T17:57:56.830041,1.0319254398345947,5.887,6.0,0.0,6.0
2025-10-14T17:57:57.346602,1.7820308208465576,5.861,6.0,0.0,6.0
2025-10-14T17:57:57.862561,2.298466205596924,5.878,6.0,0.0,6.0
2025-10-14T17:57:58.377771,2.8144025802612305,5.884,6.0,0.0,6.0
2025-10-14T17:57:58.892308,3.3295838832855225,5.895,6.0,0.0,6.0
2025-10-14T17:57:59.412543,3.844269037246704,5.896,6.0,0.0,6.0
2025-10-14T17:57:59.928943,4.36440372467041,5.975,6.0,0.0,6.0
2025-10-14T17:58:00.451775,4.880425214767456,5.93,6.0,0.0,6.0
2025-10-14T17:58:00.966747,5.4035561084747314,5.903,6.0,0.0,6.0
2025-10-14T17:58:01.479599,5.918238401412964,5.985,6.0,0.0,6.0
2025-10-14T17:58:01.998826,6.431363105773926,5.963,6.0,0.0,6.0
2025-10-14T17:58:02.517589,6.950654745101929,5.947,6.0,0.0,6.0
2025-10-14T17:58:03.030631,7.46929144859314,5.936,6.0,0.0,6.0
2025-10-14T17:58:03.546026,7.982411861419678,5.945,6.0,0.0,6.0
2025-10-14T17:58:04.061596,8.497610330581665,5.987,6.0,0.0,6.0
2025-10-14T17:58:04.577903,9.013176202774048,5.977,6.0,0.0,6.0
2025-10-14T17:58:05.096370,9.52972674369812,5.97,6.0,0.0,6.0
2025-10-14T17:58:05.622549,10.048237085342407,5.966,6.0,0.0,6.0
2025-10-14T17:58:06.135803,10.574315309524536,5.963,6.0,0.0,6.0
2025-10-14T17:58:06.650070,11.087637662887573,5.961,6.0,0.0,6.0
2025-10-14T17:58:07.167697,11.601603746414185,5.959,6.0,0.0,6.0
2025-10-14T17:58:07.682426,12.119327306747437,5.959,6.0,0.0,6.0
2025-10-14T17:58:08.197930,12.63426661491394,5.991,6.0,0.0,6.0
2025-10-14T17:58:08.710399,13.149841070175171,5.997,6.0,0.0,6.0
2025-10-14T17:58:09.227757,13.661988019943237,6.0,6.0,0.0,6.0
2025-10-14T17:58:09.742937,14.17946982383728,6.0,6.0,0.0,6.0
2025-10-14T17:58:10.265261,14.69437289237976,6.0,6.0,0.0,6.0
2025-10-14T17:58:10.776923,15.217042684555054,5.999,6.0,0.0,6.0
2025-10-14T17:58:11.292658,15.72832202911377,6.0,6.0,0.0,6.0
2025-10-14T17:58:11.809629,16.244449138641357,6.001,6.0,0.0,6.0
2025-10-14T17:58:12.323145,16.76108145713806,6.0,6.0,0.0,6.0
2025-10-14T17:58:12.848534,17.274908304214478,6.0,6.0,0.0,6.0
2025-10-14T17:58:13.374398,17.800135612487793,6.0,6.0,0.0,6.0
2025-10-14T17:58:13.892077,18.325950622558594,6.0,6.0,0.0,6.0
2025-10-14T17:58:14.410746,18.84353804588318,6.0,6.0,0.0,6.0
2025-10-14T17:58:14.931692,19.362265586853027,6.0,6.0,0.0,6.0
2025-10-14T17:58:15.446460,19.88316059112549,6.0,6.0,0.0,6.0
