Timestamp,Sample,Ciclo,Fase,TIVA Voltage (V),KEITHLEY Voltage (V),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
10:02:52,1,1,subida,-1.713426,-1.712204,5.728387,0.0,0.001,0.0
10:02:52,2,1,subida,-1.713427,-1.712187,5.727350,0.0,0.001,0.0
10:02:52,3,1,subida,-1.713431,-1.712181,5.726923,0.0,0.001,0.0
10:02:52,4,1,subida,-1.713434,-1.712193,5.726923,0.0,0.001,0.0
10:02:52,5,1,subida,-1.713435,-1.712184,5.728662,0.0,0.002,0.0
10:02:52,6,1,subida,-1.713435,-1.712177,5.728662,0.0,0.002,0.0
10:02:52,7,1,subida,-1.713432,-1.712169,5.728967,0.0,0.001,0.0
10:02:53,8,1,subida,-1.713428,-1.712189,5.728967,0.0,0.001,0.0
10:02:53,9,1,subida,-1.713427,-1.712178,5.727014,0.0,0.001,0.0
10:02:53,10,1,subida,-1.713433,-1.712166,5.727014,0.0,0.001,0.0
10:02:53,11,1,subida,-1.713436,-1.712168,5.728540,0.0,0.001,0.0
10:02:53,12,1,subida,-1.713433,-1.712185,5.728540,0.0,0.001,0.0
10:02:53,13,1,subida,-1.713432,-1.712165,5.728204,0.0,0.001,0.0
10:02:53,14,1,subida,-1.713431,-1.712178,5.728204,0.0,0.001,0.0
10:02:53,15,1,subida,-1.713431,-1.712197,5.728601,0.0,0.001,0.0
10:02:53,16,1,subida,-1.713435,-1.712178,5.728601,0.0,0.001,0.0
10:02:53,17,1,subida,-1.713435,-1.712160,5.728326,0.0,0.001,0.0
10:02:53,18,1,subida,-1.713431,-1.712160,5.728326,0.0,0.001,0.0
10:02:53,19,1,subida,-1.713430,-1.712178,5.726800,0.0,0.001,0.0
10:02:53,20,1,subida,-1.713434,-1.712217,5.726800,0.0,0.001,0.0
10:02:53,21,1,subida,-1.713436,-1.712181,5.727777,0.0,0.001,0.0
10:02:53,22,1,subida,-1.713434,-1.712174,5.727777,0.0,0.001,0.0
10:02:53,23,1,subida,-1.713435,-1.712177,5.726800,0.0,0.001,0.0
10:02:53,24,1,subida,-1.713439,-1.712175,5.727808,0.0,0.001,0.0
10:02:53,25,1,subida,-1.713439,-1.712194,5.727808,0.0,0.001,0.0
10:02:53,26,1,subida,-1.713439,-1.712177,5.726465,0.0,0.001,0.0
10:02:53,27,1,subida,-1.713443,-1.712167,5.726465,0.0,0.001,0.0
10:02:53,28,1,subida,-1.713441,-1.712176,5.726434,0.0,0.001,0.0
10:02:54,29,1,subida,-1.713439,-1.712191,5.726434,0.0,0.001,0.0
10:02:54,30,1,subida,-1.713439,-1.712190,5.727716,0.0,0.001,0.0
10:02:54,31,1,subida,-1.713436,-1.712175,5.727716,0.0,0.001,0.0
10:02:54,32,1,subida,-1.713436,-1.712198,5.729974,0.0,0.001,0.0
10:02:54,33,1,subida,-1.713435,-1.712174,5.729974,0.0,0.001,0.0
