Timestamp,Sample,Ciclo,Fase,TIVA Voltage (V),KEITHLEY Voltage (V),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
11:30:24,2,1,subida,-1.726989,-1.725729,10.701624,0.0,0.0,0.0
11:30:24,3,1,subida,-1.726990,-1.725739,10.701624,-0.0,0.0,0.0
11:30:24,4,1,subida,-1.726992,-1.725725,10.700800,0.0,0.0,0.0
11:30:24,5,1,subida,-1.726991,-1.725756,10.700800,0.0,0.0,0.0
11:30:24,6,1,subida,-1.726988,-1.725740,10.702021,0.0,0.0,0.0
11:30:24,7,1,subida,-1.726989,-1.725738,10.702021,0.0,-0.0,0.0
11:30:24,8,1,subida,-1.726993,-1.725735,10.702234,0.0,-0.0,0.0
11:30:25,9,1,subida,-1.726992,-1.725740,10.702234,0.0,-0.0,0.0
11:30:25,10,1,subida,-1.726986,-1.725736,10.701166,0.0,0.0,0.0
11:30:25,11,1,subida,-1.726984,-1.725735,10.701166,0.0,-0.0,0.0
11:30:25,12,1,subida,-1.726985,-1.725726,10.702204,0.0,-0.0,0.0
11:30:25,13,1,subida,-1.726987,-1.725735,10.702204,0.0,0.0,0.0
11:30:25,14,1,subida,-1.726989,-1.725723,10.701014,0.0,-0.0,0.0
11:30:25,15,1,subida,-1.726988,-1.725723,10.701014,0.0,0.0,0.0
11:30:25,16,1,subida,-1.726988,-1.725743,10.700464,0.0,0.0,0.0
11:30:25,17,1,subida,-1.726987,-1.725726,10.700464,0.0,0.0,0.0
11:30:25,18,1,subida,-1.726985,-1.725727,10.702448,0.0,0.0,0.0
11:30:25,19,1,subida,-1.726986,-1.725724,10.702448,0.0,0.0,0.0
11:30:25,20,1,subida,-1.726988,-1.725733,10.700220,0.0,0.0,0.0
11:30:25,21,1,subida,-1.726988,-1.725742,10.700220,0.0,0.0,0.0
11:30:25,22,1,subida,-1.726988,-1.725725,10.700312,0.0,-0.0,0.0
11:30:25,23,1,subida,-1.726993,-1.725727,10.703394,0.0,-0.0,0.0
11:30:26,24,1,subida,-1.726995,-1.725729,10.703394,0.0,0.0,0.0
11:30:26,25,1,subida,-1.726996,-1.725704,10.702265,0.0,0.0,0.0
11:30:26,26,1,subida,-1.726998,-1.725739,10.702265,0.0,0.0,0.0
11:30:26,27,1,subida,-1.726997,-1.725732,10.702204,0.0,0.0,0.0
11:30:26,28,1,subida,-1.727002,-1.725735,10.702204,0.0,0.0,0.0
11:30:26,29,1,subida,-1.726999,-1.725732,10.701990,0.0,-0.0,0.0
11:30:26,30,1,subida,-1.726996,-1.725743,10.701990,0.0,0.0,0.0
11:30:26,31,1,subida,-1.726996,-1.725732,10.701532,0.0,0.0,0.0
11:30:26,32,1,subida,-1.726997,-1.725713,10.701532,0.0,0.0,0.0
11:30:26,33,1,subida,-1.726999,-1.725722,10.703333,0.0,0.0,0.0
11:30:26,34,1,subida,-1.727002,-1.725723,10.703333,0.0,0.0,0.0
11:30:26,35,1,subida,-1.727002,-1.725741,10.701166,0.0,-0.0,0.0
11:30:26,36,1,subida,-1.727002,-1.725738,10.701166,0.0,0.0,0.0
11:30:26,37,1,subida,-1.727002,-1.725740,10.702692,0.0,-0.0,0.0
11:30:27,38,1,subida,-1.727002,-1.725742,10.702692,0.0,-0.0,0.0
11:30:27,39,1,subida,-1.726998,-1.725725,10.702509,0.0,0.0,0.0
11:30:27,40,1,subida,-1.726997,-1.725737,10.702509,0.0,-0.0,0.0
11:30:27,41,1,subida,-1.726999,-1.725732,10.701044,0.0,0.0,0.0
11:30:27,42,1,subida,-1.727002,-1.725731,10.701044,-0.0,0.0,0.0
11:30:27,43,1,subida,-1.727005,-1.725738,10.701044,0.0,0.0,0.0
11:30:27,44,1,subida,-1.727004,-1.725744,10.701044,0.0,0.0,0.0
11:30:27,45,1,subida,-1.727008,-1.725739,10.701532,0.0,0.0,0.0
11:30:27,46,1,subida,-1.727008,-1.725746,10.702997,0.0,0.0,0.0
11:30:27,47,1,subida,-1.727003,-1.725743,10.702997,0.0,0.0,0.0
11:30:27,48,1,subida,-1.727003,-1.725749,10.701349,0.0,0.0,0.0
11:30:27,49,1,subida,-1.727003,-1.725736,10.701349,0.0,-0.0,0.0
11:30:27,50,1,subida,-1.727005,-1.725746,10.702753,0.0,-0.0,0.0
11:30:27,51,1,subida,-1.727005,-1.725750,10.702753,0.0,0.0,0.0
11:30:28,52,1,subida,-1.727002,-1.725747,10.701838,0.0,-0.0,0.0
11:30:28,53,1,subida,-1.727002,-1.725738,10.701838,0.0,0.0,0.0
11:30:28,54,1,subida,-1.727004,-1.725746,10.701990,0.0,-0.0,0.0
11:30:28,55,1,subida,-1.727005,-1.725761,10.701990,0.0,0.001,0.0
11:30:28,58,1,subida,-1.727004,-1.725757,10.701685,0.0,0.0,0.0
11:30:28,59,1,subida,-1.727001,-1.725751,10.701502,0.0,-0.0,0.0
11:30:28,60,1,subida,-1.726998,-1.725744,10.701502,0.0,0.0,0.0
11:30:28,61,1,subida,-1.727001,-1.725758,10.703608,0.0,-0.0,0.0
11:30:28,62,1,subida,-1.727004,-1.725762,10.703608,0.0,0.0,0.0
11:30:28,63,1,subida,-1.727002,-1.725765,10.700739,0.0,-0.0,0.0
11:30:28,64,1,subida,-1.727002,-1.725750,10.700739,0.0,0.001,0.0
11:30:28,65,1,subida,-1.727003,-1.725756,10.701319,0.0,-0.0,0.0
11:30:28,66,1,subida,-1.727002,-1.725731,10.701319,0.0,-0.0,0.0
11:30:28,67,1,subida,-1.727005,-1.725768,10.700739,0.0,0.0,0.0
11:30:29,68,1,subida,-1.727007,-1.725752,10.701349,0.0,-0.0,0.0
11:30:29,69,1,subida,-1.727003,-1.725758,10.701349,0.0,0.0,0.0
11:30:29,70,1,subida,-1.727001,-1.725753,10.701593,0.0,-0.0,0.0
11:30:29,71,1,subida,-1.727003,-1.725756,10.701593,0.0,0.0,0.0
11:30:29,72,1,subida,-1.727004,-1.725773,10.701960,0.0,-0.001,0.0
11:30:29,73,1,subida,-1.727005,-1.725747,10.701960,0.0,0.0,0.0
11:30:29,74,1,subida,-1.727006,-1.725766,10.702875,0.0,-0.0,0.0
11:30:29,75,1,subida,-1.727005,-1.725753,10.702875,0.0,0.0,0.0
11:30:29,76,1,subida,-1.727005,-1.725737,10.701990,0.0,0.0,0.0
11:30:29,77,1,subida,-1.727006,-1.725761,10.701990,0.0,-0.0,0.0
11:30:29,78,1,subida,-1.727002,-1.725733,10.701838,0.0,0.0,0.0
11:30:29,79,1,subida,-1.726997,-1.725731,10.701838,0.0,-0.0,0.0
11:30:29,80,1,subida,-1.727002,-1.725755,10.700006,0.0,-0.0,0.0
11:30:29,81,1,subida,-1.727005,-1.725752,10.700006,0.0,0.0,0.0
11:30:29,82,1,subida,-1.727002,-1.725739,10.701685,0.0,-0.0,0.0
11:30:30,83,1,subida,-1.727005,-1.725758,10.701685,0.0,0.0,0.0
11:30:30,84,1,subida,-1.727009,-1.725748,10.702875,0.0,0.0,0.0
11:30:30,85,1,subida,-1.727011,-1.725748,10.702875,0.0,0.0,0.0
11:30:30,86,1,subida,-1.727016,-1.725745,10.700251,0.0,-0.0,0.0
11:30:30,87,1,subida,-1.727022,-1.725752,10.700251,0.0,0.0,0.0
11:30:30,88,1,subida,-1.727017,-1.725776,10.702600,0.0,0.0,0.0
11:30:30,89,1,subida,-1.727013,-1.725762,10.702600,0.0,-0.0,0.0
11:30:30,90,1,subida,-1.727018,-1.725746,10.701929,0.0,0.0,0.0
11:30:30,91,1,subida,-1.727020,-1.725740,10.701044,0.0,0.0,0.0
11:30:30,92,1,subida,-1.727021,-1.725756,10.701044,0.0,0.0,0.0
11:30:30,95,1,subida,-1.727020,-1.725754,10.702417,0.0,-0.001,0.0
11:30:30,96,1,subida,-1.727022,-1.725760,10.702387,0.0,0.0,0.0
11:30:30,97,1,subida,-1.727024,-1.725775,10.702387,0.0,0.0,0.0
11:30:30,98,1,subida,-1.727024,-1.725755,10.701441,0.0,0.0,0.0
11:30:31,99,1,subida,-1.727021,-1.725730,10.701441,0.0,-0.001,0.0
11:30:31,100,1,subida,-1.727023,-1.725754,10.700922,-0.0,0.0,0.0
11:30:31,101,1,subida,-1.727024,-1.725776,10.700922,0.0,0.0,0.0
11:30:31,102,1,subida,-1.727022,-1.725762,10.701685,0.0,-0.001,0.0
11:30:31,103,1,subida,-1.727021,-1.725756,10.701685,0.0,0.0,0.0
11:30:31,104,1,subida,-1.727019,-1.725768,10.699732,0.0,0.0,0.0
11:30:31,105,1,subida,-1.727018,-1.725749,10.699732,0.0,0.0,0.0
11:30:31,106,1,subida,-1.727019,-1.725770,10.703394,0.0,-0.0,0.0
11:30:31,109,1,subida,-1.727021,-1.725762,10.700495,0.0,0.0,0.0
11:30:32,110,1,subida,-1.727021,-1.725796,10.700495,0.0,0.0,0.0
11:30:32,111,1,subida,-1.727019,-1.725754,10.701288,0.0,0.0,0.0
