Timestamp,Sample,Ciclo,Fase,TIVA Voltage (V),KEITHLEY Voltage (V),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
11:08:51,5855,1,bajada,-1.726127,-1.724854,10.711206,0.0,-0.0,0.0
11:08:51,5856,1,bajada,-1.726127,-1.724866,10.711725,0.0,0.0,0.0
11:08:51,5857,1,bajada,-1.726128,-1.724853,10.711725,0.0,0.0,0.0
11:08:51,5858,1,bajada,-1.726128,-1.724856,10.710688,0.0,0.0,0.0
11:08:51,5859,1,bajada,-1.726123,-1.724838,10.710688,0.0,-0.0,0.0
11:08:51,5860,1,bajada,-1.726123,-1.724862,10.710138,0.0,0.0,0.0
11:08:51,5861,1,bajada,-1.726126,-1.724843,10.710138,0.0,0.0,0.0
11:08:51,5862,1,bajada,-1.726128,-1.724858,10.710749,0.0,0.0,0.0
11:08:51,5863,1,bajada,-1.726128,-1.724835,10.710749,0.0,0.0,0.0
11:08:51,5864,1,bajada,-1.726126,-1.724837,10.711390,0.0,0.0,0.0
11:08:51,5865,1,bajada,-1.726129,-1.724855,10.711390,0.0,0.0,0.0
11:08:51,5866,1,bajada,-1.726131,-1.724879,10.710932,0.0,-0.0,0.0
11:08:51,5867,1,bajada,-1.726128,-1.724841,10.710932,0.0,0.0,0.0
11:08:51,5868,1,bajada,-1.726127,-1.724867,10.710443,0.0,0.0,0.0
11:08:51,5869,1,bajada,-1.726127,-1.724853,10.710443,0.0,-0.0,0.0
11:08:51,5870,1,bajada,-1.726129,-1.724859,10.710505,0.0,-0.0,0.0
11:08:52,5871,1,bajada,-1.726129,-1.724839,10.710505,0.0,-0.0,0.0
11:08:52,5872,1,bajada,-1.726127,-1.724861,10.710443,0.0,0.0,0.0
11:08:52,5873,1,bajada,-1.726131,-1.724849,10.710443,0.0,0.0,0.0
11:08:52,5874,1,bajada,-1.726134,-1.724854,10.711420,0.0,0.0,0.0
11:08:52,5875,1,bajada,-1.726138,-1.724851,10.711420,0.0,-0.0,0.0
11:08:52,5876,1,bajada,-1.726135,-1.724849,10.710260,0.0,0.0,0.0
11:08:52,5877,1,bajada,-1.726130,-1.724860,10.711481,0.0,0.0,0.0
11:08:52,5878,1,bajada,-1.726129,-1.724863,10.711481,0.0,0.0,0.0
11:08:52,5879,1,bajada,-1.726128,-1.724861,10.710749,0.0,-0.0,0.0
11:08:52,5880,1,bajada,-1.726129,-1.724857,10.710749,0.0,0.0,0.0
11:08:52,5881,1,bajada,-1.726132,-1.724862,10.711115,0.0,0.0,0.0
11:08:52,5882,1,bajada,-1.726133,-1.724860,10.711115,0.0,0.0,0.0
11:08:52,5883,1,bajada,-1.726131,-1.724876,10.710749,0.0,0.0,0.0
11:08:52,5884,1,bajada,-1.726132,-1.724858,10.710749,0.0,0.0,0.0
11:08:52,5885,1,bajada,-1.726133,-1.724857,10.710871,0.0,0.0,0.0
11:08:52,5886,1,bajada,-1.726130,-1.724863,10.710871,0.0,-0.0,0.0
11:08:52,5887,1,bajada,-1.726128,-1.724872,10.711267,-0.0,0.0,0.0
11:08:52,5888,1,bajada,-1.726126,-1.724856,10.711267,0.0,-0.001,0.0
11:08:52,5889,1,bajada,-1.726127,-1.724850,10.709528,0.0,0.0,0.0
11:08:52,5890,1,bajada,-1.726128,-1.724854,10.709528,-0.0,0.0,0.0
11:08:53,5891,1,bajada,-1.726128,-1.724842,10.712214,-0.0,0.0,0.0
11:08:53,5892,1,bajada,-1.726129,-1.724858,10.712214,0.0,0.0,0.0
11:08:53,5893,1,bajada,-1.726128,-1.724850,10.711390,0.0,0.0,0.0
11:08:53,5894,1,bajada,-1.726128,-1.724841,10.711390,0.0,0.0,0.0
11:08:53,5895,1,bajada,-1.726126,-1.724861,10.711084,0.0,0.0,0.0
11:08:53,5896,1,bajada,-1.726127,-1.724863,10.711084,0.0,-0.0,0.0
11:08:53,5897,1,bajada,-1.726128,-1.724878,10.711512,0.0,0.0,0.0
11:08:53,5898,1,bajada,-1.726130,-1.724885,10.711512,0.0,0.0,0.0
11:08:53,5899,1,bajada,-1.726135,-1.724873,10.710871,0.0,0.0,0.0
11:08:53,5900,1,bajada,-1.726136,-1.724867,10.710962,0.0,0.0,0.0
11:08:53,5901,1,bajada,-1.726137,-1.724876,10.710962,0.0,-0.0,0.0
11:08:53,5902,1,bajada,-1.726134,-1.724872,10.711664,0.0,0.0,0.0
11:08:53,5903,1,bajada,-1.726131,-1.724856,10.711664,0.0,0.0,0.0
11:08:53,5904,1,bajada,-1.726132,-1.724856,10.710047,0.0,-0.0,0.0
11:08:53,5905,1,bajada,-1.726134,-1.724883,10.710047,0.0,-0.0,0.0
11:08:53,5906,1,bajada,-1.726133,-1.724873,10.710962,0.0,-0.0,0.0
11:08:54,5907,1,bajada,-1.726127,-1.724878,10.710962,0.0,0.0,0.0
11:08:54,5908,1,bajada,-1.726126,-1.724877,10.711603,0.0,0.0,0.0
11:08:54,5909,1,bajada,-1.726127,-1.724870,10.711603,0.0,0.0,0.0
11:08:54,5910,1,bajada,-1.726126,-1.724876,10.710627,0.0,0.0,0.0
11:08:54,5911,1,bajada,-1.726127,-1.724862,10.710627,0.0,-0.0,0.0
11:08:54,5912,1,bajada,-1.726126,-1.724886,10.709772,0.0,0.0,0.0
11:08:54,5913,1,bajada,-1.726126,-1.724870,10.709772,0.0,-0.0,0.0
11:08:54,5914,1,bajada,-1.726125,-1.724853,10.710840,0.0,0.0,0.0
11:08:54,5915,1,bajada,-1.726124,-1.724881,10.710840,0.0,0.0,0.0
11:08:54,5916,1,bajada,-1.726127,-1.724883,10.710657,0.0,0.0,0.0
11:08:54,5917,1,bajada,-1.726124,-1.724860,10.710657,0.0,-0.0,0.0
11:08:54,5918,1,bajada,-1.726124,-1.724873,10.711695,0.0,-0.0,0.0
11:08:54,5919,1,bajada,-1.726132,-1.724871,10.711695,0.0,0.0,0.0
11:08:54,5920,1,bajada,-1.726135,-1.724880,10.711054,0.0,-0.0,0.0
11:08:54,5921,1,bajada,-1.726133,-1.724887,10.711054,0.0,-0.0,0.0
11:08:54,5922,1,bajada,-1.726133,-1.724871,10.709497,0.0,0.0,0.0
11:08:54,5923,1,bajada,-1.726137,-1.724875,10.708948,0.0,-0.0,0.0
11:08:55,5924,1,bajada,-1.726140,-1.724878,10.708948,0.0,0.0,0.0
11:08:55,5925,1,bajada,-1.726140,-1.724883,10.711756,0.0,0.0,0.0
11:08:55,5926,1,bajada,-1.726139,-1.724868,10.711756,0.0,0.0,0.0
11:08:55,5927,1,bajada,-1.726140,-1.724873,10.710596,0.0,-0.0,0.0
11:08:55,5928,1,bajada,-1.726140,-1.724884,10.710596,0.0,0.0,0.0
11:08:55,5929,1,bajada,-1.726140,-1.724884,10.710901,0.0,-0.0,0.0
11:08:55,5930,1,bajada,-1.726141,-1.724873,10.710901,0.0,0.0,0.0
11:08:55,5931,1,bajada,-1.726139,-1.724870,10.710932,0.0,-0.001,0.0
11:08:55,5932,1,bajada,-1.726136,-1.724870,10.710932,0.0,0.0,0.0
11:08:55,5933,1,bajada,-1.726137,-1.724878,10.710962,0.0,-0.001,0.0
11:08:55,5934,1,bajada,-1.726135,-1.724881,10.710962,0.0,0.0,0.0
11:08:55,5935,1,bajada,-1.726135,-1.724883,10.709528,0.0,-0.0,0.0
11:08:55,5936,1,bajada,-1.726132,-1.724873,10.709528,0.0,0.0,0.0
