Timestamp,Sample,Ciclo,Fase,TIVA Voltage (V),KEITHLEY Voltage (V),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
09:50:48,1,1,subida,-1.713416,-1.712174,5.728052,0.0,0.001,0.0
09:50:48,2,1,subida,-1.713416,-1.712165,5.728693,0.0,0.001,0.0
09:50:48,3,1,subida,-1.713415,-1.712174,5.728693,0.0,0.001,0.0
09:50:48,4,1,subida,-1.713415,-1.712168,5.727228,0.0,0.001,0.0
09:50:48,5,1,subida,-1.713414,-1.712177,5.727228,0.0,0.001,0.0
09:50:48,6,1,subida,-1.713418,-1.712155,5.726709,0.0,0.001,0.0
09:50:48,7,1,subida,-1.713419,-1.712170,5.726709,0.0,0.001,0.0
09:50:48,8,1,subida,-1.713415,-1.712180,5.727869,0.0,0.001,0.0
09:50:48,9,1,subida,-1.713414,-1.712153,5.727869,0.0,0.001,0.0
09:50:48,10,1,subida,-1.713417,-1.712200,5.726678,0.0,0.001,0.0
09:50:48,11,1,subida,-1.713417,-1.712176,5.726678,0.0,0.001,0.0
09:50:48,12,1,subida,-1.713419,-1.712176,5.729242,0.0,0.001,0.0
09:50:48,13,1,subida,-1.713422,-1.712152,5.727930,0.001,0.0,0.0
09:50:48,14,1,subida,-1.713420,-1.712174,5.727930,0.0,0.001,0.0
09:50:48,15,1,subida,-1.713419,-1.712164,5.727472,0.001,0.0,0.0
09:50:48,16,1,subida,-1.713420,-1.712157,5.727472,0.0,0.001,0.0
09:50:48,17,1,subida,-1.713420,-1.712160,5.728754,0.001,0.0,0.0
09:50:48,18,1,subida,-1.713419,-1.712175,5.728754,0.0,0.001,0.0
09:50:49,19,1,subida,-1.713417,-1.712160,5.729181,0.0,0.001,0.0
09:50:49,20,1,subida,-1.713419,-1.712178,5.729181,0.001,0.0,0.0
09:50:49,23,1,subida,-1.713423,-1.712180,5.729486,0.0,0.001,0.0
09:50:49,24,1,subida,-1.713424,-1.712187,5.726617,0.0,0.001,0.0
09:50:49,25,1,subida,-1.713420,-1.712200,5.726617,0.0,0.001,0.0
09:50:49,26,1,subida,-1.713424,-1.712187,5.727411,0.0,0.001,0.0
09:50:49,27,1,subida,-1.713426,-1.712184,5.727411,0.0,0.001,0.0
09:50:49,28,1,subida,-1.713422,-1.712184,5.729181,0.0,0.001,0.0
09:50:49,29,1,subida,-1.713423,-1.712216,5.729181,0.0,0.001,0.0
09:50:49,30,1,subida,-1.713421,-1.712197,5.727075,0.0,0.001,0.0
09:50:49,31,1,subida,-1.713418,-1.712191,5.727075,0.0,0.001,0.0
09:50:49,32,1,subida,-1.713418,-1.712193,5.727472,0.0,0.001,0.0
09:50:50,33,1,subida,-1.713420,-1.712208,5.727472,0.0,0.001,0.0
09:50:50,34,1,subida,-1.713420,-1.712193,5.728326,0.0,0.001,0.0
09:50:50,35,1,subida,-1.713417,-1.712200,5.728326,0.0,0.001,0.0
09:50:50,36,1,subida,-1.713418,-1.712216,5.727045,0.0,0.001,0.0
09:50:50,37,1,subida,-1.713419,-1.712218,5.727350,0.0,0.001,0.0
09:50:50,38,1,subida,-1.713420,-1.712220,5.727350,0.0,0.001,0.0
09:50:50,39,1,subida,-1.713423,-1.712193,5.727106,0.0,0.001,0.0
09:50:50,40,1,subida,-1.713420,-1.712222,5.727106,0.0,0.001,0.0
09:50:50,41,1,subida,-1.713420,-1.712199,5.730707,0.0,0.001,0.0
09:50:50,42,1,subida,-1.713424,-1.712207,5.730707,0.0,0.001,0.0
09:50:50,43,1,subida,-1.713427,-1.712217,5.729608,0.0,0.001,0.0
09:50:50,44,1,subida,-1.713429,-1.712237,5.729608,0.0,0.001,0.0
09:50:50,45,1,subida,-1.713429,-1.712231,5.727960,0.0,0.001,0.0
09:50:50,46,1,subida,-1.713433,-1.712215,5.727960,0.0,0.001,0.0
09:50:50,47,1,subida,-1.713434,-1.712222,5.728723,0.0,0.001,0.0
09:50:51,48,1,subida,-1.713434,-1.712216,5.728723,0.0,0.001,0.0
09:50:51,49,1,subida,-1.713440,-1.712221,5.726678,0.0,0.001,0.0
09:50:51,50,1,subida,-1.713443,-1.712202,5.726678,0.0,0.001,0.0
09:50:51,51,1,subida,-1.713444,-1.712212,5.727441,0.0,0.001,0.0
09:50:51,52,1,subida,-1.713446,-1.712215,5.727441,0.0,0.001,0.0
09:50:51,53,1,subida,-1.713448,-1.712214,5.728326,0.0,0.001,0.0
09:50:51,54,1,subida,-1.713455,-1.712215,5.728326,0.0,0.001,0.0
09:50:51,55,1,subida,-1.713458,-1.712214,5.728174,0.0,0.001,0.0
09:50:51,56,1,subida,-1.713457,-1.712214,5.728174,0.0,0.001,0.0
09:50:51,57,1,subida,-1.713456,-1.712216,5.727930,0.0,0.001,0.0
09:50:51,58,1,subida,-1.713456,-1.712208,5.727930,0.0,0.001,0.0
09:50:51,59,1,subida,-1.713456,-1.712225,5.727624,0.0,0.001,0.0
09:50:51,60,1,subida,-1.713455,-1.712214,5.726800,0.0,0.001,0.0
09:50:51,61,1,subida,-1.713458,-1.712219,5.726800,0.0,0.001,0.0
