Muestra,Tiempo (s),Voltaje (V),Temperatura (°C)
410,19.917534,-114205360.000000,1045172.000
411,19.970024,-118217672.000000,1044244.000
412,20.021850,-121902528.000000,1044244.000
413,20.074800,-125104224.000000,1043268.000
414,20.126118,-127783832.000000,1043268.000
415,20.178246,-130114832.000000,1043956.000
416,20.230371,-131784928.000000,1043956.000
417,20.282569,-132633784.000000,1044175.000
418,20.335217,-133271912.000000,1044175.000
419,20.386820,-133584096.000000,1045232.000
420,20.439135,-134274208.000000,1045232.000
421,20.491388,-135622672.000000,1044741.000
422,20.543224,-136676720.000000,1044741.000
423,20.595437,-137285568.000000,1044465.000
424,20.647387,-137674096.000000,1044465.000
425,20.699762,-138096080.000000,1043740.000
426,20.751606,-138377232.000000,1043740.000
427,20.804199,-138526384.000000,1045068.000
428,20.856150,-138723248.000000,1045068.000
429,20.908264,-138901504.000000,1045827.000
430,20.960550,-139013584.000000,1045169.000
431,21.012769,-139120000.000000,1045169.000
432,21.064809,-139184080.000000,1044869.000
433,21.116828,-139185472.000000,1044869.000
434,21.168868,-139193040.000000,1045760.000
435,21.220988,-139207600.000000,1045760.000
436,21.273216,-139161232.000000,1045047.000
437,21.325213,-139072784.000000,1045047.000
438,21.377516,-139029952.000000,1045469.000
439,21.429414,-137768800.000000,1045469.000
440,21.481803,-134834992.000000,1045147.000
441,21.533988,-130526128.000000,1045147.000
442,21.585824,-125510504.000000,1045672.000
443,21.638084,-121355048.000000,1045672.000
444,21.690318,-118116464.000000,1046608.000
445,21.742426,-114881480.000000,1046608.000
446,21.794325,-111414872.000000,1046158.000
447,21.846520,-109564648.000000,1046158.000
448,21.898881,-111256616.000000,1045862.000
449,21.950771,-115141520.000000,1045862.000
450,22.003112,-119067584.000000,1045437.000
451,22.055153,-122616344.000000,1045437.000
452,22.107330,-125613800.000000,1044159.000
453,22.159504,-128127968.000000,1042896.000
454,22.211673,-130343808.000000,1042896.000
455,22.263559,-132039440.000000,1028874.000
456,22.315714,-133089456.000000,1028874.000
457,22.368079,-133839616.000000,1011739.000
458,22.420030,-134503040.000000,1011739.000
459,22.472126,-135488656.000000,1010530.000
460,22.524256,-136768528.000000,1010530.000
461,22.576449,-137589632.000000,1011078.000
462,22.628445,-138048464.000000,1011078.000
463,22.680738,-138425360.000000,1010549.000
464,22.732753,-138679328.000000,1010549.000
465,22.784901,-138904208.000000,1010907.000
466,22.837671,-139112048.000000,1010907.000
467,22.889254,-139260032.000000,1010844.000
468,22.941396,-139384832.000000,1010844.000
469,22.993661,-139496848.000000,1010259.000
470,23.045499,-139582848.000000,1010259.000
471,23.097968,-139606272.000000,1008544.000
472,23.150150,-139580976.000000,1008544.000
473,23.202107,-139597488.000000,1009915.000
474,23.254458,-139601664.000000,1009915.000
475,23.306376,-139552688.000000,1010221.000
476,23.358651,-139362016.000000,1009274.000
477,23.410518,-139042224.000000,1009274.000
478,23.462784,-137550256.000000,1009795.000
479,23.514849,-134103224.000000,1009795.000
480,23.566936,-129435560.000000,1009317.000
481,23.619382,-124667080.000000,1009317.000
482,23.671467,-120731840.000000,1009476.000
483,23.723319,-117551448.000000,1009476.000
484,23.775483,-114320224.000000,1010789.000
485,23.827720,-110989360.000000,1010789.000
486,23.879745,-110025408.000000,1010771.000
487,23.932167,-112511624.000000,1010771.000
488,23.984180,-116485232.000000,1011102.000
489,24.036271,-120367960.000000,1011102.000
490,24.088519,-123776360.000000,1010684.000
491,24.140938,-126686000.000000,1010684.000
492,24.192873,-129175432.000000,1009594.000
493,24.245152,-131200712.000000,1009594.000
494,24.297021,-132538744.000000,1009411.000
495,24.349156,-133332192.000000,1009411.000
496,24.401286,-133838720.000000,1009871.000
497,24.453344,-134511152.000000,1009871.000
498,24.505424,-135594720.000000,1010248.000
499,24.557572,-136787328.000000,1010657.000
500,24.609706,-137577744.000000,1010657.000
501,24.662252,-138050768.000000,1010813.000
502,24.714068,-138409888.000000,1010813.000
503,24.765949,-138648608.000000,1011455.000
504,24.818187,-138898624.000000,1011455.000
505,24.870286,-139048720.000000,1013989.000
506,24.922589,-139140896.000000,1013989.000
507,24.974527,-139249824.000000,1014035.000
508,25.026697,-139318320.000000,1014035.000
509,25.078945,-139384656.000000,1013518.000
510,25.131218,-139459200.000000,1013518.000
511,25.183236,-139494832.000000,1013823.000
512,25.235371,-139491984.000000,1013823.000
513,25.287295,-139482560.000000,1014020.000
514,25.339768,-139541200.000000,1014020.000
515,25.391902,-139500864.000000,1012928.000
516,25.443980,-138875024.000000,1012928.000
517,25.495973,-136982720.000000,1010481.000
518,25.548220,-133079248.000000,1010481.000
519,25.600524,-127963664.000000,1011299.000
520,25.652464,-123416056.000000,1013625.000
521,25.704954,-119839992.000000,1013625.000
522,25.756635,-116550736.000000,1015437.000
523,25.809090,-113182504.000000,1015437.000
524,25.913077,-110029568.000000,1015402.000
525,25.965433,-113263736.000000,1015456.000
526,26.017311,-117255144.000000,1015456.000
527,26.069715,-121103152.000000,1013882.000
528,26.122149,-124426600.000000,1013882.000
529,26.173789,-127227696.000000,1013776.000
530,26.225815,-129637968.000000,1013776.000
531,26.278186,-131472216.000000,1013600.000
532,26.330223,-132689104.000000,1013600.000
533,26.382477,-133397800.000000,1014750.000
534,26.434687,-133832160.000000,1014750.000
535,26.486490,-134660864.000000,1015626.000
536,26.538785,-135868144.000000,1015626.000
537,26.590923,-136965872.000000,1014808.000
538,26.643224,-137641440.000000,1014808.000
539,26.695430,-137992816.000000,1014047.000
540,26.747391,-138111952.000000,1014047.000
541,26.799335,-138090816.000000,1053108.000
542,26.851784,-138198864.000000,1066837.000
543,26.903755,-138316080.000000,1066837.000
544,26.955811,-138412656.000000,1065657.000
545,27.007784,-138519040.000000,1065657.000
546,27.060062,-138568496.000000,1068887.000
547,27.112168,-138629344.000000,1068887.000
548,27.164364,-138665248.000000,1069490.000
549,27.216361,-138650064.000000,1069490.000
550,27.268767,-138649296.000000,1069122.000
551,27.320908,-138645584.000000,1069122.000
552,27.373102,-138602272.000000,1069705.000
553,27.424944,-138575568.000000,1069705.000
554,27.477165,-137662912.000000,1068233.000
555,27.529430,-135320400.000000,1068233.000
556,27.581422,-131267784.000000,1064471.000
557,27.633446,-126214752.000000,1064471.000
558,27.685557,-121930664.000000,1066986.000
559,27.738052,-118568232.000000,1066986.000
560,27.790138,-115387048.000000,1064929.000
561,27.842237,-112018320.000000,1064929.000
562,27.894099,-109543648.000000,1064943.000
563,27.946187,-110390344.000000,1064943.000
564,27.998565,-114047528.000000,1065707.000
565,28.050671,-118151408.000000,1068066.000
566,28.102604,-121688832.000000,1068066.000
567,28.207103,-127047616.000000,1071007.000
568,28.258972,-129354440.000000,1069172.000
569,28.311232,-131106992.000000,1069172.000
570,28.363399,-132110072.000000,1073591.000
571,28.415837,-132707616.000000,1073591.000
572,28.467836,-133164696.000000,1073265.000
573,28.520048,-134078256.000000,1073265.000
574,28.572248,-135347104.000000,1073177.000
575,28.624501,-136249440.000000,1073177.000
576,28.676333,-136775152.000000,1077942.000
577,28.728217,-137109920.000000,1077942.000
578,28.780572,-137085168.000000,1098127.000
579,28.832889,-136900016.000000,1098127.000
580,28.885053,-136878192.000000,1166546.000
581,28.937125,-136910224.000000,1166546.000
582,28.989016,-136985328.000000,1166088.000
583,29.041376,-137225840.000000,1166088.000
584,29.093254,-137208256.000000,1165843.000
585,29.145653,-137158128.000000,1165843.000
586,29.197741,-137446560.000000,1143372.000
587,29.302012,-137725904.000000,1105201.000
588,29.354246,-137763216.000000,1107908.000
589,29.406256,-137738144.000000,1107908.000
590,29.458320,-137684640.000000,1107110.000
591,29.510815,-136431984.000000,1107110.000
592,29.562652,-133643552.000000,1107803.000
593,29.614983,-129171712.000000,1107803.000
594,29.666907,-123913904.000000,1108528.000
595,29.719082,-119923184.000000,1108528.000
596,29.770950,-116724312.000000,1107930.000
597,29.823001,-113511848.000000,1107930.000
598,29.875339,-110211672.000000,1108047.000
599,29.979462,-110375952.000000,1105259.000
600,30.031997,-114363600.000000,1105259.000
601,30.083807,-118324216.000000,1104659.000
602,30.136010,-121649264.000000,1104659.000
603,30.188017,-124468448.000000,1105189.000
604,30.240126,-126941776.000000,1105189.000
605,30.292399,-129142904.000000,1105467.000
606,30.344392,-130709848.000000,1102793.000
607,30.396795,-131642776.000000,1102793.000
608,30.448889,-132310560.000000,1105704.000
609,30.501199,-132895280.000000,1105704.000
610,30.553191,-134338480.000000,1105527.000
611,30.605704,-135514176.000000,1105527.000
612,30.657340,-135843392.000000,1105636.000
613,30.709420,-136397888.000000,1105636.000
614,30.761549,-136820704.000000,1104261.000
615,30.813969,-137090720.000000,1104261.000
616,30.865916,-137335696.000000,1105143.000
617,30.918248,-137512480.000000,1105143.000
618,30.970450,-137682128.000000,1105103.000
619,31.022229,-137858560.000000,1105103.000
620,31.074661,-138106944.000000,1106380.000
621,31.126626,-138115840.000000,1106380.000
622,31.178645,-137974048.000000,1105114.000
623,31.230832,-138008512.000000,1105114.000
624,31.282886,-138041424.000000,1105608.000
625,31.335046,-138071024.000000,1105608.000
626,31.387300,-138062800.000000,1105178.000
627,31.439626,-138030880.000000,1105178.000
628,31.491629,-137843888.000000,1105355.000
629,31.544016,-136490928.000000,1105716.000
630,31.595775,-132966520.000000,1105716.000
631,31.647877,-128012840.000000,1103778.000
632,31.700311,-123246544.000000,1103778.000
633,31.752289,-119412376.000000,1103812.000
634,31.804584,-116283776.000000,1103812.000
635,31.856449,-113103424.000000,1104487.000
636,31.908835,-109741616.000000,1104487.000
637,31.960555,-108857480.000000,1105467.000
638,32.013022,-111492992.000000,1105467.000
639,32.064989,-115476176.000000,1105099.000
640,32.117298,-119268696.000000,1105099.000
641,32.169466,-122487824.000000,1105182.000
642,32.221578,-125289392.000000,1105182.000
643,32.273770,-127718760.000000,1104277.000
644,32.325590,-129773504.000000,1104277.000
645,32.377808,-131153584.000000,1103788.000
646,32.430122,-131915112.000000,1103788.000
647,32.482298,-132465096.000000,1103830.000
648,32.534416,-133156632.000000,1103830.000
649,32.586158,-134192912.000000,1104643.000
650,32.638376,-135365440.000000,1104643.000
651,32.690750,-136113584.000000,1104792.000
652,32.743128,-136560064.000000,1105302.000
653,32.846963,-137165680.000000,1105964.000
654,32.899338,-137339488.000000,1105964.000
655,32.951465,-137479872.000000,1105107.000
656,33.003316,-137667744.000000,1105107.000
657,33.055574,-137813296.000000,1103230.000
658,33.107805,-137721520.000000,1103230.000
659,33.160202,-137640560.000000,1103382.000
660,33.212049,-137769344.000000,1103382.000
661,33.264509,-137889952.000000,1103122.000
662,33.316427,-137957616.000000,1103122.000
663,33.368590,-137994096.000000,1102355.000
664,33.420490,-137978896.000000,1102355.000
665,33.472819,-137957728.000000,1103678.000
666,33.524762,-137390400.000000,1103678.000
667,33.576982,-135515280.000000,1105971.000
668,33.629069,-131624976.000000,1105971.000
669,33.681110,-126517856.000000,1106911.000
670,33.733397,-122036080.000000,1106911.000
671,33.785653,-118474648.000000,1107627.000
672,33.837905,-115302896.000000,1107627.000
673,33.889656,-112009216.000000,1108175.000
674,33.942007,-109044056.000000,1104857.000
675,33.993873,-109100912.000000,1104857.000
