Muestra,Tiempo (s),Voltaje (V),Temperatura (°C)
404,19.662189,-136035952.000000,872841.000
405,19.714440,-136034096.000000,872841.000
406,19.766425,-136014400.000000,874809.000
407,19.819030,-135979184.000000,874809.000
408,19.870729,-135872448.000000,886273.000
409,19.974899,-134740448.000000,892989.000
410,20.027228,-132175280.000000,892989.000
411,20.079590,-127904792.000000,891737.000
412,20.131632,-122652472.000000,891737.000
413,20.183635,-118327184.000000,891859.000
414,20.235608,-114941456.000000,891859.000
415,20.287978,-111676312.000000,882504.000
416,20.339676,-108297360.000000,882504.000
417,20.391872,-105914720.000000,880754.000
418,20.444384,-107010552.000000,880754.000
419,20.496170,-110845264.000000,880204.000
420,20.548690,-114854632.000000,880204.000
421,20.600756,-118631696.000000,880707.000
422,20.652780,-122003528.000000,880707.000
423,20.704990,-124836240.000000,880375.000
424,20.756824,-127228288.000000,891013.000
425,20.809251,-128960056.000000,891013.000
426,20.861679,-129902816.000000,892358.000
427,20.913592,-130340216.000000,892358.000
428,20.965645,-130319704.000000,956207.000
429,21.017900,-130715952.000000,956207.000
430,21.069736,-131787072.000000,1003237.000
431,21.121891,-132739416.000000,1003237.000
432,21.173932,-133471760.000000,999361.000
433,21.226151,-133883792.000000,999361.000
434,21.278172,-134137888.000000,996623.000
435,21.330547,-134389040.000000,996623.000
436,21.382733,-134541680.000000,995939.000
437,21.434693,-134684352.000000,995939.000
438,21.486836,-134794400.000000,996551.000
439,21.539022,-134908240.000000,996551.000
440,21.591099,-134970064.000000,996801.000
441,21.643485,-134956848.000000,996801.000
442,21.695401,-134972288.000000,996466.000
443,21.747792,-134993408.000000,996466.000
444,21.799622,-135007792.000000,994390.000
445,21.852006,-135008272.000000,994390.000
446,21.904149,-134996848.000000,992600.000
447,21.956272,-134997568.000000,987432.000
448,22.008398,-134980736.000000,987432.000
449,22.060272,-134924032.000000,988249.000
450,22.112459,-134867264.000000,988249.000
451,22.164502,-134819280.000000,989676.000
452,22.216674,-134785824.000000,989676.000
453,22.269169,-134739936.000000,989758.000
454,22.320976,-134709696.000000,989758.000
455,22.373102,-134655216.000000,990179.000
456,22.425137,-134610384.000000,990179.000
457,22.477272,-134580144.000000,991357.000
458,22.529561,-134555280.000000,991357.000
459,22.581643,-134569584.000000,992847.000
460,22.633844,-134573904.000000,992847.000
461,22.686102,-134565712.000000,996585.000
462,22.738352,-134493888.000000,996585.000
463,22.790163,-134418800.000000,1001811.000
464,22.842481,-134418752.000000,1001811.000
465,22.894421,-134385968.000000,990656.000
466,22.946787,-134356608.000000,990656.000
467,22.998734,-134584944.000000,987451.000
468,23.050827,-134524896.000000,987451.000
469,23.155156,-134271680.000000,987453.000
470,23.207217,-134271344.000000,987453.000
471,23.259452,-134282592.000000,986389.000
472,23.311634,-134310224.000000,986389.000
473,23.363860,-134344544.000000,987215.000
474,23.415866,-134383376.000000,987215.000
475,23.468301,-134406192.000000,984746.000
476,23.520034,-134703072.000000,984746.000
477,23.572319,-134640608.000000,983937.000
478,23.624481,-134308448.000000,983937.000
479,23.676733,-134365904.000000,984118.000
480,23.728878,-134417680.000000,984118.000
481,23.780890,-134468864.000000,981489.000
482,23.832768,-134520400.000000,981489.000
483,23.885208,-134526112.000000,981667.000
484,23.937417,-134532192.000000,981667.000
485,23.989399,-134690560.000000,981749.000
486,24.093639,-134530240.000000,981771.000
487,24.145975,-134350208.000000,981771.000
488,24.197921,-134396352.000000,982365.000
489,24.249818,-134427312.000000,982365.000
490,24.302165,-134459936.000000,982328.000
491,24.354535,-134476064.000000,982319.000
492,24.406329,-134453488.000000,982319.000
493,24.458731,-134467056.000000,982447.000
494,24.510614,-134977712.000000,982447.000
495,24.562965,-134870880.000000,984450.000
496,24.614843,-134198784.000000,984450.000
497,24.667231,-134127584.000000,997339.000
498,24.719110,-134123168.000000,997339.000
499,24.771473,-134125152.000000,998431.000
500,24.823316,-134148456.000000,998431.000
501,24.875637,-134181144.000000,999167.000
502,24.927738,-134181264.000000,999167.000
503,24.979842,-134192088.000000,1001907.000
504,25.031997,-134389104.000000,1001907.000
505,25.084344,-134287792.000000,1003788.000
506,25.136523,-134034816.000000,1003788.000
507,25.189276,-134079112.000000,1004845.000
508,25.240694,-134035736.000000,1004845.000
509,25.292909,-133958096.000000,1017287.000
510,25.344655,-133975512.000000,1017287.000
511,25.396959,-134052544.000000,1018365.000
512,25.449089,-134038160.000000,1015883.000
513,25.501392,-134340224.000000,1015883.000
514,25.553479,-134438544.000000,1002269.000
515,25.605434,-134101712.000000,1002269.000
516,25.658106,-134056544.000000,1003001.000
517,25.709762,-134088776.000000,1003001.000
518,25.762048,-134005576.000000,1011668.000
519,25.814202,-133898032.000000,1011668.000
520,25.866358,-133878832.000000,1022935.000
521,25.918630,-133949136.000000,1022935.000
522,25.970553,-133831624.000000,1000966.000
523,26.022604,-132518080.000000,1000966.000
524,26.074554,-128789984.000000,998364.000
525,26.127019,-123542352.000000,998364.000
526,26.179079,-118847136.000000,991725.000
527,26.230910,-115194568.000000,991725.000
528,26.283127,-112006336.000000,984763.000
529,26.335200,-108740936.000000,984763.000
530,26.387430,-105456480.000000,985020.000
531,26.439546,-104766432.000000,985020.000
532,26.491926,-107760048.000000,986517.000
533,26.543977,-111866184.000000,986517.000
534,26.596224,-115538520.000000,986510.000
535,26.648488,-118879936.000000,987212.000
536,26.700376,-121934512.000000,987212.000
537,26.804505,-126632160.000000,985457.000
538,26.856751,-128021696.000000,986364.000
539,26.908825,-128717280.000000,986364.000
540,26.960995,-129171616.000000,985814.000
541,27.012985,-130192112.000000,985814.000
542,27.065153,-131340248.000000,985542.000
543,27.117555,-132245344.000000,985542.000
544,27.169478,-133073968.000000,985876.000
545,27.221502,-133639840.000000,985876.000
546,27.273822,-133992208.000000,988529.000
547,27.326125,-134212144.000000,988529.000
548,27.378820,-134455216.000000,990664.000
549,27.430025,-134583856.000000,990664.000
550,27.482535,-134688688.000000,990601.000
551,27.534397,-134823984.000000,990601.000
552,27.586675,-134850544.000000,989826.000
553,27.638572,-134812784.000000,989826.000
554,27.690698,-134849296.000000,989454.000
555,27.742838,-134865632.000000,989454.000
556,27.795090,-134861056.000000,989342.000
557,27.847140,-134838608.000000,989662.000
558,27.899289,-134820496.000000,989662.000
559,27.951702,-134803440.000000,989031.000
560,28.003801,-134766304.000000,989031.000
561,28.055724,-134584464.000000,988085.000
562,28.108028,-134376800.000000,988085.000
563,28.160131,-134382352.000000,987418.000
564,28.212281,-134450320.000000,987418.000
565,28.368539,-134454816.000000,987349.000
566,28.421013,-134421296.000000,987349.000
567,28.472740,-134371968.000000,988095.000
568,28.525077,-134352400.000000,988095.000
569,28.577001,-134310576.000000,989826.000
570,28.629149,-134248320.000000,989826.000
571,28.681600,-134270608.000000,992011.000
572,28.733615,-134306080.000000,992011.000
573,28.785766,-134330352.000000,986351.000
574,28.837903,-134280592.000000,986351.000
575,28.889854,-134183680.000000,992481.000
576,28.942112,-134077944.000000,992481.000
577,28.994087,-134035544.000000,1007470.000
578,29.046232,-134107856.000000,1007117.000
579,29.098847,-134097520.000000,1007117.000
580,29.150544,-134035160.000000,1005128.000
581,29.202887,-134060912.000000,1005128.000
582,29.254697,-134099120.000000,1004463.000
583,29.307119,-134106376.000000,1004463.000
584,29.411436,-134445920.000000,990305.000
585,29.463511,-134493840.000000,971431.000
586,29.515996,-134524800.000000,971431.000
587,29.567858,-134545376.000000,973387.000
588,29.619734,-134511632.000000,973387.000
589,29.671817,-134479296.000000,973708.000
590,29.724161,-134499568.000000,973708.000
591,29.776410,-134500160.000000,974076.000
592,29.828742,-134479168.000000,974076.000
593,29.880435,-134475504.000000,974757.000
594,29.932778,-134433936.000000,974757.000
595,29.984819,-134390464.000000,977461.000
596,30.037004,-134407600.000000,977461.000
597,30.089275,-134382016.000000,979349.000
598,30.141052,-134352384.000000,979349.000
599,30.193220,-134373712.000000,982224.000
600,30.245767,-134398208.000000,982927.000
601,30.297646,-134390048.000000,982927.000
602,30.349685,-134406256.000000,982043.000
603,30.401803,-134417744.000000,982043.000
604,30.453779,-134390624.000000,983808.000
605,30.506048,-134405904.000000,983808.000
606,30.558092,-134472576.000000,981682.000
607,30.610253,-134461664.000000,981682.000
608,30.662675,-134389584.000000,979827.000
609,30.714827,-134400224.000000,979827.000
610,30.766865,-134398496.000000,980941.000
611,30.819233,-134363360.000000,980941.000
612,30.871056,-134374816.000000,982927.000
613,30.923232,-134382160.000000,982927.000
614,30.975382,-134350208.000000,982230.000
615,31.027589,-134345520.000000,982230.000
616,31.079571,-134343856.000000,982951.000
617,31.132222,-134286864.000000,982951.000
618,31.183741,-134237600.000000,982819.000
619,31.235987,-134240288.000000,982819.000
620,31.340168,-134316064.000000,983862.000
621,31.392603,-134355568.000000,983862.000
622,31.444346,-134340128.000000,985349.000
623,31.496821,-134309904.000000,985349.000
624,31.548927,-134347536.000000,986148.000
625,31.600805,-134348464.000000,986148.000
626,31.652893,-134295264.000000,985172.000
627,31.704965,-134312592.000000,985172.000
628,31.757400,-134330592.000000,984669.000
629,31.809429,-134339328.000000,984669.000
630,31.861791,-134351744.000000,984287.000
631,31.913893,-134362272.000000,984287.000
632,31.965860,-134338688.000000,984309.000
633,32.018349,-133216304.000000,984309.000
634,32.070040,-130571936.000000,985971.000
635,32.122466,-126227392.000000,985971.000
636,32.174438,-120970504.000000,989561.000
637,32.226413,-116741424.000000,989561.000
638,32.278567,-113455840.000000,993037.000
639,32.330689,-110270168.000000,993037.000
640,32.383099,-106919176.000000,992613.000
641,32.435139,-104755168.000000,992613.000
642,32.487371,-106046128.000000,992872.000
643,32.539255,-109847488.000000,992259.000
644,32.591504,-113752512.000000,992259.000
645,32.643659,-117409440.000000,994347.000
646,32.695764,-120719816.000000,994347.000
647,32.747808,-123508880.000000,992086.000
648,32.800306,-125793664.000000,992086.000
649,32.852261,-127406552.000000,998643.000
650,32.904227,-128260832.000000,998643.000
651,32.956199,-128823752.000000,1003344.000
652,33.008524,-129368808.000000,1003344.000
653,33.060523,-130343104.000000,1000529.000
654,33.112609,-131626232.000000,1000529.000
655,33.164900,-132636880.000000,999985.000
656,33.216937,-133267648.000000,999985.000
657,33.269164,-133600000.000000,1002004.000
658,33.321241,-133785328.000000,1002004.000
659,33.373481,-133919976.000000,1003026.000
660,33.425605,-134072184.000000,1003026.000
661,33.477925,-134168912.000000,1004311.000
662,33.529806,-134282848.000000,1004311.000
663,33.582004,-134369776.000000,1006404.000
664,33.634258,-134388320.000000,1006404.000
665,33.686253,-134371808.000000,1006995.000
666,33.738277,-134387456.000000,1007063.000
667,33.790457,-134401104.000000,1007063.000
668,33.842613,-134392768.000000,1006529.000
669,33.894708,-134391424.000000,1006529.000
670,33.947093,-134441184.000000,1000824.000
671,33.998956,-134514848.000000,1000824.000
672,34.051262,-134600160.000000,986338.000
673,34.103600,-134567264.000000,986338.000
674,34.155488,-134435936.000000,989291.000
675,34.207498,-134305584.000000,989291.000
676,34.259891,-134165616.000000,1009199.000
677,34.311854,-134096824.000000,1009199.000
678,34.363920,-134095392.000000,1006560.000
679,34.416093,-134130456.000000,1006560.000
680,34.468331,-134133712.000000,998724.000
681,34.520271,-134072064.000000,998724.000
682,34.572685,-134009952.000000,1001613.000
683,34.624468,-133953504.000000,1001613.000
684,34.676590,-133905264.000000,1006633.000
685,34.728759,-133922576.000000,1006633.000
686,34.781031,-133926424.000000,1000360.000
