Muestra,Tiempo (s),Voltaje (V),Temperatura (°C)
88,2.768862,-112118672.000000,796142.000
89,2.820262,-108567048.000000,796142.000
90,2.872243,-105040704.000000,798355.000
91,2.924495,-102547752.000000,798355.000
92,2.976754,-104181248.000000,798239.000
93,3.028585,-109512400.000000,798239.000
94,3.081036,-115532848.000000,797169.000
95,3.133187,-121160832.000000,797169.000
96,3.185013,-126106600.000000,793208.000
97,3.237319,-130221648.000000,793208.000
98,3.289285,-133473296.000000,792343.000
99,3.341722,-135875728.000000,792247.000
100,3.393555,-137482272.000000,792247.000
101,3.445946,-138479024.000000,791724.000
102,3.497975,-138938304.000000,791724.000
103,3.550351,-134987968.000000,791755.000
104,3.654367,-121879112.000000,792085.000
105,3.706653,-117928936.000000,792085.000
106,3.758573,-114236272.000000,793874.000
107,3.810922,-110552608.000000,793874.000
108,3.862964,-106902056.000000,794485.000
109,3.914999,-103378136.000000,794485.000
110,3.967246,-102640200.000000,795150.000
111,4.019129,-106412176.000000,795150.000
112,4.071374,-112311288.000000,794476.000
113,4.123721,-118263088.000000,794476.000
114,4.175864,-123538440.000000,792972.000
115,4.227783,-128036912.000000,792972.000
116,4.280169,-131687784.000000,792041.000
117,4.331934,-134548208.000000,792041.000
118,4.384103,-136476672.000000,792555.000
119,4.436220,-137700016.000000,792217.000
120,4.488429,-138538160.000000,792217.000
121,4.540610,-137300960.000000,792261.000
122,4.592711,-131621920.000000,792261.000
123,4.644823,-124611704.000000,793330.000
124,4.696977,-119842432.000000,793330.000
125,4.749268,-116096344.000000,793474.000
126,4.801440,-112380000.000000,793474.000
127,4.853480,-108734792.000000,792794.000
128,4.905751,-105057248.000000,792794.000
129,4.957526,-102227392.000000,794504.000
130,5.009777,-103563280.000000,794504.000
131,5.061856,-108790848.000000,792467.000
132,5.114050,-114818144.000000,792467.000
133,5.166124,-120561120.000000,789419.000
134,5.218344,-125583360.000000,789419.000
135,5.270626,-129708632.000000,792812.000
136,5.322727,-132991880.000000,792812.000
137,5.374922,-135479696.000000,792959.000
138,5.427057,-137120448.000000,792959.000
139,5.479246,-138240464.000000,789618.000
140,5.531334,-138860064.000000,789618.000
141,5.583196,-135485456.000000,780928.000
142,5.635412,-128216152.000000,791387.000
143,5.687658,-122295000.000000,791387.000
144,5.739700,-118195936.000000,798580.000
145,5.791730,-114530848.000000,798580.000
146,5.844178,-110969488.000000,797013.000
147,5.896671,-107407120.000000,797013.000
148,5.948338,-103793592.000000,794866.000
149,6.000351,-102412776.000000,794866.000
150,6.052337,-105567008.000000,791228.000
151,6.104738,-111555496.000000,791228.000
152,6.157014,-117819984.000000,734834.000
153,6.209085,-123413248.000000,734834.000
154,6.261207,-128187752.000000,714932.000
155,6.313066,-132006440.000000,714932.000
156,6.365269,-134924544.000000,714063.000
157,6.417481,-136944384.000000,714063.000
158,6.469662,-138325616.000000,713652.000
159,6.521600,-139246624.000000,713652.000
160,6.573812,-138763808.000000,714087.000
161,6.626106,-133570768.000000,714087.000
162,6.678242,-126073040.000000,713754.000
163,6.730454,-121053240.000000,713754.000
164,6.782723,-117300184.000000,714968.000
165,6.834694,-113649752.000000,715048.000
166,6.886721,-110055864.000000,715048.000
167,6.939020,-106426576.000000,716130.000
168,6.991226,-103201136.000000,716130.000
169,7.043131,-103790080.000000,717135.000
170,7.095249,-108680248.000000,717135.000
171,7.147533,-114668632.000000,718311.000
172,7.199723,-120444472.000000,718311.000
173,7.251551,-125600000.000000,717580.000
174,7.303860,-129978984.000000,717580.000
175,7.356001,-133474128.000000,721276.000
176,7.408146,-136144224.000000,721276.000
177,7.460248,-137843008.000000,723558.000
178,7.512279,-138937840.000000,723558.000
179,7.564303,-139515472.000000,725608.000
180,7.616749,-136677456.000000,725608.000
181,7.668511,-129898072.000000,727977.000
182,7.720756,-123695648.000000,727977.000
183,7.772937,-119418368.000000,728545.000
184,7.825213,-115735864.000000,728545.000
185,7.877391,-112166752.000000,728570.000
186,7.929456,-108534472.000000,728570.000
187,7.981755,-104760784.000000,728406.000
188,8.033576,-102785864.000000,729056.000
189,8.085855,-105441168.000000,729056.000
190,8.138083,-111176552.000000,726933.000
191,8.190124,-117243664.000000,726933.000
192,8.242159,-122768224.000000,725613.000
193,8.294333,-127471248.000000,725613.000
194,8.346560,-131324984.000000,726050.000
195,8.398576,-134489376.000000,726050.000
196,8.451202,-136785760.000000,724445.000
197,8.502881,-138043152.000000,724445.000
198,8.555022,-138862784.000000,725406.000
199,8.607172,-138749712.000000,725406.000
200,8.659340,-133972352.000000,725545.000
201,8.711268,-126414744.000000,725545.000
202,8.763541,-121243072.000000,726371.000
203,8.815673,-117417896.000000,726371.000
204,8.867847,-113657384.000000,726637.000
205,8.919865,-110034112.000000,726637.000
206,8.971985,-106454008.000000,727208.000
207,9.024604,-103046912.000000,727208.000
208,9.076422,-103129808.000000,726999.000
209,9.128599,-107632944.000000,726475.000
210,9.180535,-113546472.000000,726475.000
211,9.232535,-119401912.000000,725184.000
212,9.284677,-124621296.000000,725184.000
213,9.336833,-129071040.000000,724020.000
214,9.389146,-132644504.000000,724020.000
215,9.441364,-135426656.000000,724074.000
216,9.493553,-137373744.000000,724074.000
217,9.545511,-138609872.000000,723327.000
218,9.597581,-139292800.000000,723327.000
219,9.649629,-137117536.000000,724190.000
220,9.701838,-130693016.000000,724190.000
221,9.753911,-124081472.000000,724190.000
222,9.806035,-119509968.000000,724190.000
223,9.858300,-115710280.000000,725107.000
224,9.910453,-112041456.000000,725107.000
225,9.962724,-108359520.000000,725046.000
226,10.014875,-104657336.000000,725046.000
227,10.067204,-102383280.000000,725008.000
228,10.118887,-104501696.000000,725008.000
229,10.171296,-110071296.000000,725547.000
230,10.223219,-116172352.000000,725547.000
231,10.275470,-121881456.000000,724174.000
232,10.327682,-126785184.000000,723547.000
233,10.379860,-130730352.000000,723547.000
234,10.431630,-133989272.000000,723357.000
235,10.483775,-136448000.000000,723357.000
236,10.536596,-137999584.000000,722645.000
237,10.588431,-139082832.000000,722645.000
238,10.640550,-139485808.000000,716774.000
239,10.692612,-135116624.000000,716774.000
240,10.744759,-127359800.000000,723921.000
241,10.796945,-121923064.000000,723921.000
242,10.848947,-117961184.000000,723660.000
243,10.900950,-114171648.000000,723660.000
244,10.953274,-110587920.000000,723244.000
245,11.005389,-107041768.000000,723244.000
246,11.057651,-103627824.000000,723204.000
247,11.109664,-103079408.000000,723204.000
248,11.161604,-106908352.000000,723008.000
249,11.213767,-112799760.000000,723008.000
250,11.266222,-118735224.000000,721227.000
251,11.318027,-124076296.000000,721227.000
252,11.370425,-128637440.000000,722123.000
253,11.422273,-132287616.000000,722123.000
254,11.474771,-135111024.000000,721872.000
255,11.526918,-137023872.000000,722336.000
256,11.578807,-138727136.000000,722336.000
257,11.631367,-139484496.000000,721143.000
258,11.683358,-137688736.000000,721143.000
259,11.735272,-131808744.000000,721418.000
260,11.787389,-124655960.000000,721418.000
261,11.839663,-119916248.000000,723660.000
262,11.891562,-116253824.000000,723660.000
263,11.943677,-112658464.000000,723634.000
264,11.996041,-109013232.000000,723634.000
265,12.048196,-105284784.000000,724507.000
266,12.100317,-102641888.000000,724507.000
267,12.152605,-104009928.000000,723367.000
268,12.204213,-109088576.000000,723367.000
269,12.256434,-115179256.000000,724063.000
270,12.309061,-120942848.000000,724063.000
271,12.361075,-125971280.000000,723604.000
272,12.412938,-130198712.000000,723604.000
273,12.465237,-133607816.000000,723297.000
274,12.517284,-136124224.000000,723297.000
275,12.569311,-138184256.000000,724426.000
276,12.621331,-139271408.000000,724426.000
277,12.673840,-139220624.000000,722577.000
278,12.725981,-135452896.000000,723346.000
279,12.777968,-128114912.000000,723346.000
280,12.830190,-122421360.000000,723964.000
281,12.882081,-118307936.000000,723964.000
282,12.934230,-114508008.000000,724187.000
283,12.987301,-110925880.000000,724187.000
284,13.039030,-107302912.000000,724748.000
285,13.090903,-104079016.000000,724748.000
286,13.142960,-102884536.000000,724237.000
287,13.195130,-105785264.000000,724237.000
288,13.300403,-117672744.000000,723396.000
289,13.351346,-123175520.000000,724168.000
290,13.403321,-127886864.000000,724168.000
291,13.455572,-131640064.000000,723294.000
292,13.507618,-134740240.000000,723294.000
293,13.559960,-137127600.000000,722019.000
294,13.611856,-138537888.000000,722019.000
295,13.664632,-139128016.000000,722415.000
296,13.716653,-138210944.000000,722415.000
297,13.768538,-132729120.000000,724610.000
298,13.820672,-125317752.000000,724610.000
299,13.872794,-120399512.000000,724827.000
300,13.925004,-116641336.000000,725994.000
301,13.977190,-112999368.000000,725994.000
302,14.029251,-109380528.000000,726494.000
303,14.081420,-106081304.000000,726494.000
304,14.133209,-102916744.000000,728328.000
305,14.185639,-103326936.000000,728328.000
306,14.237840,-108350456.000000,728528.000
307,14.289812,-114422976.000000,728528.000
308,14.341908,-120263936.000000,729203.000
309,14.394024,-125351088.000000,729203.000
310,14.446286,-129614744.000000,727805.000
311,14.498312,-133086656.000000,727805.000
312,14.550381,-135788000.000000,727595.000
313,14.602480,-137540464.000000,727595.000
314,14.654725,-138609568.000000,728038.000
315,14.707003,-139188432.000000,728038.000
316,14.758892,-136162208.000000,728436.000
317,14.811036,-128994464.000000,728436.000
318,14.863140,-122681728.000000,728364.000
319,14.915989,-118466176.000000,728364.000
320,14.967496,-114817088.000000,729106.000
321,15.019567,-111321352.000000,730804.000
322,15.071749,-107801536.000000,730804.000
323,15.123933,-104152336.000000,730972.000
324,15.176229,-102543088.000000,730972.000
325,15.228140,-105408288.000000,730994.000
326,15.280342,-111200856.000000,730994.000
327,15.332385,-117277904.000000,729082.000
328,15.384597,-122750832.000000,729082.000
329,15.436634,-127499608.000000,728530.000
330,15.488945,-131423440.000000,728530.000
331,15.541455,-134570576.000000,728116.000
332,15.645191,-138367120.000000,728222.000
333,15.697292,-139196912.000000,728222.000
334,15.749589,-139028048.000000,729171.000
335,15.802092,-134097376.000000,729171.000
336,15.854055,-126283320.000000,730760.000
337,15.906346,-121032232.000000,730760.000
338,15.958550,-117239648.000000,731565.000
339,16.010344,-113607656.000000,731565.000
340,16.062485,-110047456.000000,730737.000
341,16.114679,-106379000.000000,730737.000
342,16.166636,-103001712.000000,734901.000
343,16.218926,-103246016.000000,740500.000
344,16.271254,-107858384.000000,740500.000
345,16.323177,-113814312.000000,746249.000
346,16.375203,-119586240.000000,746249.000
347,16.427158,-124725184.000000,749869.000
348,16.479512,-129141048.000000,749869.000
349,16.532130,-132724152.000000,747482.000
350,16.583789,-135489152.000000,747482.000
351,16.636012,-137348272.000000,748152.000
352,16.688232,-138522192.000000,748152.000
353,16.740383,-139182528.000000,746532.000
354,16.792202,-136865280.000000,746532.000
355,16.844535,-130303832.000000,747824.000
356,16.896766,-123679592.000000,747824.000
357,16.949068,-119153144.000000,746492.000
358,17.000703,-115455840.000000,746492.000
359,17.052985,-111915048.000000,746339.000
360,17.105180,-108286640.000000,746339.000
361,17.157268,-104570776.000000,747013.000
362,17.209567,-102434136.000000,747013.000
363,17.261309,-104665792.000000,747947.000
364,17.313961,-110279480.000000,747947.000
365,17.366127,-116278480.000000,746644.000
366,17.418173,-121723296.000000,746051.000
367,17.470053,-126526816.000000,746051.000
368,17.522098,-130546080.000000,748258.000
369,17.574244,-133864328.000000,748258.000
370,17.626281,-136313392.000000,745161.000
371,17.678506,-137890288.000000,745161.000
372,17.730545,-138924096.000000,745611.000
373,17.782820,-139168432.000000,745611.000
374,17.835052,-134643136.000000,744875.000
375,17.887179,-126856272.000000,744875.000
376,17.939404,-121499408.000000,743933.000
377,17.991808,-117600424.000000,743933.000
378,18.043598,-113889464.000000,744712.000
379,18.095834,-110315120.000000,744712.000
380,18.147914,-106665216.000000,745795.000
381,18.199910,-103169728.000000,745795.000
382,18.251919,-102950968.000000,747839.000
383,18.304676,-107260512.000000,747839.000
384,18.356493,-113093600.000000,745328.000
385,18.408585,-118780368.000000,745328.000
386,18.460881,-124011400.000000,745911.000
387,18.512521,-128527712.000000,745911.000
388,18.565143,-132220080.000000,748583.000
389,18.617011,-135144720.000000,747618.000
390,18.721316,-138392336.000000,747948.000
391,18.773493,-139080672.000000,747948.000
392,18.825449,-137454528.000000,747782.000
393,18.877506,-131372320.000000,747782.000
394,18.930047,-124329872.000000,748755.000
395,18.981951,-119646592.000000,748755.000
396,19.034192,-115976512.000000,747354.000
397,19.086450,-112418240.000000,747354.000
398,19.138506,-108808840.000000,748798.000
399,19.190351,-105206872.000000,748798.000
400,19.242538,-102668360.000000,749563.000
401,19.294773,-104403768.000000,749563.000
402,19.347028,-109730120.000000,750063.000
403,19.399116,-115602856.000000,750063.000
404,19.451489,-121192504.000000,751687.000
405,19.503348,-126081504.000000,751687.000
406,19.555330,-130168752.000000,751276.000
407,19.607706,-133473272.000000,751276.000
408,19.659848,-136011136.000000,750901.000
409,19.711749,-137664800.000000,749919.000
410,19.764055,-138762336.000000,749919.000
411,19.816371,-139346752.000000,749519.000
412,19.868135,-135403648.000000,749519.000
413,19.920678,-127762904.000000,748853.000
414,19.972334,-122102432.000000,748853.000
415,20.024738,-118095896.000000,748351.000
416,20.076871,-114369064.000000,748351.000
417,20.129028,-110719960.000000,750681.000
418,20.181568,-107135576.000000,750681.000
419,20.232981,-103580528.000000,753414.000
420,20.285166,-102689432.000000,753414.000
421,20.337241,-106287576.000000,754912.000
422,20.389428,-112028336.000000,754912.000
423,20.441467,-117918616.000000,756906.000
424,20.493775,-123310016.000000,756906.000
425,20.545958,-127965072.000000,756464.000
426,20.597965,-131721512.000000,756464.000
427,20.650110,-134654688.000000,755259.000
428,20.754674,-138225696.000000,746355.000
429,20.806861,-139127248.000000,746355.000
430,20.858702,-138120496.000000,740778.000
431,20.910968,-132427904.000000,739926.000
432,20.962919,-125067272.000000,739926.000
433,21.014963,-120149000.000000,743355.000
434,21.067359,-116440504.000000,743355.000
435,21.171584,-109241480.000000,742202.000
436,21.223458,-105633312.000000,744276.000
437,21.275996,-102720976.000000,744276.000
438,21.328048,-103775176.000000,744836.000
439,21.380116,-108870424.000000,744836.000
440,21.432073,-114883296.000000,744942.000
441,21.484433,-120572256.000000,744942.000
442,21.536670,-125597272.000000,744112.000
443,21.588854,-129870952.000000,744112.000
444,21.640908,-133318512.000000,744869.000
445,21.692828,-135962240.000000,744869.000
446,21.745151,-137691040.000000,746123.000
447,21.797104,-138844336.000000,746123.000
448,21.849115,-139440336.000000,746625.000
449,21.901292,-136157984.000000,746625.000
450,21.953597,-128911400.000000,746401.000
451,22.005729,-122816680.000000,746401.000
452,22.057929,-118634264.000000,748133.000
453,22.110284,-114914392.000000,748662.000
454,22.162200,-111383192.000000,748662.000
455,22.214587,-107797096.000000,751067.000
456,22.266397,-104086616.000000,751067.000
457,22.318711,-102548472.000000,757610.000
458,22.370681,-105494344.000000,757610.000
459,22.422664,-111237152.000000,775589.000
460,22.474947,-117218496.000000,775589.000
461,22.527081,-122575584.000000,773258.000
462,22.579348,-127257824.000000,773258.000
463,22.631947,-131401944.000000,772128.000
464,22.683472,-134425168.000000,772128.000
465,22.735621,-136249712.000000,771562.000
466,22.787627,-137625472.000000,771562.000
467,22.839913,-138457776.000000,772283.000
468,22.891844,-138202560.000000,772283.000
469,22.944201,-133212392.000000,771640.000
470,22.996192,-125536920.000000,771640.000
471,23.048360,-120460312.000000,774502.000
472,23.100656,-116670512.000000,774502.000
473,23.152579,-113186064.000000,779823.000
474,23.204839,-109461912.000000,779823.000
475,23.257140,-105523224.000000,781382.000
476,23.308848,-102351160.000000,780412.000
477,23.361276,-102895120.000000,780412.000
478,23.413235,-107704944.000000,780501.000
479,23.465393,-113727800.000000,780501.000
480,23.517620,-119493104.000000,780606.000
481,23.569798,-124572320.000000,780606.000
482,23.621753,-128992888.000000,780147.000
483,23.674010,-132452240.000000,780147.000
484,23.726307,-134990080.000000,780705.000
485,23.778440,-136789072.000000,780705.000
486,23.830360,-137979360.000000,777546.000
487,23.882509,-138606112.000000,777546.000
488,23.934607,-135940096.000000,789569.000
489,23.986970,-129206768.000000,789569.000
490,24.038838,-122873448.000000,795966.000
491,24.091490,-118462016.000000,795966.000
492,24.143230,-115084896.000000,797780.000
493,24.195636,-111487104.000000,797780.000
494,24.247365,-107508496.000000,799043.000
495,24.299718,-103885112.000000,799043.000
496,24.351903,-101917592.000000,800845.000
497,24.404015,-104395080.000000,800845.000
498,24.456192,-110075688.000000,799319.000
499,24.508211,-116135096.000000,797508.000
500,24.560663,-121708928.000000,797508.000
501,24.612665,-126483608.000000,797515.000
502,24.664483,-130396624.000000,797515.000
503,24.716783,-133445088.000000,799478.000
504,24.769047,-135600400.000000,799478.000
505,24.873141,-138007344.000000,798577.000
506,24.925265,-138151856.000000,803437.000
507,24.977365,-133535864.000000,803437.000
508,25.029874,-125786736.000000,800445.000
509,25.081530,-120554248.000000,800445.000
510,25.133904,-117009808.000000,801573.000
511,25.186029,-113312776.000000,801573.000
512,25.238125,-109459680.000000,799893.000
513,25.290311,-105881768.000000,799893.000
514,25.342160,-102547888.000000,798861.000
515,25.394545,-102507272.000000,798861.000
516,25.446930,-106897560.000000,797836.000
517,25.498599,-112880456.000000,797836.000
518,25.550673,-118742064.000000,797254.000
519,25.602921,-124042648.000000,792042.000
520,25.655088,-128592768.000000,792042.000
521,25.707141,-132179064.000000,779879.000
522,25.759226,-134931856.000000,779879.000
523,25.811327,-136784832.000000,780007.000
524,25.863903,-137943632.000000,780007.000
525,25.915789,-138504304.000000,792873.000
526,25.967705,-136583520.000000,792873.000
527,26.019859,-130472960.000000,785920.000
528,26.072156,-123721800.000000,785920.000
529,26.124332,-118957192.000000,780430.000
530,26.176480,-115037040.000000,780430.000
531,26.228668,-111385888.000000,788435.000
532,26.280661,-107841392.000000,788435.000
533,26.332646,-104280264.000000,788655.000
534,26.384871,-101951792.000000,788655.000
535,26.437222,-103918040.000000,789080.000
536,26.489395,-109412480.000000,789080.000
537,26.541625,-115522344.000000,788803.000
538,26.593626,-121203336.000000,788803.000
539,26.645716,-126054168.000000,788995.000
540,26.697804,-129957184.000000,788995.000
541,26.749984,-133126000.000000,789884.000
542,26.801971,-135576512.000000,788839.000
543,26.854316,-137194096.000000,788839.000
544,26.906500,-138207776.000000,788083.000
545,26.958334,-138648176.000000,788083.000
546,27.010480,-134562192.000000,786563.000
547,27.062804,-126877160.000000,786563.000
548,27.114733,-121400760.000000,787559.000
549,27.167138,-117449112.000000,787559.000
550,27.219197,-113676944.000000,788949.000
551,27.271630,-110114936.000000,788949.000
552,27.323277,-106589784.000000,789136.000
553,27.375579,-102987472.000000,789136.000
554,27.427761,-102229944.000000,790137.000
555,27.480140,-106070512.000000,790137.000
556,27.532038,-111973984.000000,791229.000
557,27.584539,-117939200.000000,791229.000
558,27.636122,-123279496.000000,791760.000
559,27.688488,-127801624.000000,791760.000
560,27.740543,-131394528.000000,790239.000
561,27.792654,-134309760.000000,790239.000
562,27.844764,-136374752.000000,790728.000
563,27.896842,-137658000.000000,790728.000
564,27.949029,-138449872.000000,786418.000
565,28.001532,-137299152.000000,784740.000
566,28.053144,-131536736.000000,784740.000
567,28.105623,-124242776.000000,786654.000
568,28.157524,-119420600.000000,786654.000
569,28.209805,-115732096.000000,787793.000
570,28.261644,-112147560.000000,787793.000
571,28.313902,-108597032.000000,788192.000
572,28.366162,-104935184.000000,788192.000
573,28.418370,-102081232.000000,788022.000
574,28.470632,-103361720.000000,788022.000
575,28.522395,-108572160.000000,787191.000
576,28.574631,-114589392.000000,787191.000
577,28.626917,-120310848.000000,785876.000
578,28.678762,-125304224.000000,785876.000
579,28.730863,-129436432.000000,784252.000
580,28.783298,-132812752.000000,784252.000
581,28.835433,-135399008.000000,783440.000
582,28.887548,-137069120.000000,783440.000
583,28.939775,-138173072.000000,782244.000
584,28.991755,-138704576.000000,782244.000
585,29.043892,-135171920.000000,784437.000
586,29.096248,-127938240.000000,784437.000
587,29.148001,-122123680.000000,783869.000
588,29.200203,-117959168.000000,786052.000
589,29.252421,-114203128.000000,786052.000
590,29.304461,-110653984.000000,785836.000
591,29.356578,-107160752.000000,785836.000
592,29.408846,-103575120.000000,785329.000
593,29.461383,-102289096.000000,785329.000
594,29.513043,-105520568.000000,784691.000
595,29.565230,-111303352.000000,784691.000
596,29.617219,-117271152.000000,783036.000
597,29.669500,-122703840.000000,783036.000
598,29.721619,-127385992.000000,782796.000
599,29.773712,-131150032.000000,782796.000
600,29.825884,-134207648.000000,781643.000
601,29.878081,-136334576.000000,781643.000
602,29.929958,-137623008.000000,782222.000
603,29.982052,-138491056.000000,782222.000
604,30.034510,-137991936.000000,781439.000
605,30.086614,-132713600.000000,781439.000
606,30.138557,-125170032.000000,784124.000
607,30.190568,-120196888.000000,784124.000
608,30.242714,-116460392.000000,784719.000
609,30.294880,-112776952.000000,784719.000
610,30.347098,-109157824.000000,782780.000
611,30.399442,-105471784.000000,783376.000
612,30.451543,-102385072.000000,783376.000
613,30.503663,-103036768.000000,782956.000
614,30.555747,-107758000.000000,782956.000
615,30.607858,-113769832.000000,782089.000
616,30.659950,-119597600.000000,782089.000
617,30.712026,-124710720.000000,780373.000
618,30.764094,-128974824.000000,780373.000
619,30.816479,-132422664.000000,780054.000
620,30.868329,-135156256.000000,780054.000
621,30.920624,-137032960.000000,778940.000
622,30.972688,-138168128.000000,778940.000
623,31.024777,-138600880.000000,779490.000
624,31.076929,-135641360.000000,779490.000
625,31.129076,-128830056.000000,780393.000
626,31.181771,-122677616.000000,780393.000
627,31.233479,-118311976.000000,780810.000
628,31.285741,-114551688.000000,780810.000
629,31.337800,-111041640.000000,779948.000
630,31.390051,-107413840.000000,779948.000
631,31.442144,-104087992.000000,780754.000
632,31.494042,-102291328.000000,780463.000
633,31.546162,-104542240.000000,780463.000
634,31.598587,-110220792.000000,778816.000
635,31.650736,-116314328.000000,778816.000
636,31.702711,-121867072.000000,779670.000
637,31.754853,-126610120.000000,779670.000
638,31.806787,-130506800.000000,777499.000
639,31.859027,-133690952.000000,777499.000
640,31.911083,-136028976.000000,778893.000
641,31.963297,-137644416.000000,778893.000
642,32.067547,-138171184.000000,778994.000
643,32.119682,-133305104.000000,778535.000
644,32.171847,-125545552.000000,778535.000
645,32.224121,-120383328.000000,780401.000
646,32.276344,-116605224.000000,780401.000
647,32.328343,-112982472.000000,781693.000
648,32.380501,-109373304.000000,781693.000
649,32.432531,-105791296.000000,782459.000
650,32.484481,-102351864.000000,782459.000
651,32.537201,-102277632.000000,780223.000
652,32.589465,-106725920.000000,780223.000
653,32.641061,-112727480.000000,780009.000
654,32.693270,-118615696.000000,780467.000
655,32.745510,-123805392.000000,780467.000
656,32.797422,-128212064.000000,780265.000
657,32.849691,-131705056.000000,780265.000
658,32.901734,-134499584.000000,779780.000
659,32.953920,-136519472.000000,779780.000
660,33.006142,-137754832.000000,778649.000
661,33.058251,-138359216.000000,778649.000
662,33.110456,-136050448.000000,779733.000
663,33.162374,-129457080.000000,779733.000
664,33.214684,-122809296.000000,779603.000
665,33.266544,-118343168.000000,779603.000
666,33.319162,-114653480.000000,780166.000
667,33.370903,-111069864.000000,780166.000
668,33.423131,-107471688.000000,780407.000
669,33.475386,-103837120.000000,780407.000
670,33.527589,-101625792.000000,780773.000
671,33.579382,-103745008.000000,780773.000
672,33.631449,-109246976.000000,778898.000
673,33.683732,-115315568.000000,778898.000
674,33.735837,-121012064.000000,779426.000
675,33.788197,-125906864.000000,779426.000
676,33.840470,-129887384.000000,781430.000
677,33.892272,-133129824.000000,780574.000
678,33.944433,-135595984.000000,780574.000
679,33.996500,-137164832.000000,779070.000
680,34.048817,-138192736.000000,779070.000
681,34.100760,-138526784.000000,778552.000
682,34.152910,-134143120.000000,778552.000
683,34.205262,-126389776.000000,779124.000
684,34.257360,-120891160.000000,779124.000
685,34.309165,-116855104.000000,780660.000
686,34.361484,-113105712.000000,780660.000
687,34.413525,-109587616.000000,780431.000
688,34.465650,-105913904.000000,780431.000
689,34.517909,-102369192.000000,782232.000
690,34.570107,-101962544.000000,782232.000
691,34.622041,-105920808.000000,782084.000
692,34.674335,-111759672.000000,782084.000
693,34.726647,-117673888.000000,780857.000
694,34.778605,-123066384.000000,780857.000
695,34.830986,-127680912.000000,780621.000
