Muestra,Tiempo (s),Voltaje (V),Temperatura (°C)
79,2.261449,-50417632.000000,794974.000
80,2.313462,-51165196.000000,794974.000
81,2.366169,-61061020.000000,793872.000
82,2.417765,-76063320.000000,793872.000
83,2.469919,-91676392.000000,793054.000
84,2.522136,-105191872.000000,793054.000
85,2.574171,-116768328.000000,791277.000
86,2.626278,-126402536.000000,791277.000
87,2.678378,-121599416.000000,790136.000
88,2.730664,-103104280.000000,790136.000
89,2.782975,-85799808.000000,792686.000
90,2.834923,-73746128.000000,792686.000
91,2.991373,-55644604.000000,795729.000
92,3.043400,-50661104.000000,795729.000
93,3.095548,-49931696.000000,796977.000
94,3.148311,-57858792.000000,796977.000
95,3.199946,-72160056.000000,797237.000
96,3.252060,-87929264.000000,797237.000
97,3.304332,-101763632.000000,795023.000
98,3.356413,-113144856.000000,795010.000
99,3.408526,-122507128.000000,795010.000
100,3.460461,-117001456.000000,796034.000
101,3.512864,-98937760.000000,796034.000
102,3.564777,-82994856.000000,798323.000
103,3.616926,-71366360.000000,798323.000
104,3.668971,-64264040.000000,799857.000
105,3.721107,-58909360.000000,799857.000
106,3.773194,-54028628.000000,801241.000
107,3.825295,-49115400.000000,801241.000
108,3.877581,-50489480.000000,801415.000
109,3.929564,-61348672.000000,801415.000
110,3.981754,-76515416.000000,799869.000
111,4.034002,-92025168.000000,799869.000
112,4.086005,-105577928.000000,798599.000
113,4.138183,-117158032.000000,798599.000
114,4.190405,-126652368.000000,796659.000
115,4.242546,-120222592.000000,796659.000
116,4.294888,-100778400.000000,797899.000
117,4.346988,-84189728.000000,797899.000
118,4.398895,-72371816.000000,800100.000
119,4.451078,-65171288.000000,800877.000
120,4.503098,-59595808.000000,800877.000
121,4.555307,-54606544.000000,801919.000
122,4.607834,-49693976.000000,801919.000
123,4.659665,-49529576.000000,802267.000
124,4.711717,-58221288.000000,802267.000
125,4.763801,-72814312.000000,800977.000
126,4.815959,-88702840.000000,800977.000
127,4.868006,-102380000.000000,800071.000
128,4.920137,-113550296.000000,800071.000
129,4.972373,-122531000.000000,799791.000
130,5.024459,-115453376.000000,799791.000
131,5.076638,-96590608.000000,798360.000
132,5.128764,-81378328.000000,798360.000
133,5.180938,-70056048.000000,801895.000
134,5.232984,-62945264.000000,801895.000
135,5.285295,-57483368.000000,801261.000
136,5.337636,-52686448.000000,801261.000
137,5.389726,-47961784.000000,800800.000
138,5.441478,-49985568.000000,800800.000
139,5.493916,-61483956.000000,800633.000
140,5.545846,-76973528.000000,800633.000
141,5.598256,-92664416.000000,798650.000
142,5.650147,-106139680.000000,796953.000
143,5.702237,-117774624.000000,796953.000
144,5.754489,-127079368.000000,795852.000
145,5.806986,-118990544.000000,795852.000
146,5.858993,-98539864.000000,796918.000
147,5.910689,-82662496.000000,796918.000
148,5.963059,-71166160.000000,798858.000
149,6.015272,-63917600.000000,798858.000
150,6.067147,-58428484.000000,799637.000
151,6.119820,-53553660.000000,799637.000
152,6.171524,-48536136.000000,800173.000
153,6.223675,-49073244.000000,800173.000
154,6.275737,-58746496.000000,801924.000
155,6.327830,-73600216.000000,801924.000
156,6.380008,-89491984.000000,802325.000
157,6.432125,-103153296.000000,802325.000
158,6.484270,-114137960.000000,800235.000
159,6.536415,-122734264.000000,800235.000
160,6.588519,-114262264.000000,801237.000
161,6.640591,-94568824.000000,801237.000
162,6.692685,-79994736.000000,804857.000
163,6.744855,-68948136.000000,804857.000
164,6.796999,-61923972.000000,806162.000
165,6.849137,-56517108.000000,807413.000
166,6.901255,-51763680.000000,807413.000
167,6.953419,-47214568.000000,807823.000
168,7.005533,-49851220.000000,807823.000
169,7.057677,-62189576.000000,807063.000
170,7.109788,-77974912.000000,807063.000
171,7.161976,-93478104.000000,804333.000
172,7.214093,-106868440.000000,804333.000
173,7.266290,-118467032.000000,802899.000
174,7.318448,-127292120.000000,802899.000
175,7.370504,-117589600.000000,803144.000
176,7.422737,-96377728.000000,803144.000
177,7.474905,-81168832.000000,804542.000
178,7.526808,-70138576.000000,804542.000
179,7.578950,-63111092.000000,805954.000
180,7.631180,-57582384.000000,805954.000
181,7.683469,-52766456.000000,806859.000
182,7.735519,-47958736.000000,806859.000
183,7.787556,-49134112.000000,807860.000
184,7.839905,-59419056.000000,807860.000
185,7.891912,-74452624.000000,806672.000
186,7.944277,-90284080.000000,806672.000
187,7.996234,-103977096.000000,804349.000
188,8.048223,-114922376.000000,803317.000
189,8.100428,-122815072.000000,803317.000
190,8.152420,-112932912.000000,804435.000
191,8.204813,-92565240.000000,804435.000
192,8.256823,-78535944.000000,806813.000
193,8.308967,-67914728.000000,806813.000
194,8.361202,-61066136.000000,808192.000
195,8.413156,-55760208.000000,808192.000
196,8.465326,-50880208.000000,808355.000
197,8.517500,-46943424.000000,808355.000
198,8.569515,-50354236.000000,808730.000
199,8.621755,-62774848.000000,808730.000
200,8.673736,-78670104.000000,806684.000
201,8.726135,-94196680.000000,806684.000
202,8.778285,-107539720.000000,805761.000
203,8.830272,-119029272.000000,805761.000
204,8.883145,-127236616.000000,803748.000
205,8.934507,-116192488.000000,803748.000
206,8.986989,-94408944.000000,803963.000
207,9.038821,-79929856.000000,803963.000
208,9.090948,-69062592.000000,805847.000
209,9.143321,-61951088.000000,805847.000
210,9.195459,-56631612.000000,807976.000
211,9.247266,-51659180.000000,809477.000
212,9.299424,-46849132.000000,809477.000
213,9.351606,-48716068.000000,810613.000
214,9.403690,-59854788.000000,810613.000
215,9.455889,-75217224.000000,809641.000
216,9.508074,-91454936.000000,809641.000
217,9.560326,-104808152.000000,807942.000
218,9.612385,-115233976.000000,807942.000
219,9.664629,-122821776.000000,806948.000
220,9.716658,-111818752.000000,806948.000
221,9.769152,-90822920.000000,808309.000
222,9.820960,-77104096.000000,808309.000
223,9.873078,-66828032.000000,810449.000
224,9.925282,-60144592.000000,810449.000
225,9.977265,-54940148.000000,811148.000
226,10.029446,-50344104.000000,811148.000
227,10.081634,-46258000.000000,813800.000
228,10.133628,-50208708.000000,813800.000
229,10.185991,-63901024.000000,813263.000
230,10.290140,-95480480.000000,811443.000
231,10.342433,-108700336.000000,811005.000
232,10.394619,-119959832.000000,811005.000
233,10.446464,-127230864.000000,807950.000
234,10.499268,-115036864.000000,807950.000
235,10.550755,-92775168.000000,809797.000
236,10.603184,-78400832.000000,809797.000
237,10.655084,-68065480.000000,811232.000
238,10.707417,-61345088.000000,811232.000
239,10.759432,-56068080.000000,811220.000
240,10.811910,-51180132.000000,811220.000
241,10.967710,-61161152.000000,810643.000
242,11.019981,-77167912.000000,810643.000
243,11.072067,-92758624.000000,807965.000
244,11.124276,-105476344.000000,807965.000
245,11.176385,-116321000.000000,807256.000
246,11.228377,-122987888.000000,807256.000
247,11.280802,-110827608.000000,813846.000
248,11.332940,-89484312.000000,813846.000
249,11.385056,-75987384.000000,816316.000
250,11.437234,-66207960.000000,816316.000
251,11.489139,-59800940.000000,816918.000
252,11.541269,-54759408.000000,816413.000
253,11.593587,-49701184.000000,816413.000
254,11.645697,-45859192.000000,817724.000
255,11.697951,-50752392.000000,817724.000
256,11.749776,-64809616.000000,816668.000
257,11.802032,-81073296.000000,816668.000
258,11.854290,-96268704.000000,815912.000
259,11.906470,-109307376.000000,815912.000
260,11.958706,-120507328.000000,814239.000
261,12.010639,-127003072.000000,814239.000
262,12.062819,-113618344.000000,815413.000
263,12.114841,-90999688.000000,815413.000
264,12.166879,-77134240.000000,818465.000
265,12.218969,-67362088.000000,818465.000
266,12.271123,-60842780.000000,819688.000
267,12.323272,-55638680.000000,819688.000
268,12.375430,-50665808.000000,819529.000
269,12.427489,-46235728.000000,819529.000
270,12.479654,-49403564.000000,820253.000
271,12.531711,-61881940.000000,820253.000
272,12.583871,-77765200.000000,819067.000
273,12.636012,-93426048.000000,819067.000
274,12.688384,-106431624.000000,816570.000
275,12.740469,-117017624.000000,815568.000
276,12.792576,-122567472.000000,815568.000
277,12.844571,-109477408.000000,815184.000
278,12.896726,-88104856.000000,815184.000
279,12.948956,-74865904.000000,817486.000
280,13.000947,-65484632.000000,817486.000
281,13.053291,-59189988.000000,819148.000
282,13.105366,-54000164.000000,819148.000
283,13.157320,-48937244.000000,818517.000
284,13.209480,-45755164.000000,818517.000
285,13.366000,-82105096.000000,817445.000
286,13.418325,-97262608.000000,817445.000
287,13.470254,-110149624.000000,816248.000
288,13.522544,-121102592.000000,816248.000
289,13.574514,-126111552.000000,816512.000
290,13.626706,-111764184.000000,816512.000
291,13.678773,-89434560.000000,816140.000
292,13.731230,-75817440.000000,816140.000
293,13.782905,-66505264.000000,817628.000
294,13.835208,-60151960.000000,817628.000
295,13.887289,-54875324.000000,818944.000
296,13.939681,-49851328.000000,818976.000
297,13.991692,-45987748.000000,818976.000
298,14.043877,-49946600.000000,819512.000
299,14.095813,-62879188.000000,819512.000
300,14.147966,-78857232.000000,817569.000
301,14.200225,-94317368.000000,817569.000
302,14.252173,-107159600.000000,816021.000
303,14.304377,-117716344.000000,816021.000
304,14.356693,-121918488.000000,814469.000
305,14.409177,-107970840.000000,814469.000
306,14.460879,-86730464.000000,816707.000
307,14.512754,-73496080.000000,816707.000
308,14.617258,-58510800.000000,817725.000
309,14.669260,-53380324.000000,818816.000
310,14.721325,-48262280.000000,818816.000
311,14.773506,-45638496.000000,818870.000
312,14.825633,-52211852.000000,818870.000
313,14.877774,-67045288.000000,818346.000
314,14.930045,-83501648.000000,818346.000
315,14.982032,-98454144.000000,817203.000
316,15.034190,-111172832.000000,817203.000
317,15.086315,-122019728.000000,816355.000
318,15.138462,-125572592.000000,815571.000
319,15.190740,-110365680.000000,815571.000
320,15.242693,-88367312.000000,817174.000
321,15.295033,-74897936.000000,817174.000
322,15.347022,-65890480.000000,818456.000
323,15.399091,-59658344.000000,818456.000
324,15.451226,-54521368.000000,818538.000
325,15.503647,-49470024.000000,818538.000
326,15.555991,-45986168.000000,819768.000
327,15.607736,-50683728.000000,819768.000
328,15.659921,-64050052.000000,818741.000
329,15.712091,-80125256.000000,818741.000
330,15.764218,-95427512.000000,816062.000
331,15.816186,-108080944.000000,816062.000
332,15.868539,-118483520.000000,814911.000
333,15.920703,-121174448.000000,814911.000
334,15.972711,-106306216.000000,813898.000
335,16.024716,-85540328.000000,813898.000
336,16.077080,-72534568.000000,816545.000
337,16.129212,-63986072.000000,816545.000
338,16.181702,-58088020.000000,817965.000
339,16.233411,-53015832.000000,818328.000
340,16.285393,-47919360.000000,818328.000
341,16.337698,-46012288.000000,818416.000
342,16.389764,-53292356.000000,818416.000
343,16.441879,-68356376.000000,816735.000
344,16.494065,-84810720.000000,816735.000
345,16.546146,-99584376.000000,815514.000
346,16.598330,-112188840.000000,815514.000
347,16.650343,-122794048.000000,813889.000
348,16.702688,-124634200.000000,813889.000
349,16.754561,-108557680.000000,815335.000
350,16.806842,-87085952.000000,815335.000
351,16.859052,-73723808.000000,817409.000
352,16.911101,-65185444.000000,817409.000
353,16.963421,-59089944.000000,818866.000
354,17.015258,-53938496.000000,818866.000
355,17.067408,-48961856.000000,818596.000
356,17.119575,-45974476.000000,818596.000
357,17.171935,-51392480.000000,819331.000
358,17.224070,-65222620.000000,819331.000
359,17.276117,-81486160.000000,817415.000
360,17.328169,-96647992.000000,817415.000
361,17.380927,-109130504.000000,815899.000
362,17.432416,-119410032.000000,814794.000
363,17.484542,-120367952.000000,814794.000
364,17.536840,-104617448.000000,816337.000
365,17.588835,-84544256.000000,816337.000
366,17.641206,-71705744.000000,817393.000
367,17.693218,-63491912.000000,817393.000
368,17.745263,-57569992.000000,819146.000
369,17.797321,-52424732.000000,819146.000
370,17.849524,-47271060.000000,819662.000
371,17.901802,-46007348.000000,819662.000
372,17.953895,-54144120.000000,819802.000
373,18.006126,-69390984.000000,819802.000
374,18.058156,-85801808.000000,817239.000
375,18.110223,-100436680.000000,817239.000
376,18.162587,-113009136.000000,816149.000
377,18.214430,-123509056.000000,816149.000
378,18.266624,-123617152.000000,813685.000
379,18.318805,-106696608.000000,813685.000
380,18.371090,-85945728.000000,816103.000
381,18.423262,-72788208.000000,816103.000
382,18.475720,-64407480.000000,816981.000
383,18.527235,-58394288.000000,816981.000
384,18.579592,-53338384.000000,817605.000
385,18.631562,-48294052.000000,818971.000
386,18.683972,-46008008.000000,818971.000
387,18.735939,-52344576.000000,817513.000
388,18.787891,-66586800.000000,817513.000
389,18.840295,-82905440.000000,815903.000
390,18.892215,-97783776.000000,815903.000
391,18.944424,-109997016.000000,814304.000
392,18.997077,-119961272.000000,814304.000
393,19.048625,-119204992.000000,813534.000
394,19.101002,-102786576.000000,813534.000
395,19.152914,-83476920.000000,816815.000
396,19.204996,-70732664.000000,816815.000
397,19.257290,-62808536.000000,818633.000
398,19.309514,-57060568.000000,818633.000
399,19.361582,-51988788.000000,818320.000
400,19.414000,-46903076.000000,818320.000
401,19.465965,-46311672.000000,819684.000
402,19.517808,-55150820.000000,819684.000
403,19.570349,-70595984.000000,818050.000
404,19.622143,-87061024.000000,818050.000
405,19.674343,-101528992.000000,816240.000
406,19.726615,-113929712.000000,816240.000
407,19.778979,-124254056.000000,814162.000
408,19.830677,-122596440.000000,814450.000
409,19.882692,-104967720.000000,814450.000
410,19.934796,-85190544.000000,817528.000
411,19.987071,-72162616.000000,817528.000
412,20.039125,-64068124.000000,818356.000
413,20.091213,-58249476.000000,818356.000
414,20.143424,-53090284.000000,819672.000
415,20.195580,-47850752.000000,819672.000
416,20.247674,-46004036.000000,820086.000
417,20.299900,-53320880.000000,820086.000
418,20.352264,-67814616.000000,819532.000
419,20.404092,-83905312.000000,819532.000
420,20.456383,-98674088.000000,816961.000
421,20.508475,-110759080.000000,816961.000
422,20.560563,-120690128.000000,815655.000
423,20.612971,-118291960.000000,815655.000
424,20.664764,-100996496.000000,815754.000
425,20.716853,-82395488.000000,815754.000
426,20.768987,-69873448.000000,818070.000
427,20.821179,-62342652.000000,818070.000
428,20.873454,-56592172.000000,819184.000
429,20.925689,-51354448.000000,820338.000
430,20.977948,-46214584.000000,820338.000
431,21.030204,-46441896.000000,820795.000
432,21.081808,-56263788.000000,820795.000
433,21.134269,-71904960.000000,818398.000
434,21.186100,-88276760.000000,818398.000
435,21.238891,-102533080.000000,816277.000
436,21.290777,-115247928.000000,816277.000
437,21.343223,-125262464.000000,815567.000
438,21.394831,-121190112.000000,815567.000
439,21.446879,-102676784.000000,816293.000
440,21.499071,-83682784.000000,816293.000
441,21.551242,-70850664.000000,817769.000
442,21.603405,-63144068.000000,817769.000
443,21.655533,-57585292.000000,819252.000
444,21.707878,-52696760.000000,819252.000
445,21.759655,-47525540.000000,819908.000
446,21.811929,-46457996.000000,819908.000
447,21.863942,-54156976.000000,819840.000
448,21.916296,-68588648.000000,819840.000
449,21.968222,-85030240.000000,819634.000
450,22.020433,-99522400.000000,819634.000
451,22.072641,-111370888.000000,816254.000
452,22.125036,-121116168.000000,814937.000
453,22.176747,-116942248.000000,814937.000
454,22.228962,-98943904.000000,816350.000
455,22.281002,-81652496.000000,816350.000
456,22.333277,-69313056.000000,818207.000
457,22.385533,-61471636.000000,818207.000
458,22.437515,-55830024.000000,818578.000
459,22.489980,-50903632.000000,818578.000
460,22.541769,-45808696.000000,819184.000
461,22.594114,-46637736.000000,819184.000
462,22.646562,-57238780.000000,818696.000
463,22.698115,-73004504.000000,818696.000
464,22.750464,-89324792.000000,817093.000
465,22.802502,-103859392.000000,817093.000
466,22.854827,-115829176.000000,815825.000
467,22.907089,-125141256.000000,815825.000
468,22.958595,-119837064.000000,814566.000
469,23.010969,-100496728.000000,814566.000
470,23.062904,-82534896.000000,816151.000
471,23.115433,-70054000.000000,816151.000
472,23.167356,-62482336.000000,818058.000
473,23.219367,-56957036.000000,818058.000
474,23.271472,-51995452.000000,819247.000
475,23.323930,-46825748.000000,819159.000
476,23.375979,-46080652.000000,819159.000
477,23.427899,-54558700.000000,819579.000
478,23.480119,-69622736.000000,819579.000
479,23.532287,-86064720.000000,816885.000
480,23.584302,-100403712.000000,816885.000
481,23.636955,-112049272.000000,814973.000
482,23.688881,-121538304.000000,814973.000
483,23.741138,-115794520.000000,814963.000
484,23.793141,-97134552.000000,814963.000
485,23.845309,-80383312.000000,817400.000
486,23.897224,-68096208.000000,817400.000
487,23.949305,-60887580.000000,818094.000
488,24.001639,-55558576.000000,818094.000
489,24.053512,-50602320.000000,817738.000
490,24.105711,-45521776.000000,817738.000
491,24.158079,-46957480.000000,819002.000
492,24.210065,-58187164.000000,819002.000
493,24.262190,-74046384.000000,818426.000
494,24.314452,-90218560.000000,818426.000
495,24.366363,-104136952.000000,816590.000
496,24.418415,-116073328.000000,816590.000
497,24.470595,-125639688.000000,814319.000
498,24.522962,-118589680.000000,814173.000
499,24.574920,-98297568.000000,814173.000
500,24.627310,-81150896.000000,817273.000
501,24.679438,-69011064.000000,817273.000
502,24.731395,-61701368.000000,818069.000
503,24.783500,-56344256.000000,818069.000
504,24.835677,-51518912.000000,818604.000
505,24.887717,-46298984.000000,818604.000
506,24.939829,-46186988.000000,821317.000
507,24.991917,-55524752.000000,821317.000
508,25.044166,-70726168.000000,818937.000
509,25.096352,-87071976.000000,818937.000
510,25.148569,-101179792.000000,817038.000
511,25.200379,-112686632.000000,817038.000
512,25.252547,-121968888.000000,815068.000
513,25.304684,-114604624.000000,815068.000
514,25.357126,-94931440.000000,815456.000
515,25.408945,-79053344.000000,815456.000
516,25.461165,-67312040.000000,817002.000
517,25.513419,-60140328.000000,817002.000
518,25.565476,-54813224.000000,817391.000
519,25.617627,-49963736.000000,817391.000
520,25.669800,-45050948.000000,818900.000
521,25.721819,-47269024.000000,818658.000
522,25.774216,-59323888.000000,818658.000
523,25.826423,-75314400.000000,816545.000
524,25.878921,-91286576.000000,816545.000
525,25.930342,-105046648.000000,814978.000
526,25.982750,-116911824.000000,814978.000
527,26.034714,-126193736.000000,813653.000
528,26.086833,-117561208.000000,813653.000
529,26.138924,-96528544.000000,815611.000
530,26.191148,-80287376.000000,815611.000
531,26.243123,-68440224.000000,817268.000
532,26.295419,-61211408.000000,817268.000
533,26.347721,-55879324.000000,817547.000
534,26.399566,-51003844.000000,817547.000
535,26.451759,-45953576.000000,818100.000
536,26.504077,-46620184.000000,818100.000
537,26.556033,-56696892.000000,817253.000
538,26.608964,-71988016.000000,817253.000
539,26.660579,-88198000.000000,816963.000
540,26.712323,-102138224.000000,816963.000
541,26.764520,-113458760.000000,816151.000
542,26.816651,-122353264.000000,813448.000
543,26.868707,-113593360.000000,813448.000
544,26.921013,-93210864.000000,815637.000
545,26.973224,-78083032.000000,815637.000
546,27.025251,-66765748.000000,817086.000
547,27.077549,-59674652.000000,817086.000
548,27.129607,-54235852.000000,817442.000
549,27.181791,-49311864.000000,817442.000
550,27.233795,-44664640.000000,818056.000
551,27.286146,-47678064.000000,818056.000
552,27.338296,-60468048.000000,817022.000
553,27.390137,-76525168.000000,817022.000
554,27.442433,-92384080.000000,815637.000
555,27.494390,-106034592.000000,815637.000
556,27.546618,-117781104.000000,813267.000
557,27.598877,-126464624.000000,813267.000
558,27.651006,-116232960.000000,813382.000
559,27.703476,-94595864.000000,813382.000
560,27.755352,-79178896.000000,814784.000
561,27.807220,-67866472.000000,814784.000
562,27.859611,-60755776.000000,816154.000
563,27.911975,-55336520.000000,816154.000
564,27.964245,-50389324.000000,818230.000
565,28.015705,-45416736.000000,818644.000
566,28.067826,-46665848.000000,818644.000
567,28.120218,-57394368.000000,817354.000
568,28.172268,-73015832.000000,817354.000
569,28.224674,-89261736.000000,814436.000
570,28.276499,-103074120.000000,814436.000
571,28.328690,-114400144.000000,813695.000
572,28.380855,-122727688.000000,813695.000
573,28.484839,-91356800.000000,813103.000
574,28.537117,-76835824.000000,814957.000
575,28.589261,-65898136.000000,814957.000
576,28.641319,-59008680.000000,816131.000
577,28.693445,-53779672.000000,816131.000
578,28.745550,-48882632.000000,816950.000
579,28.797688,-44546384.000000,816950.000
580,28.849876,-48286648.000000,816881.000
581,28.902119,-61665020.000000,816881.000
582,28.954439,-77940744.000000,815626.000
583,29.006556,-93733856.000000,815626.000
584,29.058458,-107157488.000000,813304.000
585,29.110441,-118597840.000000,813304.000
586,29.162766,-126639784.000000,811936.000
587,29.214848,-115154728.000000,812840.000
588,29.266994,-93045904.000000,812840.000
589,29.319298,-78126568.000000,814301.000
590,29.371237,-67076448.000000,814301.000
591,29.423390,-60174288.000000,815743.000
592,29.475652,-54818704.000000,815743.000
593,29.527664,-49828304.000000,816944.000
594,29.579801,-45035224.000000,816944.000
595,29.632028,-47084800.000000,816860.000
596,29.684303,-58536252.000000,816860.000
597,29.736261,-74380672.000000,815635.000
598,29.788396,-90458504.000000,815635.000
599,29.840485,-103733536.000000,813887.000
600,29.892747,-114693664.000000,813887.000
601,29.945074,-122372064.000000,813866.000
602,29.996977,-111124376.000000,813866.000
603,30.048918,-89689104.000000,815400.000
604,30.101235,-75674880.000000,815400.000
605,30.153477,-65303736.000000,816219.000
606,30.205490,-58510936.000000,816219.000
607,30.257456,-53667048.000000,816815.000
608,30.309701,-48808680.000000,816815.000
609,30.361665,-44315812.000000,818363.000
610,30.413764,-48672152.000000,818480.000
611,30.465961,-62612772.000000,818480.000
612,30.518077,-78978432.000000,816415.000
613,30.570168,-94538584.000000,816415.000
614,30.622394,-107850024.000000,814642.000
615,30.674490,-119178296.000000,814642.000
616,30.726658,-126437192.000000,813608.000
617,30.779047,-113907864.000000,813608.000
618,30.831043,-91253192.000000,815977.000
619,30.883083,-76753984.000000,815977.000
620,30.935102,-66421688.000000,815976.000
621,30.987356,-59742444.000000,815976.000
622,31.039389,-54479056.000000,817248.000
623,31.091651,-49479360.000000,817248.000
624,31.143718,-44935352.000000,818575.000
625,31.195869,-47618352.000000,818575.000
626,31.248661,-59907792.000000,817775.000
627,31.300007,-75770920.000000,817775.000
628,31.352262,-91394176.000000,816469.000
629,31.404461,-104687560.000000,816469.000
630,31.456951,-115619368.000000,815198.000
631,31.508970,-122328008.000000,814407.000
632,31.561317,-109957528.000000,814407.000
633,31.612894,-88267920.000000,815982.000
634,31.665384,-74590944.000000,815982.000
635,31.717173,-64699636.000000,817488.000
636,31.769725,-58318472.000000,817488.000
637,31.821743,-53069128.000000,817809.000
638,31.873585,-47937784.000000,817809.000
639,31.925963,-44407720.000000,818094.000
640,31.978026,-49569720.000000,818094.000
641,32.030087,-63852992.000000,816698.000
642,32.082369,-80257232.000000,816698.000
643,32.134233,-95622216.000000,813920.000
644,32.186548,-108746616.000000,813920.000
645,32.238791,-120019392.000000,812631.000
646,32.290852,-126109784.000000,812631.000
647,32.342842,-112327776.000000,812890.000
648,32.394952,-89651792.000000,812890.000
649,32.447108,-75622360.000000,815651.000
650,32.499231,-65800892.000000,815651.000
651,32.551391,-59254252.000000,817148.000
652,32.603673,-53926324.000000,817148.000
653,32.655847,-48935504.000000,818247.000
654,32.707784,-44791400.000000,819403.000
655,32.759841,-48614804.000000,819403.000
656,32.812012,-61219676.000000,817904.000
657,32.864239,-76863336.000000,817904.000
658,32.916535,-92628200.000000,815000.000
659,32.968642,-105688280.000000,815000.000
660,33.020964,-116423712.000000,813192.000
661,33.072817,-121991728.000000,813192.000
662,33.124773,-108734392.000000,812968.000
663,33.176950,-87038544.000000,812968.000
664,33.229065,-73590984.000000,815792.000
665,33.281199,-64175488.000000,815792.000
666,33.333434,-57857036.000000,816162.000
667,33.385531,-52697044.000000,816162.000
668,33.437531,-47657836.000000,816849.000
669,33.489814,-44561792.000000,816849.000
670,33.542042,-50227056.000000,817191.000
671,33.594413,-64746176.000000,817191.000
672,33.646236,-81372664.000000,815973.000
673,33.698550,-96663120.000000,815973.000
674,33.750700,-109693816.000000,814353.000
675,33.802799,-120758432.000000,814353.000
676,33.855104,-125505864.000000,812474.000
677,33.906757,-110955000.000000,813204.000
678,33.958846,-88482456.000000,813204.000
679,34.011069,-74721632.000000,815962.000
680,34.063173,-65293780.000000,815962.000
681,34.115600,-58836976.000000,815662.000
682,34.167771,-53624456.000000,815662.000
683,34.219658,-48536192.000000,816566.000
684,34.271765,-44650108.000000,816566.000
685,34.323960,-48804912.000000,816781.000
686,34.376229,-61934024.000000,816781.000
687,34.428105,-78113616.000000,815190.000
688,34.480377,-93701688.000000,815190.000
689,34.532770,-106606504.000000,814587.000
690,34.584718,-117177464.000000,814587.000
691,34.636727,-121208048.000000,812320.000
692,34.689335,-107028824.000000,812320.000
693,34.741275,-85701944.000000,813529.000
694,34.793213,-72422704.000000,813529.000
695,34.845268,-63458340.000000,815839.000
