Muestra,Tiempo (s),Voltaje (V),Temperatura (°C)
0,0.000540,-139898496.000000,891616.000
1,0.002710,-139030192.000000,891616.000
2,0.004674,-136755408.000000,894416.000
3,0.006661,-132583840.000000,894416.000
4,0.008474,-127294240.000000,899786.000
5,0.010924,-122863176.000000,899786.000
6,0.013228,-119386352.000000,900474.000
7,0.015509,-116112704.000000,900474.000
8,0.017970,-112692888.000000,899932.000
9,0.019811,-109980200.000000,899932.000
10,0.021594,-110643008.000000,900464.000
11,0.024004,-114426928.000000,899855.000
12,0.026103,-118677880.000000,899855.000
13,0.028824,-122494200.000000,899479.000
14,0.030784,-125695152.000000,899479.000
15,0.032868,-128431784.000000,899408.000
16,0.035246,-130862272.000000,899408.000
17,0.037072,-132769728.000000,899490.000
18,0.043977,-134538112.000000,900439.000
19,0.046146,-134989232.000000,900439.000
20,0.049055,-135982816.000000,898983.000
21,0.051781,-137321456.000000,898983.000
22,0.053980,-138353920.000000,898781.000
23,0.056238,-138965632.000000,898781.000
24,0.058096,-139450288.000000,899219.000
25,0.059926,-139825712.000000,899219.000
26,0.061730,-140077968.000000,899380.000
27,0.064091,-140327104.000000,899380.000
28,0.066613,-140487680.000000,899245.000
29,0.068508,-140603632.000000,899245.000
30,0.070298,-140713552.000000,898535.000
31,0.072110,-140766448.000000,898535.000
32,0.074556,-140779472.000000,898789.000
33,0.076947,-140798224.000000,898786.000
34,0.078876,-140818368.000000,898786.000
35,0.080811,-140775120.000000,898782.000
36,0.082794,-140747328.000000,898782.000
37,0.084874,-140712672.000000,898722.000
38,0.087559,-140648880.000000,898722.000
39,0.134777,-140620064.000000,899644.000
40,0.186727,-140589264.000000,899644.000
41,0.238645,-140565888.000000,900498.000
42,0.291086,-140589952.000000,900498.000
43,0.343532,-140630848.000000,901478.000
44,0.395314,-140608224.000000,901478.000
45,0.447461,-140571568.000000,902521.000
46,0.499489,-140513840.000000,902521.000
47,0.551486,-140403360.000000,901850.000
48,0.603591,-140333968.000000,901850.000
49,0.655874,-140295136.000000,902024.000
50,0.708144,-140424992.000000,902024.000
51,0.760236,-140363008.000000,902181.000
52,0.812262,-140129376.000000,902181.000
53,0.864500,-140104400.000000,901860.000
54,0.916488,-140080752.000000,901699.000
55,0.968673,-140087376.000000,901699.000
56,1.020819,-140113200.000000,902481.000
57,1.073193,-140078608.000000,902481.000
58,1.124908,-139084800.000000,902032.000
59,1.177269,-136703504.000000,902032.000
60,1.229389,-132604664.000000,901914.000
61,1.281645,-127253312.000000,901914.000
62,1.333649,-122722296.000000,902486.000
63,1.386036,-119359552.000000,902486.000
64,1.438073,-116157584.000000,902924.000
65,1.489973,-112803312.000000,902924.000
66,1.542141,-110333656.000000,902116.000
67,1.594262,-111250352.000000,902116.000
68,1.646433,-115051632.000000,906553.000
69,1.698482,-119196592.000000,906553.000
70,1.750801,-122885152.000000,909870.000
71,1.803207,-125933616.000000,909870.000
72,1.854927,-128608584.000000,909870.000
73,1.907082,-130978992.000000,909870.000
74,1.959328,-132738240.000000,909372.000
75,2.011668,-133818808.000000,909372.000
76,2.063480,-134486112.000000,909420.000
77,2.115489,-134937504.000000,908606.000
78,2.167706,-135857744.000000,908606.000
79,2.219884,-137165344.000000,908491.000
80,2.272413,-138206032.000000,908491.000
81,2.324178,-138886688.000000,907448.000
82,2.376484,-139317504.000000,907448.000
83,2.428308,-139607488.000000,907576.000
84,2.480576,-139886512.000000,907576.000
85,2.532489,-140144880.000000,907053.000
86,2.584805,-140285568.000000,907053.000
87,2.637103,-140410368.000000,907621.000
88,2.689134,-140527152.000000,907621.000
89,2.741207,-140578640.000000,907658.000
90,2.793828,-140594144.000000,907658.000
91,2.845577,-140571472.000000,907602.000
92,2.898291,-140418512.000000,907602.000
93,2.950010,-140308016.000000,908811.000
94,3.002327,-140396112.000000,908811.000
95,3.054266,-140454272.000000,908631.000
96,3.106300,-140455088.000000,908631.000
97,3.158181,-140468240.000000,908847.000
98,3.210351,-140473216.000000,908847.000
99,3.262721,-140467200.000000,908355.000
100,3.314798,-140469280.000000,905156.000
101,3.367000,-140479856.000000,905156.000
102,3.419184,-140420768.000000,904140.000
103,3.471011,-140366432.000000,904140.000
104,3.523408,-140364320.000000,904205.000
105,3.575622,-140342256.000000,904205.000
106,3.627625,-140310608.000000,903234.000
107,3.679635,-140280768.000000,903234.000
108,3.731759,-140260128.000000,904105.000
109,3.783762,-140224992.000000,904105.000
110,3.836181,-140202880.000000,903723.000
111,3.888516,-140200400.000000,903723.000
112,3.940256,-140193744.000000,903878.000
113,3.992674,-140256160.000000,903878.000
114,4.044563,-140330352.000000,903650.000
115,4.097136,-140320496.000000,903650.000
116,4.148860,-139242944.000000,903567.000
117,4.201321,-136677056.000000,903567.000
118,4.253300,-132305504.000000,903660.000
119,4.305312,-126904472.000000,903660.000
120,4.357571,-122576384.000000,904630.000
121,4.409710,-119462104.000000,904630.000
122,4.461628,-116131840.000000,905191.000
123,4.513941,-112449320.000000,905268.000
124,4.566312,-110226576.000000,905268.000
125,4.618254,-111434192.000000,905027.000
126,4.670023,-115304280.000000,905027.000
127,4.722166,-119412880.000000,904582.000
128,4.774302,-123123136.000000,904582.000
129,4.826580,-126316360.000000,904542.000
130,4.878620,-129062128.000000,904542.000
131,4.930831,-131498320.000000,903481.000
132,4.983172,-133048464.000000,903481.000
133,5.035082,-133840568.000000,903788.000
134,5.087207,-134520464.000000,903788.000
135,5.139273,-135036480.000000,904015.000
136,5.191403,-135961008.000000,904015.000
137,5.243567,-137277328.000000,903491.000
138,5.295868,-138261296.000000,903491.000
139,5.347885,-138885456.000000,904246.000
140,5.400222,-139687360.000000,904246.000
141,5.452220,-139957424.000000,904614.000
142,5.504477,-139782944.000000,904614.000
143,5.556650,-139978096.000000,904232.000
144,5.608497,-140154608.000000,905088.000
145,5.660853,-140301632.000000,905088.000
146,5.713285,-140448512.000000,903918.000
147,5.764867,-140543472.000000,903918.000
148,5.817337,-140575584.000000,904273.000
149,5.869142,-140582496.000000,904273.000
150,5.921640,-140816624.000000,904452.000
151,5.973406,-140742144.000000,904452.000
152,6.025794,-140437328.000000,905561.000
153,6.077913,-140435104.000000,905561.000
154,6.129868,-140420576.000000,905030.000
155,6.182353,-140416992.000000,905030.000
156,6.234340,-140405584.000000,905142.000
157,6.286358,-140368736.000000,905142.000
158,6.338408,-140338000.000000,904286.000
159,6.390676,-140447520.000000,904286.000
160,6.443003,-140415536.000000,904809.000
161,6.494930,-140181408.000000,904809.000
162,6.547178,-140124480.000000,904496.000
163,6.599009,-140117696.000000,904496.000
164,6.651621,-140066864.000000,904780.000
165,6.703343,-140052304.000000,904780.000
166,6.755589,-140042512.000000,905915.000
167,6.807727,-140023296.000000,905272.000
168,6.860009,-140011856.000000,905272.000
169,6.911927,-140327120.000000,906280.000
170,6.963882,-140241088.000000,906280.000
171,7.016170,-139794624.000000,906986.000
172,7.068586,-139758576.000000,906986.000
173,7.120538,-139741728.000000,908435.000
174,7.173007,-138572768.000000,908435.000
175,7.224879,-135812016.000000,911124.000
176,7.276956,-131426664.000000,911124.000
177,7.329183,-126189280.000000,912900.000
178,7.381071,-122040392.000000,912900.000
179,7.537425,-111818352.000000,914623.000
180,7.590248,-109770136.000000,914623.000
181,7.641817,-111265624.000000,914073.000
182,7.694187,-115167704.000000,914073.000
183,7.746342,-119232632.000000,914368.000
184,7.798146,-122890488.000000,914368.000
185,7.850594,-126014920.000000,914716.000
186,7.902380,-128847320.000000,914716.000
187,7.954512,-131111352.000000,915598.000
188,8.006849,-132596496.000000,916487.000
189,8.059201,-133640784.000000,916487.000
190,8.111113,-134280432.000000,917558.000
191,8.163612,-134775728.000000,917558.000
192,8.215294,-135795760.000000,917476.000
193,8.267609,-137101120.000000,917476.000
194,8.319602,-138046416.000000,918232.000
195,8.371861,-138689296.000000,918232.000
196,8.423806,-139191104.000000,917591.000
197,8.475883,-139398656.000000,917591.000
198,8.528166,-139496880.000000,917221.000
199,8.580053,-139713440.000000,917221.000
200,8.632426,-139911088.000000,917267.000
201,8.684634,-140063680.000000,917267.000
202,8.788960,-140244880.000000,916911.000
203,8.841005,-140287056.000000,917319.000
204,8.893419,-140302000.000000,917319.000
205,8.945021,-140317200.000000,917708.000
206,8.997319,-140326112.000000,917708.000
207,9.049316,-140210032.000000,917706.000
208,9.101799,-140006352.000000,917706.000
209,9.153650,-139933520.000000,917545.000
210,9.205697,-139997616.000000,917880.000
211,9.257950,-140042832.000000,917880.000
212,9.310060,-140049968.000000,918342.000
213,9.362071,-140028448.000000,918342.000
214,9.414385,-140010160.000000,918569.000
215,9.466628,-139976224.000000,918569.000
216,9.518652,-139912624.000000,918335.000
217,9.570749,-139896896.000000,918335.000
218,9.622836,-139846896.000000,918353.000
219,9.675211,-139780464.000000,918353.000
220,9.727179,-139759728.000000,918245.000
221,9.779748,-139750016.000000,918245.000
222,9.831357,-139721344.000000,918996.000
223,9.883713,-139674256.000000,918996.000
224,9.935667,-139655376.000000,918582.000
225,9.987870,-139618912.000000,918582.000
226,10.039832,-139648368.000000,918321.000
227,10.091934,-139618848.000000,918321.000
228,10.144119,-139476480.000000,917763.000
229,10.196259,-138190144.000000,917763.000
230,10.248517,-135265584.000000,917762.000
231,10.300525,-130810256.000000,917762.000
232,10.353297,-125645032.000000,918572.000
233,10.404757,-121548696.000000,918621.000
234,10.456992,-118292152.000000,918621.000
235,10.509077,-114963536.000000,919280.000
236,10.561244,-111577864.000000,919280.000
237,10.613343,-109766904.000000,919740.000
238,10.665656,-111410728.000000,919740.000
239,10.717798,-115397856.000000,919717.000
240,10.769749,-119499144.000000,919717.000
241,10.821855,-123193864.000000,919353.000
242,10.874047,-126419624.000000,919353.000
243,10.926181,-129193336.000000,919255.000
244,10.978653,-131489376.000000,919255.000
245,11.030456,-132996064.000000,918409.000
246,11.082819,-133812728.000000,918409.000
247,11.134707,-134360448.000000,918949.000
248,11.187170,-134620944.000000,918949.000
249,11.239081,-135442448.000000,918478.000
250,11.291459,-136815904.000000,918478.000
251,11.343297,-137803840.000000,919232.000
252,11.395995,-138496624.000000,919232.000
253,11.447483,-138951760.000000,918469.000
254,11.500016,-139206064.000000,917833.000
255,11.551861,-139484048.000000,917833.000
256,11.604229,-139660368.000000,916847.000
257,11.656029,-139716448.000000,916847.000
258,11.708479,-139818768.000000,917642.000
259,11.760531,-139929584.000000,917642.000
260,11.813256,-140010928.000000,917559.000
261,11.864833,-140035120.000000,917559.000
262,11.917027,-140067088.000000,916710.000
263,11.969119,-140079792.000000,916710.000
264,12.021314,-140060928.000000,916336.000
265,12.073590,-140059168.000000,916336.000
266,12.125390,-140012256.000000,916813.000
267,12.177338,-139940144.000000,916813.000
268,12.229556,-139908208.000000,917002.000
269,12.281864,-139894256.000000,917002.000
270,12.334020,-139889280.000000,916051.000
271,12.386009,-139858976.000000,916051.000
272,12.438023,-139834208.000000,914417.000
273,12.490324,-139812608.000000,914417.000
274,12.542300,-139772848.000000,914591.000
275,12.594517,-139722880.000000,914591.000
276,12.646904,-139669264.000000,915705.000
277,12.698969,-139628048.000000,915248.000
278,12.750941,-139629344.000000,915248.000
279,12.802970,-139610784.000000,915570.000
280,12.855271,-139554464.000000,915570.000
281,12.907269,-139564416.000000,916417.000
282,12.959445,-139622960.000000,916417.000
283,13.011558,-139658352.000000,915829.000
284,13.063710,-139628624.000000,915829.000
285,13.116062,-139581184.000000,920168.000
286,13.168143,-139419968.000000,920168.000
287,13.220273,-137853824.000000,920593.000
288,13.272298,-134442752.000000,920593.000
289,13.324580,-129701992.000000,922954.000
290,13.376768,-124829648.000000,922954.000
291,13.428707,-120757008.000000,922939.000
292,13.480718,-117301024.000000,922939.000
293,13.532896,-114075544.000000,923760.000
294,13.585040,-110680640.000000,923760.000
295,13.637174,-109399440.000000,923462.000
296,13.689249,-111753336.000000,923462.000
297,13.741418,-115856128.000000,923060.000
