Muestra,Tiempo (s),Voltaje (V),Temperatura (°C)
144,5.743073,-141250448.000000,925660.000
145,5.795392,-141305984.000000,925427.000
146,5.847577,-141305664.000000,925427.000
147,5.899591,-140303040.000000,925584.000
148,5.951720,-137768224.000000,925584.000
149,6.003891,-133647152.000000,926381.000
150,6.056062,-128542168.000000,926381.000
151,6.108485,-124185640.000000,928167.000
152,6.160400,-120708640.000000,928167.000
153,6.212271,-117842056.000000,927727.000
154,6.264578,-114390792.000000,927727.000
155,6.316755,-111456472.000000,928202.000
156,6.369089,-112428240.000000,928241.000
157,6.421190,-116322512.000000,928241.000
158,6.473372,-120458584.000000,927698.000
159,6.525066,-124125896.000000,927698.000
160,6.577443,-127245144.000000,927301.000
161,6.629481,-129929392.000000,927301.000
162,6.681779,-132223552.000000,925837.000
163,6.733621,-134097216.000000,925837.000
164,6.785987,-135016528.000000,925722.000
165,6.838009,-135476080.000000,925722.000
166,6.890141,-135859840.000000,926245.000
167,6.942352,-136633280.000000,926245.000
168,6.994418,-137998912.000000,926847.000
169,7.046637,-139086624.000000,926847.000
170,7.098914,-139795344.000000,926450.000
171,7.151022,-140308000.000000,926450.000
172,7.202987,-140904400.000000,926452.000
173,7.255271,-141229216.000000,926452.000
174,7.307340,-141196192.000000,926076.000
175,7.359389,-141274816.000000,926076.000
176,7.463675,-138347744.000000,926549.000
177,7.515759,-134304752.000000,926807.000
178,7.568062,-129134952.000000,927569.000
179,7.620162,-124633880.000000,927569.000
180,7.672197,-121050656.000000,928772.000
181,7.724359,-117910560.000000,928772.000
182,7.776382,-114498888.000000,929066.000
183,7.828853,-111528136.000000,929066.000
184,7.880810,-112040376.000000,928884.000
185,7.933280,-115740592.000000,928884.000
186,7.985073,-119816784.000000,927345.000
187,8.037201,-123577096.000000,927345.000
188,8.089278,-126819376.000000,927721.000
189,8.141330,-129524192.000000,927721.000
190,8.193552,-131811576.000000,927431.000
191,8.245711,-133461104.000000,927431.000
192,8.297973,-134505360.000000,927078.000
193,8.350086,-135360768.000000,927078.000
194,8.402262,-135782608.000000,926942.000
195,8.454241,-136486048.000000,926942.000
196,8.506464,-137807312.000000,927920.000
197,8.558320,-138965696.000000,927920.000
198,8.610744,-139762752.000000,927786.000
199,8.662677,-140269232.000000,928224.000
200,8.715461,-140750512.000000,928224.000
201,8.767300,-141051456.000000,927023.000
202,8.819288,-141171184.000000,927023.000
203,8.871458,-141313888.000000,926663.000
204,8.923827,-140893088.000000,926663.000
205,8.975560,-138934384.000000,927051.000
206,9.027626,-135002944.000000,927051.000
207,9.080088,-129893968.000000,927495.000
208,9.132169,-125145896.000000,927495.000
209,9.184248,-121468592.000000,927764.000
210,9.236371,-118153432.000000,927764.000
211,9.288487,-114655096.000000,928305.000
212,9.340654,-111451920.000000,928305.000
213,9.392701,-111346296.000000,928706.000
214,9.496919,-118951504.000000,928346.000
215,9.549192,-122822144.000000,928346.000
216,9.601275,-126219176.000000,928430.000
217,9.653701,-129124248.000000,928430.000
218,9.705360,-131707704.000000,927940.000
219,9.757993,-133501240.000000,927940.000
220,9.809681,-134505136.000000,926675.000
221,9.861723,-135366240.000000,926633.000
222,9.913871,-135728896.000000,926633.000
223,9.966129,-136321216.000000,926752.000
224,10.018224,-137571616.000000,926752.000
225,10.070359,-138755648.000000,926444.000
226,10.122396,-139570016.000000,926444.000
227,10.174778,-140117600.000000,926287.000
228,10.226745,-140600784.000000,926287.000
229,10.278902,-140924192.000000,926783.000
230,10.331291,-141090400.000000,926783.000
231,10.383296,-141244048.000000,926126.000
232,10.435229,-141095424.000000,926126.000
233,10.487690,-139329264.000000,926214.000
234,10.539749,-135568592.000000,926214.000
235,10.591796,-130729008.000000,926435.000
236,10.644254,-125978240.000000,926435.000
237,10.696121,-122286192.000000,926559.000
238,10.748271,-119014288.000000,926559.000
239,10.800270,-115478928.000000,927504.000
240,10.852373,-111950336.000000,927504.000
241,10.904882,-111200184.000000,928142.000
242,10.956812,-114182120.000000,928142.000
243,11.008781,-118311720.000000,926752.000
244,11.060945,-122313552.000000,926425.000
245,11.113013,-125855896.000000,926425.000
246,11.165194,-128825024.000000,924972.000
247,11.217377,-131390000.000000,924972.000
248,11.269442,-133360416.000000,925125.000
249,11.321807,-134505824.000000,925125.000
250,11.374005,-135288720.000000,925839.000
251,11.425806,-135717104.000000,925839.000
252,11.478216,-136217952.000000,926014.000
253,11.530407,-137320688.000000,926014.000
254,11.582290,-138584720.000000,926343.000
255,11.634443,-139461552.000000,926343.000
256,11.686727,-140059184.000000,925438.000
257,11.738641,-140532128.000000,925438.000
258,11.790849,-140804976.000000,926203.000
259,11.843343,-141007056.000000,926203.000
260,11.895047,-141184432.000000,926363.000
261,11.947436,-141217856.000000,926363.000
262,11.999310,-139662128.000000,925817.000
263,12.051654,-136181056.000000,925817.000
264,12.104065,-131549360.000000,926570.000
265,12.155752,-126561240.000000,926570.000
266,12.207862,-122642952.000000,927241.000
267,12.260220,-119414920.000000,927765.000
268,12.312182,-115944232.000000,927765.000
269,12.364193,-112399192.000000,928200.000
270,12.416712,-111157904.000000,928200.000
271,12.468575,-113550008.000000,928115.000
272,12.520851,-117538064.000000,928115.000
273,12.572816,-121560912.000000,928426.000
274,12.624912,-125171904.000000,928426.000
275,12.729094,-130848088.000000,927051.000
276,12.781278,-132898664.000000,926815.000
277,12.833543,-134279232.000000,926815.000
278,12.885742,-135167056.000000,926793.000
279,12.937770,-135760352.000000,926793.000
280,12.990267,-136203472.000000,926326.000
281,13.041996,-137100192.000000,926326.000
282,13.094480,-138401264.000000,927357.000
283,13.146316,-139330320.000000,927357.000
284,13.198640,-139909264.000000,926241.000
285,13.250678,-140421664.000000,926241.000
286,13.302668,-140864784.000000,926786.000
287,13.354953,-141179424.000000,926649.000
288,13.407191,-141387408.000000,926649.000
289,13.459233,-141484176.000000,926561.000
290,13.511223,-140082080.000000,926561.000
291,13.563387,-136925104.000000,926351.000
292,13.615651,-132421776.000000,926351.000
293,13.667803,-127288760.000000,925993.000
294,13.719929,-123262352.000000,925993.000
295,13.772186,-119955880.000000,925032.000
296,13.824127,-116495712.000000,925032.000
297,13.876641,-112892528.000000,927716.000
298,13.928583,-111101656.000000,927716.000
299,13.980554,-112971872.000000,928471.000
300,14.032851,-116983408.000000,928471.000
301,14.084933,-121091968.000000,928086.000
302,14.136869,-124697256.000000,928086.000
303,14.189204,-127979096.000000,928068.000
304,14.241143,-130633504.000000,928068.000
305,14.293290,-132595720.000000,927362.000
306,14.345515,-134060944.000000,927362.000
307,14.397632,-134973984.000000,927783.000
308,14.449830,-135604304.000000,927783.000
309,14.501828,-135940416.000000,927265.000
310,14.554205,-136787808.000000,927004.000
311,14.606321,-138172240.000000,927004.000
312,14.658399,-139180048.000000,925689.000
313,14.710707,-140140160.000000,925689.000
314,14.763134,-140543200.000000,926034.000
315,14.814673,-140517104.000000,926034.000
316,14.866837,-140799248.000000,926598.000
317,14.919111,-141022384.000000,926598.000
318,14.971194,-141197504.000000,926045.000
319,15.023155,-140056976.000000,926045.000
320,15.075308,-137344144.000000,925981.000
321,15.127597,-133131552.000000,925981.000
322,15.179554,-128004064.000000,926917.000
323,15.231617,-123809528.000000,926917.000
324,15.283816,-120281792.000000,929013.000
325,15.335991,-116828312.000000,929013.000
326,15.388056,-113434312.000000,928737.000
327,15.440109,-111269824.000000,928737.000
328,15.492529,-112606464.000000,928458.000
329,15.544685,-116454144.000000,928458.000
330,15.596749,-120503296.000000,927314.000
331,15.648816,-124248552.000000,927314.000
332,15.701068,-127934920.000000,927203.000
333,15.753275,-130603064.000000,926281.000
334,15.805085,-132225152.000000,926281.000
335,15.857320,-133691280.000000,926475.000
336,15.909658,-134641856.000000,926475.000
337,15.961825,-135357360.000000,925766.000
338,16.013697,-135863216.000000,925766.000
339,16.065953,-136749152.000000,926315.000
340,16.118177,-138095712.000000,926315.000
341,16.170425,-139118224.000000,926228.000
342,16.222507,-140323488.000000,926228.000
343,16.274323,-140724448.000000,925830.000
344,16.326690,-140462592.000000,925830.000
345,16.378913,-140738192.000000,925289.000
346,16.430858,-140972176.000000,925289.000
347,16.483526,-141186288.000000,925423.000
348,16.535004,-140322048.000000,925423.000
349,16.587175,-137957712.000000,925605.000
350,16.639741,-133861920.000000,925605.000
351,16.691551,-128855432.000000,925896.000
352,16.743855,-124455672.000000,925896.000
353,16.795913,-120584008.000000,926092.000
354,16.848054,-117071784.000000,926092.000
355,16.900190,-113704320.000000,925896.000
356,16.952059,-111186872.000000,926240.000
357,17.004262,-112041776.000000,926240.000
358,17.056380,-115849080.000000,926970.000
359,17.108709,-119995464.000000,926970.000
360,17.160615,-123756552.000000,926091.000
361,17.212882,-127361184.000000,926091.000
362,17.265100,-130049424.000000,921211.000
363,17.369245,-133678736.000000,911026.000
364,17.421239,-134790320.000000,911026.000
365,17.473425,-135617712.000000,910449.000
366,17.525714,-135936016.000000,910449.000
367,17.577662,-136588560.000000,910217.000
368,17.630120,-137932544.000000,910217.000
369,17.682233,-139058720.000000,909603.000
370,17.734076,-139819184.000000,909603.000
371,17.786416,-140277616.000000,909169.000
372,17.838451,-140621328.000000,909169.000
373,17.890566,-140966992.000000,910443.000
374,17.942823,-141219760.000000,910443.000
375,17.994864,-141394032.000000,910887.000
376,18.047135,-140819824.000000,910887.000
377,18.099295,-138737968.000000,910502.000
378,18.151384,-134743584.000000,911253.000
379,18.203902,-129622400.000000,911253.000
380,18.255981,-125065872.000000,911099.000
381,18.307758,-121416480.000000,911099.000
382,18.359895,-118151040.000000,911820.000
383,18.411753,-114758168.000000,911820.000
384,18.516690,-111627032.000000,911926.000
385,18.568513,-115076160.000000,912704.000
386,18.620517,-119328360.000000,912704.000
387,18.672790,-123276904.000000,912547.000
388,18.724784,-126689720.000000,912547.000
389,18.776878,-129602808.000000,911337.000
390,18.829090,-132036568.000000,911337.000
391,18.881213,-133806544.000000,910610.000
392,18.933272,-134854112.000000,910610.000
393,18.985313,-135638304.000000,910931.000
394,19.037693,-135898416.000000,910931.000
395,19.089659,-136422624.000000,910829.000
396,19.141903,-137731808.000000,910829.000
397,19.194031,-138929968.000000,910928.000
398,19.246037,-139699024.000000,910220.000
399,19.298357,-140205312.000000,910220.000
400,19.350237,-140654688.000000,909255.000
401,19.402379,-140991184.000000,909255.000
402,19.454684,-141241296.000000,909709.000
403,19.506685,-141368928.000000,909709.000
404,19.558813,-141001472.000000,909882.000
405,19.611020,-139151536.000000,909882.000
406,19.663370,-135342240.000000,910107.000
407,19.715361,-130358208.000000,910107.000
408,19.767302,-125646376.000000,910502.000
409,19.819658,-121912024.000000,910502.000
410,19.871646,-118636720.000000,910992.000
411,19.923825,-115247624.000000,910992.000
412,19.976044,-111962616.000000,911494.000
413,20.028563,-111524832.000000,911494.000
414,20.080189,-114576016.000000,911822.000
415,20.132370,-118658544.000000,911822.000
416,20.184481,-122532592.000000,910523.000
417,20.236745,-126000088.000000,910523.000
418,20.289086,-129024904.000000,910423.000
419,20.340927,-131602472.000000,910423.000
420,20.393261,-133515072.000000,910332.000
421,20.445038,-134630384.000000,910417.000
422,20.497133,-135418160.000000,910417.000
423,20.549368,-135920384.000000,910950.000
424,20.601540,-136600272.000000,910950.000
425,20.653560,-137786000.000000,910793.000
426,20.705723,-138969280.000000,910793.000
427,20.757998,-139735856.000000,910183.000
428,20.810054,-140228896.000000,910183.000
429,20.862175,-140646368.000000,909981.000
430,20.914448,-140961952.000000,909981.000
431,20.966708,-141212608.000000,910845.000
432,21.018698,-141360112.000000,910845.000
433,21.122914,-139580544.000000,910436.000
434,21.175159,-135975008.000000,910704.000
435,21.227269,-131190280.000000,910704.000
436,21.279341,-126244320.000000,911724.000
437,21.331701,-122335776.000000,911724.000
438,21.383500,-119099904.000000,912526.000
439,21.435844,-115735336.000000,912526.000
440,21.487976,-112370488.000000,911593.000
441,21.539942,-111463816.000000,911593.000
442,21.592343,-114047840.000000,912154.000
443,21.644258,-118089424.000000,911772.000
444,21.696560,-122052616.000000,911772.000
445,21.748751,-125558536.000000,911253.000
446,21.800683,-128592416.000000,911253.000
447,21.852980,-131173984.000000,910976.000
448,21.904821,-133192744.000000,910976.000
449,21.957104,-134529088.000000,910922.000
450,22.009567,-135370272.000000,910922.000
451,22.061223,-135813312.000000,910725.000
452,22.113374,-136296576.000000,910725.000
453,22.165585,-137342608.000000,910239.000
454,22.217926,-138587008.000000,910239.000
455,22.270071,-139430416.000000,910387.000
456,22.321842,-139979136.000000,910387.000
457,22.374043,-140409072.000000,910425.000
458,22.426239,-140751360.000000,910425.000
459,22.478659,-141094032.000000,910821.000
460,22.530711,-141264384.000000,910821.000
461,22.583037,-141239328.000000,910404.000
462,22.634872,-139753184.000000,910404.000
463,22.686960,-136487872.000000,910440.000
464,22.739019,-131945216.000000,910440.000
465,22.791061,-126872792.000000,910416.000
466,22.843850,-122842400.000000,911474.000
467,22.895546,-119602664.000000,911474.000
468,22.947687,-116226720.000000,911660.000
469,22.999823,-112714800.000000,911660.000
470,23.052012,-111177128.000000,912883.000
471,23.104040,-113208760.000000,912883.000
472,23.156336,-117240720.000000,912074.000
473,23.208142,-121319096.000000,912074.000
474,23.260652,-124929800.000000,911677.000
475,23.312580,-127986880.000000,911677.000
476,23.364583,-130598984.000000,911422.000
477,23.416682,-132811288.000000,911422.000
478,23.469179,-134274112.000000,911855.000
479,23.521057,-135124992.000000,911855.000
480,23.573233,-135732896.000000,910883.000
481,23.625332,-136351728.000000,910883.000
482,23.677452,-137447024.000000,911298.000
483,23.729689,-138770944.000000,911298.000
484,23.781717,-139649344.000000,911352.000
485,23.833870,-140130144.000000,911352.000
486,23.886032,-140525120.000000,910854.000
487,23.938013,-140800016.000000,911209.000
488,23.990386,-140980992.000000,911209.000
489,24.042656,-141171664.000000,911655.000
490,24.094623,-141389728.000000,911655.000
491,24.146870,-140077584.000000,911117.000
492,24.198706,-137016768.000000,911117.000
493,24.251086,-132622664.000000,912321.000
494,24.303061,-127355816.000000,912321.000
495,24.355141,-123077048.000000,911948.000
496,24.407327,-119676536.000000,911948.000
497,24.459476,-116386960.000000,913012.000
498,24.511863,-112996392.000000,913012.000
499,24.563747,-110999048.000000,912390.000
500,24.616015,-112783832.000000,912390.000
501,24.668378,-116746480.000000,912667.000
502,24.720108,-120679392.000000,912667.000
503,24.772253,-124377088.000000,911988.000
504,24.824390,-127421784.000000,911988.000
505,24.876702,-130016432.000000,911527.000
506,24.928934,-132283688.000000,911527.000
507,24.981078,-133934600.000000,911234.000
508,25.085295,-135660272.000000,911372.000
509,25.137494,-136162272.000000,911945.000
510,25.189491,-136958480.000000,911945.000
511,25.241783,-138164016.000000,911118.000
512,25.293776,-139156512.000000,911118.000
513,25.345674,-139784608.000000,911502.000
514,25.397922,-140282288.000000,911502.000
515,25.450048,-140688576.000000,911528.000
516,25.501984,-140953312.000000,911528.000
517,25.554254,-141157072.000000,910877.000
518,25.606432,-141736944.000000,910877.000
519,25.658534,-140685104.000000,911322.000
520,25.710557,-137658256.000000,911322.000
521,25.762702,-133448856.000000,911780.000
522,25.814838,-128203032.000000,911780.000
523,25.866988,-123844952.000000,912793.000
524,25.919113,-120504080.000000,912793.000
525,25.971355,-117302816.000000,913138.000
526,26.023532,-113853640.000000,913138.000
527,26.075638,-111343072.000000,912806.000
528,26.127863,-112846104.000000,912806.000
529,26.180180,-116572304.000000,912764.000
530,26.232158,-120081048.000000,912764.000
531,26.284431,-123852128.000000,912544.000
532,26.336295,-127103520.000000,912168.000
533,26.388520,-129906704.000000,912168.000
534,26.440696,-132265056.000000,911717.000
535,26.493176,-133882248.000000,911717.000
536,26.544792,-134808048.000000,911446.000
537,26.597167,-135608736.000000,911446.000
538,26.649246,-135952208.000000,911371.000
539,26.701203,-136458384.000000,911371.000
540,26.753351,-137694016.000000,911141.000
541,26.805849,-138791696.000000,911141.000
542,26.857650,-139499216.000000,911659.000
543,26.909757,-140021808.000000,911659.000
544,26.962254,-140476320.000000,910668.000
545,27.014022,-140796896.000000,910668.000
546,27.066333,-141015040.000000,910658.000
547,27.118531,-141568016.000000,910658.000
548,27.170803,-140765440.000000,911068.000
549,27.222763,-138122080.000000,911068.000
550,27.274867,-134097752.000000,911595.000
551,27.326980,-128880592.000000,911595.000
552,27.379240,-124410512.000000,911825.000
553,27.431271,-120922216.000000,911825.000
554,27.483470,-117649144.000000,912505.000
555,27.535504,-114199088.000000,913324.000
556,27.587580,-111298480.000000,913324.000
557,27.639773,-111719792.000000,913615.000
558,27.691886,-115288056.000000,913615.000
559,27.743891,-119393680.000000,912904.000
560,27.796638,-123262232.000000,912904.000
561,27.848218,-126497392.000000,912148.000
562,27.900361,-129215128.000000,912148.000
563,27.952437,-131520424.000000,912329.000
564,28.004520,-133077176.000000,912329.000
565,28.056722,-134052928.000000,912353.000
566,28.109103,-134945168.000000,912353.000
567,28.161360,-135420064.000000,911617.000
568,28.213432,-136211280.000000,911617.000
569,28.265341,-137607392.000000,911848.000
570,28.369786,-139493456.000000,911706.000
571,28.421740,-139971072.000000,911706.000
572,28.473793,-140426896.000000,911199.000
573,28.526077,-140733376.000000,911199.000
574,28.578189,-140929264.000000,911654.000
575,28.630366,-141111424.000000,911654.000
576,28.682660,-140689536.000000,911031.000
577,28.734354,-138763488.000000,911058.000
578,28.786993,-134883808.000000,911058.000
579,28.838852,-129771584.000000,911809.000
580,28.891083,-125095928.000000,911809.000
581,28.943184,-121463504.000000,911889.000
582,28.995323,-118177176.000000,911889.000
583,29.047422,-114711504.000000,912187.000
584,29.099684,-111543656.000000,912187.000
585,29.151711,-111473872.000000,912719.000
586,29.203969,-114794304.000000,912719.000
587,29.255837,-118879616.000000,912213.000
588,29.308182,-122776448.000000,912213.000
589,29.360118,-126134936.000000,911923.000
590,29.412325,-128981568.000000,911923.000
591,29.464414,-131541024.000000,911701.000
592,29.516689,-133363240.000000,911701.000
593,29.568893,-134408272.000000,911510.000
594,29.620748,-135210336.000000,911510.000
595,29.673028,-135677552.000000,911422.000
596,29.725100,-136419088.000000,911422.000
597,29.777319,-137713008.000000,911828.000
598,29.829304,-138877168.000000,910772.000
599,29.881691,-139573072.000000,910772.000
600,29.933781,-140030400.000000,911588.000
601,29.985745,-140449696.000000,911588.000
602,30.037809,-140755408.000000,911283.000
603,30.090193,-140986096.000000,911283.000
604,30.142369,-141178448.000000,910476.000
605,30.194302,-141043040.000000,910476.000
606,30.246375,-139340720.000000,910870.000
607,30.298569,-135610720.000000,910870.000
608,30.350784,-130731792.000000,911163.000
609,30.403189,-125893000.000000,911163.000
610,30.455042,-122160744.000000,911918.000
611,30.507201,-118959264.000000,911918.000
612,30.559310,-115516368.000000,911895.000
613,30.611568,-112198056.000000,911895.000
614,30.663528,-111528960.000000,912245.000
615,30.715661,-114381600.000000,912245.000
616,30.767599,-118446624.000000,912691.000
617,30.820057,-122375496.000000,912691.000
618,30.872089,-125780568.000000,911929.000
619,30.924172,-128682896.000000,911929.000
620,30.976397,-131221984.000000,911514.000
621,31.028668,-133228656.000000,911333.000
622,31.080466,-134460400.000000,911333.000
623,31.132573,-135242592.000000,911079.000
624,31.184839,-135843600.000000,911079.000
625,31.237022,-136547024.000000,911460.000
626,31.289095,-137683296.000000,911460.000
627,31.393261,-139616368.000000,911382.000
628,31.445486,-139983744.000000,919967.000
629,31.497770,-140291904.000000,919967.000
630,31.549935,-140582928.000000,928098.000
631,31.602181,-140829568.000000,928098.000
632,31.654068,-141008592.000000,927852.000
633,31.706124,-141015872.000000,927852.000
634,31.758572,-139475408.000000,928605.000
635,31.810584,-136088528.000000,928605.000
636,31.862982,-131454496.000000,929046.000
637,31.914686,-126522824.000000,929046.000
638,31.967000,-122636376.000000,930169.000
639,32.019002,-119358056.000000,930169.000
640,32.071117,-115929488.000000,930290.000
641,32.123227,-112362744.000000,930290.000
642,32.175240,-111077544.000000,930120.000
643,32.227543,-113442808.000000,929700.000
644,32.279613,-117699544.000000,929700.000
645,32.331830,-121780896.000000,928724.000
646,32.383938,-125140952.000000,928724.000
647,32.436410,-128170536.000000,929004.000
648,32.488329,-130802032.000000,929004.000
649,32.540444,-132910280.000000,928003.000
650,32.644639,-134989008.000000,928078.000
651,32.696834,-135592608.000000,928078.000
652,32.749091,-136064160.000000,928546.000
653,32.801117,-137090240.000000,928546.000
654,32.853141,-138390880.000000,928656.000
655,32.905688,-139224816.000000,928656.000
656,33.009640,-140335376.000000,928461.000
657,33.061512,-140696944.000000,928342.000
658,33.113938,-140925952.000000,928342.000
659,33.166065,-141104048.000000,927878.000
660,33.218301,-141229168.000000,927878.000
661,33.270080,-139970160.000000,928027.000
662,33.322380,-136881840.000000,928027.000
663,33.374559,-132358264.000000,927471.000
664,33.426811,-127277840.000000,927198.000
665,33.478950,-123194568.000000,927198.000
666,33.531172,-119957208.000000,927583.000
667,33.583260,-116605976.000000,927583.000
668,33.635298,-112980528.000000,928196.000
669,33.687218,-111195368.000000,928196.000
670,33.739698,-113056280.000000,928110.000
671,33.791693,-117190984.000000,928110.000
672,33.843768,-121243928.000000,927207.000
673,33.895986,-124695072.000000,927207.000
674,33.948123,-127808592.000000,926777.000
675,34.000257,-130487200.000000,926777.000
676,34.052408,-132710248.000000,926656.000
677,34.104389,-134172112.000000,926656.000
678,34.156722,-135004224.000000,927811.000
679,34.208879,-135409728.000000,927811.000
680,34.261018,-135754240.000000,926569.000
681,34.313312,-136775824.000000,926569.000
682,34.365034,-137992704.000000,926864.000
683,34.417176,-138870928.000000,926864.000
684,34.469304,-139553968.000000,927583.000
685,34.521620,-140094528.000000,927583.000
686,34.573634,-140502304.000000,927645.000
687,34.625900,-140818912.000000,927791.000
688,34.677890,-141051104.000000,927791.000
689,34.730255,-141195664.000000,927106.000
690,34.782348,-140450800.000000,927106.000
691,34.834245,-137714800.000000,927373.000
692,34.886536,-132999200.000000,927373.000
693,34.938746,-127764688.000000,928086.000
694,34.990760,-123552856.000000,928086.000
695,35.095294,-116939920.000000,927743.000
