Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.000289,1,1,subida,-0.005717,-0.005708,1.974302,1.980885,0.000650,25.024988,0.0,0.0,0.0
0.069403,2,1,subida,-0.005713,-0.005707,1.974856,1.980885,0.000651,25.017603,0.0,0.0,0.0
0.123618,3,1,subida,-0.005710,-0.005707,1.975175,1.979899,0.000650,25.022974,0.0,0.0,0.0
0.203086,4,1,subida,-0.005707,-0.005708,1.975476,1.980671,0.000651,25.019861,0.0,0.0,0.0
0.285886,5,1,subida,-0.005723,-0.005707,1.974546,1.980748,0.000650,25.019861,0.0,0.0,0.0
0.397852,6,1,subida,-0.005700,-0.005708,1.974788,1.979425,0.000650,25.025476,0.0,0.0,0.0
0.493138,7,1,subida,-0.005696,-0.005705,1.975408,1.980247,0.000651,25.022913,0.0,0.0,0.0
0.575615,8,1,subida,-0.005694,-0.005707,1.974138,1.981052,0.000650,25.032221,0.0,0.0,0.0
0.619825,9,1,subida,-0.005727,-0.005708,1.974138,1.981100,0.000650,25.029047,0.0,0.001,0.0
0.653477,10,1,subida,-0.005691,-0.005707,1.974525,1.979911,0.000651,25.029047,0.0,0.0,0.0
0.735949,11,1,subida,-0.005688,-0.005707,1.975440,1.979899,0.000650,25.020105,0.0,-0.0,0.0
0.794864,12,1,subida,-0.005686,-0.005707,1.974239,1.981279,0.000650,25.026209,0.0,0.0,0.0
0.891049,13,1,subida,-0.005684,-0.005706,1.973929,1.979765,0.000650,25.020533,0.0,0.0,0.0
0.952988,14,1,subida,-0.005726,-0.005707,1.975565,1.979765,0.000650,25.026026,0.0,0.001,0.0
1.004082,15,1,subida,-0.005726,-0.005706,1.975884,1.981490,0.000651,25.017115,0.0,0.0,0.0
1.102467,16,1,subida,-0.005726,-0.005707,1.974445,1.980587,0.000650,25.025843,0.0,0.0,0.0
