Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.114425,2,1,subida,-0.005537,-0.005553,1.294410,1.956805,0.000617,30.000269,0.0,0.0,0.0
0.162836,3,1,subida,-0.005540,-0.005552,1.311594,1.956280,0.000618,29.994959,0.0,0.0,0.0
0.241497,4,1,subida,-0.005564,-0.005553,1.309847,1.956280,0.000618,29.994440,0.0,-0.0,0.0
0.292253,5,1,subida,-0.005580,-0.005563,1.348852,1.955971,0.000617,29.996485,0.0,0.0,0.0
0.372139,6,1,subida,-0.005562,-0.005553,1.299038,1.956656,0.000618,29.989130,0.0,0.0,0.0
0.484531,7,1,subida,-0.005561,-0.005551,1.289692,1.956641,0.000617,29.997950,0.0,0.0,0.0
0.560824,8,1,subida,-0.005561,-0.005552,1.343396,1.955273,0.000617,29.994501,0.0,0.0,0.0
0.723585,9,1,subida,-0.005557,-0.005551,1.341557,1.955950,0.000618,29.997889,0.0,-0.0,0.0
0.787360,10,1,subida,-0.005573,-0.005556,1.396429,1.955875,0.000618,29.997126,0.0,0.0,0.0
0.867521,11,1,subida,-0.005561,-0.005552,1.357775,1.955875,0.000617,29.999048,0.0,0.0,0.0
0.928869,12,1,subida,-0.005563,-0.005553,1.370382,1.956507,0.000617,29.991877,0.0,-0.0,0.0
0.993694,13,1,subida,-0.005549,-0.005551,1.307222,1.956507,0.000617,29.995081,0.0,0.0,0.0
1.140451,14,1,subida,-0.005543,-0.005552,1.316049,1.956361,0.000618,29.996180,0.0,0.0,0.0
1.268970,15,1,subida,-0.005568,-0.005552,1.287218,1.956441,0.000618,29.995722,0.0,0.0,0.0
1.423405,16,1,subida,-0.005570,-0.005551,1.327281,1.958027,0.000618,30.000269,0.0,-0.0,0.0
1.556459,17,1,subida,-0.005531,-0.005554,1.330539,1.956227,0.000618,29.994501,0.0,-0.001,0.0
1.619241,18,1,subida,-0.005572,-0.005554,1.317304,1.956227,0.000618,30.000330,0.0,0.0,0.0
1.675806,19,1,subida,-0.005572,-0.005554,1.326715,1.956951,0.000617,29.998468,0.0,0.0,0.0
1.744004,20,1,subida,-0.005529,-0.005553,1.321679,1.956951,0.000617,30.001032,0.0,-0.0,0.0
1.857346,21,1,subida,-0.005570,-0.005552,1.370835,1.955941,0.000617,29.999811,0.0,0.0,0.0
1.907641,22,1,subida,-0.005526,-0.005550,1.370835,1.955437,0.000618,29.999353,0.0,0.0,0.0
2.019377,23,1,subida,-0.005567,-0.005552,1.346659,1.957046,0.000618,30.000635,0.0,0.001,0.0
2.303518,24,1,subida,-0.005554,-0.005571,1.313519,1.956736,0.000618,29.993280,0.0,0.0,0.0
2.368844,25,1,subida,-0.005566,-0.005553,1.307287,1.956736,0.000618,29.998163,0.0,0.0,0.0
2.463749,26,1,subida,-0.005543,-0.005551,1.297828,1.956283,0.000618,29.998926,0.0,0.0,0.0
2.562706,27,1,subida,-0.005548,-0.005553,1.314806,1.957562,0.000618,29.990473,0.0,0.0,0.0
2.619106,28,1,subida,-0.005564,-0.005554,1.341917,1.957562,0.000618,29.998926,0.0,0.0,0.0
2.671917,29,1,subida,-0.005563,-0.005554,1.403534,1.955875,0.000618,29.999353,0.0,-0.0,0.0
2.752078,30,1,subida,-0.005553,-0.005553,1.356148,1.955875,0.000618,30.000269,0.0,-0.0,0.0
2.800727,31,1,subida,-0.005567,-0.005565,1.368668,1.957094,0.000618,29.998529,0.0,0.0,0.0
2.881897,32,1,subida,-0.005558,-0.005553,1.316901,1.956456,0.000618,29.994562,0.0,0.0,0.0
2.963512,33,1,subida,-0.005561,-0.005552,1.308166,1.956042,0.000618,30.006281,0.0,0.0,0.0
3.038176,34,1,subida,-0.005554,-0.005553,1.308166,1.957479,0.000618,29.997889,0.0,0.0,0.0
3.103496,35,1,subida,-0.005551,-0.005552,1.294699,1.957520,0.000618,30.000391,0.0,0.001,0.0
3.165498,36,1,subida,-0.005564,-0.005551,1.294699,1.955872,0.000618,29.993494,0.0,-0.0,0.0
3.202208,37,1,subida,-0.005547,-0.005552,1.342385,1.955291,0.000618,29.993494,0.0,0.0,0.0
3.249592,38,1,subida,-0.005567,-0.005552,1.317566,1.955291,0.000618,30.001276,0.0,-0.0,0.0
3.312836,39,1,subida,-0.005578,-0.005564,1.323970,1.957467,0.000618,29.992395,0.0,-0.0,0.0
3.390585,40,1,subida,-0.005568,-0.005551,1.286616,1.956021,0.000617,29.998926,0.0,0.0,0.0
3.473633,41,1,subida,-0.005569,-0.005550,1.321473,1.955613,0.000618,29.996027,0.0,-0.0,0.0
3.551284,42,1,subida,-0.005570,-0.005551,1.328715,1.957219,0.000618,30.002741,0.0,-0.0,0.0
3.618032,43,1,subida,-0.005530,-0.005551,1.284542,1.957219,0.000618,29.999811,0.0,0.0,0.0
3.693816,44,1,subida,-0.005529,-0.005553,1.323523,1.955959,0.000618,29.992334,0.0,0.0,0.0
