Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.000282,1,1,subida,-0.006123,-0.006125,2.077650,2.083366,0.000753,15.095881,0.0,-0.0,0.0
0.075584,2,1,subida,-0.006142,-0.006124,2.078971,2.083366,0.000754,15.103479,0.0,-0.0,0.0
0.106654,3,1,subida,-0.006120,-0.006124,2.078971,2.083951,0.000753,15.103479,0.0,0.0,0.0
0.158061,4,1,subida,-0.006143,-0.006124,2.078199,2.085315,0.000754,15.103479,0.0,-0.0,0.0
0.189004,5,1,subida,-0.006118,-0.006124,2.077230,2.085315,0.000753,15.101862,-0.0,0.0,0.0
0.231340,6,1,subida,-0.006144,-0.006125,2.077230,2.083658,0.000753,15.101343,0.0,-0.0,0.0
0.272794,7,1,subida,-0.006114,-0.006125,2.077749,2.083474,0.000753,15.101343,0.0,0.0,0.0
0.325776,8,1,subida,-0.006147,-0.006126,2.079450,2.083474,0.000754,15.108088,0.0,-0.0,0.0
0.357013,9,1,subida,-0.006113,-0.006125,2.079450,2.083766,0.000753,15.098261,0.0,0.0,0.0
0.420883,10,1,subida,-0.006109,-0.006124,2.077239,2.084407,0.000753,15.104181,0.0,-0.001,0.0
0.493918,11,1,subida,-0.006145,-0.006123,2.077239,2.084171,0.000753,15.099146,0.0,-0.0,0.0
0.525738,12,1,subida,-0.006107,-0.006124,2.077308,2.083396,0.000754,15.099146,0.0,0.0,0.0
0.578254,13,1,subida,-0.006145,-0.006123,2.078631,2.083396,0.000753,15.106806,0.0,-0.0,0.0
0.620505,14,1,subida,-0.006105,-0.006124,2.078631,2.083462,0.000754,15.102930,0.0,-0.0,0.0
0.652484,15,1,subida,-0.006146,-0.006125,2.078711,2.084964,0.000754,15.102930,0.0,-0.0,0.0
0.715873,16,1,subida,-0.006145,-0.006124,2.077516,2.084186,0.000753,15.102533,0.0,-0.0,0.0
0.789502,17,1,subida,-0.006148,-0.006126,2.079033,2.084111,0.000753,15.102167,0.0,0.0,0.0
0.872736,18,1,subida,-0.006104,-0.006125,2.079033,2.083623,0.000754,15.098475,0.0,-0.0,0.0
0.903862,19,1,subida,-0.006145,-0.006125,2.078461,2.084290,0.000753,15.098475,-0.0,0.0,0.0
0.946443,20,1,subida,-0.006102,-0.006124,2.077752,2.084290,0.000753,15.107508,0.0,-0.0,0.0
0.987745,21,1,subida,-0.006143,-0.006124,2.077752,2.084717,0.000754,15.097132,-0.0,0.0,0.0
1.040021,22,1,subida,-0.006143,-0.006124,2.078178,2.084210,0.000753,15.102411,0.0,0.0,0.0
1.114136,23,1,subida,-0.006104,-0.006124,2.078178,2.083155,0.000753,15.097712,0.0,-0.0,0.0
1.167070,24,1,subida,-0.006105,-0.006125,2.078109,2.084272,0.000753,15.107752,0.0,-0.0,0.0
1.240615,25,1,subida,-0.006142,-0.006124,2.078109,2.085059,0.000753,15.100550,0.0,-0.0,0.0
1.282374,26,1,subida,-0.006108,-0.006126,2.077183,2.084049,0.000753,15.100550,0.0,0.0,0.0
1.344837,27,1,subida,-0.006110,-0.006126,2.077683,2.082821,0.000754,15.105066,0.0,-0.001,0.0
1.407532,28,1,subida,-0.006140,-0.006123,2.078345,2.084162,0.000753,15.105066,0.0,-0.0,0.0
1.460618,29,1,subida,-0.006140,-0.006124,2.078413,2.085181,0.000753,15.095057,0.0,0.0,0.0
1.534063,30,1,subida,-0.006113,-0.006125,2.078026,2.084702,0.000754,15.095057,0.0,0.0,0.0
1.575840,31,1,subida,-0.006140,-0.006124,2.078124,2.084702,0.000753,15.098078,0.0,-0.0,0.0
1.618013,32,1,subida,-0.006116,-0.006124,2.078124,2.083557,0.000754,15.098261,0.0,0.0,0.0
1.669874,33,1,subida,-0.006118,-0.006124,2.078050,2.083843,0.000754,15.101923,0.0,-0.0,0.0
1.733090,34,1,subida,-0.006139,-0.006124,2.078050,2.085095,0.000753,15.107569,0.0,-0.0,0.0
1.785750,35,1,subida,-0.006122,-0.006126,2.077665,2.084353,0.000754,15.107569,0.0,-0.0,0.0
1.838287,36,1,subida,-0.006124,-0.006127,2.077671,2.083292,0.000754,15.097589,0.0,0.0,0.0
1.901495,37,1,subida,-0.006138,-0.006125,2.078595,2.083304,0.000753,15.097589,0.0,-0.001,0.0
1.952980,38,1,subida,-0.006125,-0.006125,2.078613,2.083304,0.000754,15.109003,0.0,-0.0,0.0
1.995410,39,1,subida,-0.006136,-0.006123,2.078613,2.084538,0.000753,15.099726,0.0,0.0,0.0
2.026392,40,1,subida,-0.006127,-0.006124,2.078100,2.084597,0.000754,15.099726,0.0,-0.0,0.0
2.069037,41,1,subida,-0.006135,-0.006124,2.077671,2.084597,0.000754,15.104181,0.0,-0.0,0.0
2.111714,42,1,subida,-0.006130,-0.006124,2.077671,2.084481,0.000754,15.104303,0.0,-0.0,0.0
2.153911,43,1,subida,-0.006135,-0.006125,2.078947,2.083501,0.000754,15.104303,0.0,0.0,0.0
2.195806,44,1,subida,-0.006133,-0.006125,2.078619,2.083501,0.000754,15.098902,0.0,-0.0,0.0
2.248047,45,1,subida,-0.006133,-0.006124,2.078619,2.085000,0.000753,15.101679,0.0,-0.0,0.0
2.289909,46,1,subida,-0.006136,-0.006127,2.077266,2.084284,0.000753,15.101679,0.0,-0.0,0.0
2.321371,47,1,subida,-0.006134,-0.006127,2.076950,2.084284,0.000753,15.097956,0.0,-0.0,0.0
2.363543,48,1,subida,-0.006138,-0.006125,2.076950,2.083098,0.000753,15.103479,0.0,-0.0,0.0
2.416484,49,1,subida,-0.006128,-0.006124,2.078008,2.082675,0.000753,15.103479,0.0,0.0,0.0
