Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.071649,2,1,subida,-0.005744,-0.005744,1.975500,1.980462,0.000650,25.004663,0.0,-0.001,0.0
0.116923,3,1,subida,-0.005747,-0.005743,1.975455,1.981794,0.000651,24.999170,0.0,-0.0,0.0
0.194220,4,1,subida,-0.005755,-0.005745,1.974802,1.981794,0.000650,25.007685,0.0,-0.001,0.0
0.293481,5,1,subida,-0.005751,-0.005743,1.975533,1.980510,0.000650,25.003443,0.0,-0.001,0.0
0.404878,6,1,subida,-0.005754,-0.005744,1.975515,1.981767,0.000650,24.999964,0.0,0.0,0.0
0.444117,7,1,subida,-0.005748,-0.005744,1.974180,1.981767,0.000650,25.003016,0.0,-0.001,0.0
0.497026,8,1,subida,-0.005745,-0.005743,1.975634,1.980107,0.000650,25.004480,0.0,0.0,0.0
0.581316,9,1,subida,-0.005744,-0.005745,1.975867,1.981595,0.000650,25.000269,0.0,0.0,0.0
0.726385,10,1,subida,-0.005762,-0.005744,1.974615,1.981013,0.000650,25.001673,0.0,0.0,0.0
0.803946,11,1,subida,-0.005763,-0.005743,1.976582,1.980018,0.000651,25.007563,0.0,0.0,0.0
0.864873,12,1,subida,-0.005733,-0.005743,1.976582,1.981410,0.000651,25.003504,0.0,-0.0,0.0
0.914473,13,1,subida,-0.005730,-0.005744,1.975065,1.981678,0.000650,25.006067,0.0,-0.001,0.0
0.996244,14,1,subida,-0.005726,-0.005742,1.975223,1.981317,0.000651,25.003077,0.0,-0.001,0.0
1.072217,15,1,subida,-0.005765,-0.005743,1.975509,1.981317,0.000650,25.007318,0.0,-0.001,0.0
1.118289,16,1,subida,-0.005724,-0.005743,1.975509,1.980689,0.000651,25.005030,0.0,0.0,0.0
1.172647,17,1,subida,-0.005723,-0.005743,1.974814,1.981949,0.000651,25.004480,0.0,-0.001,0.0
1.349569,18,1,subida,-0.005720,-0.005743,1.976167,1.980227,0.000651,25.001184,0.0,-0.001,0.0
1.441087,19,1,subida,-0.005722,-0.005744,1.975381,1.982042,0.000650,25.000147,0.0,0.0,0.0
1.541590,20,1,subida,-0.005762,-0.005744,1.975384,1.980414,0.000650,25.007013,0.0,0.0,0.0
1.619090,21,1,subida,-0.005722,-0.005742,1.975384,1.979806,0.000651,25.004175,0.0,0.0,0.0
1.663682,22,1,subida,-0.005724,-0.005742,1.975068,1.981112,0.000651,25.005457,0.0,-0.0,0.0
