Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.075326,2,1,subida,-0.005786,-0.005785,1.974063,1.981452,0.000667,20.060114,0.0,0.0,0.0
0.185718,3,1,subida,-0.005797,-0.005785,1.975756,1.980143,0.000667,20.067621,0.0,0.0,0.0
0.286465,4,1,subida,-0.005791,-0.005784,1.975351,1.982015,0.000668,20.058008,0.0,0.0,0.0
0.468497,5,1,subida,-0.005797,-0.005787,1.976629,1.981061,0.000668,20.059504,0.0,-0.0,0.0
0.556291,6,1,subida,-0.005804,-0.005792,1.976686,1.983237,0.000669,20.058558,0.0,0.0,0.0
0.618332,7,1,subida,-0.005794,-0.005789,1.975443,1.983237,0.000669,20.066248,0.0,0.0,0.0
0.684034,8,1,subida,-0.005790,-0.005789,1.977211,1.981320,0.000668,20.061365,0.0,0.0,0.0
0.750691,9,1,subida,-0.005788,-0.005789,1.977780,1.982891,0.000668,20.061487,0.0,0.0,0.0
0.845412,10,1,subida,-0.005785,-0.005789,1.975950,1.983633,0.000668,20.065882,0.0,0.0,0.0
0.901539,11,1,subida,-0.005808,-0.005789,1.975950,1.982679,0.000668,20.061823,0.0,-0.0,0.0
0.951581,12,1,subida,-0.005809,-0.005789,1.977696,1.981615,0.000669,20.061060,0.0,0.0,0.0
1.038150,13,1,subida,-0.005813,-0.005790,1.975247,1.982009,0.000668,20.061487,0.0,-0.0,0.0
1.116022,14,1,subida,-0.005776,-0.005788,1.974269,1.982009,0.000668,20.060755,0.0,0.0,0.0
1.207671,15,1,subida,-0.005808,-0.005786,1.975956,1.980247,0.000668,20.065424,0.0,0.0,0.0
1.302161,16,1,subida,-0.005809,-0.005786,1.977166,1.983433,0.000669,20.066370,0.0,0.0,0.0
1.373570,17,1,subida,-0.005811,-0.005790,1.976606,1.983040,0.000669,20.068293,0.0,-0.0,0.0
1.450626,18,1,subida,-0.005769,-0.005790,1.975440,1.981434,0.000668,20.068293,0.0,-0.0,0.0
1.502036,19,1,subida,-0.005766,-0.005789,1.976004,1.980936,0.000668,20.065760,0.0,0.0,0.0
1.624393,20,1,subida,-0.005807,-0.005787,1.975354,1.981878,0.000667,20.062555,0.0,0.0,0.0
1.701289,21,1,subida,-0.005765,-0.005786,1.974281,1.981234,0.000668,20.062555,0.0,0.0,0.0
1.767756,22,1,subida,-0.005765,-0.005787,1.975640,1.980486,0.000668,20.066065,0.0,0.0,0.0
1.833724,23,1,subida,-0.005766,-0.005786,1.975545,1.981669,0.000668,20.061823,0.0,0.0,0.0
1.916066,24,1,subida,-0.005768,-0.005787,1.973950,1.981079,0.000668,20.056940,0.0,0.0,0.0
2.068396,25,1,subida,-0.005804,-0.005787,1.975956,1.980519,0.000667,20.060236,0.0,-0.0,0.0
