Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.065982,2,1,subida,-0.006119,-0.006103,2.064278,2.071383,0.000744,15.097406,0.0,-0.001,0.0
0.108320,3,1,subida,-0.006087,-0.006104,2.063950,2.071455,0.000744,15.097406,0.0,-0.0,0.0
0.161198,4,1,subida,-0.006120,-0.006103,2.064293,2.071455,0.000744,15.100977,-0.0,0.0,0.0
0.192562,5,1,subida,-0.006088,-0.006103,2.064293,2.069380,0.000744,15.095057,0.0,0.0,0.0
0.235011,6,1,subida,-0.006118,-0.006103,2.064955,2.070432,0.000744,15.095057,0.0,0.0,0.0
0.276428,7,1,subida,-0.006089,-0.006102,2.063885,2.070432,0.000744,15.100855,0.0,0.0,0.0
0.318157,8,1,subida,-0.006119,-0.006104,2.063885,2.071508,0.000744,15.101923,-0.0,0.0,0.0
0.360118,9,1,subida,-0.006094,-0.006103,2.064022,2.071118,0.000744,15.101923,0.0,-0.0,0.0
0.411876,10,1,subida,-0.006117,-0.006103,2.064540,2.071118,0.000745,15.101618,0.0,0.0,0.0
0.454022,11,1,subida,-0.006095,-0.006102,2.064540,2.070233,0.000745,15.101923,0.0,-0.001,0.0
0.485752,12,1,subida,-0.006117,-0.006103,2.065348,2.070402,0.000744,15.101923,-0.0,0.0,0.0
0.538328,13,1,subida,-0.006116,-0.006104,2.064949,2.072089,0.000744,15.098261,0.0,-0.001,0.0
0.622766,14,1,subida,-0.006115,-0.006103,2.063411,2.071285,0.000744,15.100489,0.0,-0.001,0.0
0.706733,15,1,subida,-0.006113,-0.006102,2.066031,2.070799,0.000745,15.101465,0.0,-0.001,0.0
0.790731,16,1,subida,-0.006115,-0.006105,2.065017,2.071058,0.000744,15.102686,0.0,-0.001,0.0
0.863263,17,1,subida,-0.006110,-0.006104,2.064302,2.071225,0.000745,15.102686,0.0,-0.001,0.0
0.937137,18,1,subida,-0.006111,-0.006104,2.064070,2.070793,0.000744,15.098413,0.0,-0.001,0.0
