Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.000332,1,1,subida,-0.006334,-0.006314,2.102872,2.109578,0.000806,5.148157,0.0,0.002,0.0
0.088282,2,1,subida,-0.006333,-0.006311,2.103400,2.108722,0.000805,5.157709,0.0,0.002,0.0
0.150703,3,1,subida,-0.006296,-0.006310,2.103400,2.108505,0.000806,5.149347,0.0,0.001,0.0
0.192199,4,1,subida,-0.006332,-0.006312,2.103325,2.110209,0.000806,5.149347,0.0,0.001,0.0
0.233835,5,1,subida,-0.006294,-0.006311,2.102711,2.110209,0.000806,5.148157,0.0,0.002,0.0
0.276676,6,1,subida,-0.006332,-0.006311,2.102711,2.109768,0.000806,5.149042,0.0,0.001,0.0
0.329206,7,1,subida,-0.006333,-0.006312,2.103659,2.108904,0.000805,5.152734,0.0,0.002,0.0
0.402169,8,1,subida,-0.006294,-0.006315,2.103659,2.108871,0.000806,5.143823,0.0,0.002,0.0
0.443733,9,1,subida,-0.006336,-0.006316,2.103266,2.109560,0.000805,5.143823,0.0,0.001,0.0
0.485224,10,1,subida,-0.006295,-0.006314,2.102723,2.109560,0.000805,5.152002,0.0,0.002,0.0
0.526206,11,1,subida,-0.006333,-0.006312,2.102723,2.109268,0.000805,5.145654,0.0,0.001,0.0
0.589263,12,1,subida,-0.006331,-0.006311,2.103486,2.109286,0.000806,5.149103,0.0,0.001,0.0
0.651850,13,1,subida,-0.006290,-0.006311,2.103486,2.108284,0.000806,5.149988,0.0,0.002,0.0
0.704279,14,1,subida,-0.006291,-0.006311,2.103057,2.109604,0.000806,5.145593,0.0,0.002,0.0
0.777889,15,1,subida,-0.006329,-0.006311,2.103057,2.109655,0.000806,5.146722,0.0,0.001,0.0
0.840267,16,1,subida,-0.006329,-0.006311,2.103554,2.109217,0.000806,5.143396,0.0,0.001,0.0
0.924993,17,1,subida,-0.006333,-0.006315,2.103504,2.109384,0.000805,5.147913,0.0,0.001,0.0
0.987795,18,1,subida,-0.006299,-0.006314,2.103465,2.109384,0.000806,5.148035,0.0,0.002,0.0
1.019673,19,1,subida,-0.006329,-0.006313,2.103465,2.110239,0.000805,5.147150,0.0,0.001,0.0
1.061758,20,1,subida,-0.006298,-0.006312,2.102565,2.109512,0.000806,5.147150,0.0,0.002,0.0
1.113975,21,1,subida,-0.006327,-0.006311,2.102968,2.109512,0.000805,5.148279,0.0,0.001,0.0
1.145669,22,1,subida,-0.006299,-0.006311,2.102968,2.108579,0.000806,5.143976,0.0,0.001,0.0
1.187831,23,1,subida,-0.006327,-0.006312,2.103963,2.109652,0.000806,5.143976,0.0,0.002,0.0
1.229373,24,1,subida,-0.006301,-0.006312,2.103382,2.109652,0.000805,5.149927,0.0,0.001,0.0
1.271678,25,1,subida,-0.006306,-0.006314,2.102321,2.109512,0.000805,5.146661,0.0,0.002,0.0
1.356159,26,1,subida,-0.006327,-0.006312,2.102690,2.109512,0.000805,5.140375,0.0,0.001,0.0
1.399030,27,1,subida,-0.006309,-0.006315,2.102690,2.108284,0.000805,5.146905,0.0,0.001,0.0
1.441132,28,1,subida,-0.006330,-0.006317,2.103823,2.109143,0.000805,5.146905,0.0,0.002,0.0
1.515314,29,1,subida,-0.006326,-0.006313,2.103683,2.110090,0.000805,5.144342,0.0,0.001,0.0
1.568300,30,1,subida,-0.006312,-0.006312,2.102413,2.109554,0.000806,5.144342,0.0,0.001,0.0
1.610503,31,1,subida,-0.006324,-0.006311,2.102360,2.109554,0.000805,5.146539,0.0,0.001,0.0
1.651698,32,1,subida,-0.006313,-0.006312,2.102360,2.108827,0.000805,5.145715,0.0,0.001,0.0
1.704805,33,1,subida,-0.006323,-0.006312,2.103993,2.108856,0.000805,5.145715,0.001,0.0,0.0
1.746675,34,1,subida,-0.006315,-0.006311,2.103227,2.108856,0.000805,5.147974,0.0,0.001,0.0
1.778151,35,1,subida,-0.006322,-0.006312,2.103227,2.109649,0.000805,5.150537,0.002,0.0,0.0
1.831057,36,1,subida,-0.006318,-0.006312,2.102541,2.109572,0.000805,5.150537,0.0,0.001,0.0
1.862731,37,1,subida,-0.006321,-0.006311,2.102491,2.109572,0.000806,5.148614,0.002,0.0,0.0
1.916277,38,1,subida,-0.006322,-0.006315,2.102491,2.109205,0.000806,5.151941,0.0,0.001,0.0
1.947475,39,1,subida,-0.006323,-0.006316,2.103522,2.108263,0.000805,5.151941,0.001,0.0,0.0
1.989489,40,1,subida,-0.006325,-0.006314,2.103525,2.108263,0.000806,5.148553,0.0,0.001,0.0
2.031046,41,1,subida,-0.006318,-0.006313,2.103525,2.109482,0.000805,5.148096,0.0,0.002,0.0
2.105087,42,1,subida,-0.006314,-0.006311,2.102282,2.109804,0.000805,5.152002,0.002,0.0,0.0
2.166405,43,1,subida,-0.006324,-0.006311,2.102282,2.109435,0.000805,5.146020,0.0,0.001,0.0
2.206822,44,1,subida,-0.006311,-0.006311,2.103185,2.108320,0.000805,5.146020,0.0,0.002,0.0
2.237634,45,1,subida,-0.006326,-0.006311,2.103644,2.108320,0.000805,5.152734,0.0,0.001,0.0
2.278641,46,1,subida,-0.006309,-0.006311,2.103644,2.109214,0.000805,5.142389,0.0,0.002,0.0
2.320601,47,1,subida,-0.006327,-0.006311,2.102726,2.109607,0.000805,5.142389,0.0,0.001,0.0
2.362049,48,1,subida,-0.006307,-0.006311,2.102395,2.109607,0.000805,5.151178,0.0,0.002,0.0
2.404636,49,1,subida,-0.006332,-0.006314,2.102395,2.109226,0.000805,5.139886,0.0,0.001,0.0
2.447513,50,1,subida,-0.006308,-0.006316,2.102792,2.108511,0.000805,5.139886,0.0,0.002,0.0
2.489698,51,1,subida,-0.006334,-0.006314,2.103623,2.108511,0.000805,5.142908,0.0,0.001,0.0
2.563245,52,1,subida,-0.006332,-0.006312,2.102884,2.109655,0.000805,5.154626,0.0,0.002,0.0
2.637052,53,1,subida,-0.006332,-0.006312,2.102768,2.108982,0.000806,5.152246,0.0,0.001,0.0
2.710871,54,1,subida,-0.006332,-0.006310,2.103868,2.108886,0.000805,5.156061,0.0,0.001,0.0
2.784967,55,1,subida,-0.006294,-0.006311,2.103868,2.108630,0.000806,5.148675,0.0,0.001,0.0
2.827205,56,1,subida,-0.006332,-0.006311,2.102929,2.109679,0.000805,5.148675,0.0,0.002,0.0
2.868277,57,1,subida,-0.006292,-0.006311,2.102532,2.109679,0.000805,5.150995,0.0,0.001,0.0
2.910489,58,1,subida,-0.006334,-0.006314,2.102532,2.109396,0.000805,5.150049,0.0,0.002,0.0
2.963004,59,1,subida,-0.006336,-0.006315,2.103432,2.108591,0.000805,5.149927,0.0,0.001,0.0
3.046085,60,1,subida,-0.006332,-0.006312,2.103471,2.109449,0.000805,5.147211,0.0,0.001,0.0
3.119021,61,1,subida,-0.006290,-0.006311,2.102458,2.109449,0.000805,5.150232,0.0,0.002,0.0
3.169909,62,1,subida,-0.006330,-0.006310,2.102458,2.109199,0.000805,5.138513,0.0,0.002,0.0
