Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.038789,2,1,subida,-0.005846,-0.005863,1.999631,2.004366,0.000684,20.055323,0.0,-0.0,0.0
0.087071,3,1,subida,-0.005848,-0.005862,1.998904,2.005237,0.000684,20.055628,0.0,-0.001,0.0
0.159649,4,1,subida,-0.005879,-0.005862,1.998904,2.004739,0.000684,20.051813,0.0,0.0,0.0
0.224064,5,1,subida,-0.005877,-0.005861,1.999217,2.004945,0.000684,20.055750,0.0,0.0,0.0
0.286943,6,1,subida,-0.005851,-0.005862,1.999217,2.004554,0.000685,20.048761,0.0,-0.001,0.0
0.337138,7,1,subida,-0.005854,-0.005863,1.999440,2.004834,0.000685,20.054132,0.0,-0.0,0.0
0.463628,8,1,subida,-0.005877,-0.005863,1.999130,2.005281,0.000684,20.053644,0.0,0.0,0.0
0.536935,9,1,subida,-0.005859,-0.005863,1.999130,2.004173,0.000685,20.053186,0.0,0.0,0.0
0.570505,10,1,subida,-0.005877,-0.005863,1.999869,2.004980,0.000684,20.053186,0.0,-0.001,0.0
0.620080,11,1,subida,-0.005862,-0.005864,1.999169,2.004980,0.000684,20.052515,0.0,0.0,0.0
0.653697,12,1,subida,-0.005876,-0.005863,1.999169,2.005713,0.000684,20.053827,0.0,-0.0,0.0
0.703308,13,1,subida,-0.005863,-0.005863,1.998397,2.005708,0.000685,20.053827,0.0,0.0,0.0
0.736913,14,1,subida,-0.005875,-0.005862,1.998850,2.005708,0.000684,20.050318,0.0,-0.0,0.0
0.786812,15,1,subida,-0.005865,-0.005862,1.998850,2.004769,0.000685,20.054621,0.0,0.0,0.0
0.836977,16,1,subida,-0.005867,-0.005862,2.000033,2.003946,0.000685,20.054743,0.0,-0.001,0.0
0.937151,17,1,subida,-0.005871,-0.005863,1.998856,2.004593,0.000684,20.048120,0.0,0.0,0.0
1.003941,18,1,subida,-0.005871,-0.005862,1.998704,2.004593,0.000684,20.050135,0.0,-0.0,0.0
1.053563,19,1,subida,-0.005870,-0.005862,1.999530,2.004507,0.000684,20.050867,0.0,-0.0,0.0
1.119558,20,1,subida,-0.005876,-0.005864,1.998981,2.004507,0.000684,20.056116,0.0,0.0,0.0
1.169625,21,1,subida,-0.005868,-0.005862,1.998981,2.004882,0.000683,20.057489,0.0,0.0,0.0
1.236330,22,1,subida,-0.005864,-0.005861,1.997920,2.005740,0.000684,20.054438,0.0,-0.0,0.0
1.303705,23,1,subida,-0.005862,-0.005861,1.999723,2.004715,0.000684,20.052271,0.0,-0.001,0.0
1.386822,24,1,subida,-0.005861,-0.005862,2.000287,2.005115,0.000684,20.049128,0.0,-0.0,0.0
1.453640,25,1,subida,-0.005880,-0.005863,1.999148,2.005877,0.000685,20.049128,0.0,0.0,0.0
1.503598,26,1,subida,-0.005859,-0.005863,1.998159,2.005877,0.000684,20.054834,0.0,0.0,0.0
1.587127,27,1,subida,-0.005856,-0.005863,1.999589,2.004802,0.000685,20.051081,0.0,0.0,0.0
1.636962,28,1,subida,-0.005855,-0.005865,2.000370,2.005025,0.000685,20.056574,0.0,0.0,0.0
1.703547,29,1,subida,-0.005884,-0.005863,1.999261,2.006807,0.000685,20.056574,0.0,-0.0,0.0
1.759462,30,1,subida,-0.005883,-0.005862,1.997938,2.005210,0.000684,20.052393,0.0,-0.0,0.0
1.835545,31,1,subida,-0.005848,-0.005863,1.998945,2.004825,0.000684,20.052393,0.0,-0.0,0.0
1.886888,32,1,subida,-0.005846,-0.005862,2.000453,2.005436,0.000685,20.048883,-0.0,0.0,0.0
1.986497,33,1,subida,-0.005845,-0.005863,1.999518,2.006447,0.000685,20.049707,0.0,-0.001,0.0
2.036709,34,1,subida,-0.005886,-0.005864,1.999518,2.005317,0.000684,20.058741,-0.0,0.0,0.0
2.136878,35,1,subida,-0.005845,-0.005867,2.000543,2.004587,0.000685,20.051386,0.0,0.0,0.0
2.219568,36,1,subida,-0.005842,-0.005864,1.999166,2.006146,0.000684,20.052759,0.0,0.0,0.0
2.287048,37,1,subida,-0.005884,-0.005864,1.999166,2.005818,0.000684,20.051935,-0.0,0.0,0.0
2.336436,38,1,subida,-0.005842,-0.005863,1.998662,2.005290,0.000684,20.051935,0.0,0.0,0.0
2.386684,39,1,subida,-0.005842,-0.005863,1.999950,2.004513,0.000685,20.047815,0.0,-0.0,0.0
2.453233,40,1,subida,-0.005885,-0.005865,1.999366,2.005350,0.000684,20.047815,0.0,-0.0,0.0
2.524183,41,1,subida,-0.005882,-0.005864,1.999261,2.005046,0.000684,20.057001,-0.0,0.0,0.0
2.586839,42,1,subida,-0.005842,-0.005863,1.998495,2.005109,0.000684,20.057001,0.0,-0.0,0.0
2.636705,43,1,subida,-0.005845,-0.005865,1.999562,2.004360,0.000685,20.050867,0.0,-0.0,0.0
2.703277,44,1,subida,-0.005880,-0.005863,2.000075,2.005284,0.000684,20.050867,0.0,-0.0,0.0
2.820248,45,1,subida,-0.005847,-0.005863,1.999097,2.005562,0.000685,20.053370,0.0,-0.0,0.0
2.886543,46,1,subida,-0.005850,-0.005864,1.999521,2.004912,0.000685,20.048700,0.0,0.0,0.0
2.970115,47,1,subida,-0.005852,-0.005864,1.999252,2.005609,0.000684,20.053064,0.0,0.0,0.0
3.053370,48,1,subida,-0.005879,-0.005863,1.999252,2.005413,0.000684,20.055567,0.0,-0.0,0.0
3.086490,49,1,subida,-0.005854,-0.005864,1.998427,2.004867,0.000684,20.055567,0.0,-0.001,0.0
3.153161,50,1,subida,-0.005857,-0.005864,1.999422,2.004354,0.000685,20.051996,0.0,-0.0,0.0
3.202971,51,1,subida,-0.005878,-0.005863,1.999902,2.005225,0.000684,20.051996,0.0,0.0,0.0
3.263056,52,1,subida,-0.005857,-0.005863,2.000042,2.005225,0.000685,20.051386,0.0,-0.001,0.0
3.342080,53,1,subida,-0.005891,-0.005908,2.033549,2.039965,0.000707,20.054621,0.0,-0.001,0.0
3.386688,54,1,subida,-0.005939,-0.005932,2.033650,2.039873,0.000707,20.050959,0.0,0.0,0.0
3.469822,55,1,subida,-0.005962,-0.005953,2.035543,2.040693,0.000708,20.050959,0.0,0.0,0.0
3.519727,56,1,subida,-0.005970,-0.005958,2.035504,2.040782,0.000708,20.050135,0.0,-0.0,0.0
3.602290,57,1,subida,-0.005973,-0.005960,2.034082,2.040544,0.000708,20.054071,0.0,0.0,0.0
3.685762,58,1,subida,-0.005971,-0.005961,2.035236,2.040177,0.000708,20.053247,0.0,-0.0,0.0
3.758641,59,1,subida,-0.005969,-0.005961,2.034893,2.040177,0.000707,20.052698,0.0,-0.001,0.0
3.802108,60,1,subida,-0.005969,-0.005960,2.034893,2.040579,0.000708,20.055017,0.0,-0.001,0.0
3.836215,61,1,subida,-0.005970,-0.005961,2.033799,2.040597,0.000708,20.055017,0.0,-0.001,0.0
3.886287,62,1,subida,-0.005967,-0.005960,2.033394,2.040597,0.000707,20.055628,0.0,-0.0,0.0
3.986580,63,1,subida,-0.005974,-0.005960,2.035677,2.039709,0.000708,20.054071,0.0,-0.0,0.0
4.053240,64,1,subida,-0.005964,-0.005961,2.035677,2.041047,0.000708,20.053431,0.0,-0.001,0.0
4.086474,65,1,subida,-0.005976,-0.005962,2.034255,2.041366,0.000708,20.053431,0.0,0.0,0.0
4.136327,66,1,subida,-0.005964,-0.005962,2.033361,2.041366,0.000707,20.054499,0.0,-0.001,0.0
4.186406,67,1,subida,-0.005958,-0.005961,2.034139,2.039173,0.000708,20.044886,0.0,0.0,0.0
4.253084,68,1,subida,-0.005978,-0.005960,2.034985,2.039173,0.000707,20.050623,0.0,-0.0,0.0
4.324097,69,1,subida,-0.005979,-0.005960,2.033871,2.037012,0.000704,20.050501,0.0,0.0,0.0
4.403110,70,1,subida,-0.005932,-0.005920,1.998749,2.005010,0.000684,20.048517,0.0,0.0,0.0
4.472899,71,1,subida,-0.005880,-0.005884,1.999717,2.005419,0.000685,20.048517,0.0,-0.001,0.0
4.508560,72,1,subida,-0.005898,-0.005875,2.000489,2.005419,0.000685,20.055445,0.0,0.0,0.0
4.552812,73,1,subida,-0.005859,-0.005878,2.000489,2.031141,0.000684,20.053247,0.0,-0.001,0.0
4.586162,74,1,subida,-0.005894,-0.005873,1.999133,2.006325,0.000684,20.053247,0.0,0.0,0.0
