Sample Number,Time (s),TIVA Raw,TIVA Filtered,TIVA Temp
1,0.0004,-0.0030210000000000002,-0.003159,24.91
2,0.0007,-0.002831,-0.003128,24.91
3,0.0010,-0.00253,-0.0030710000000000004,24.91
4,0.0012,-0.0024210000000000004,-0.003009,24.91
5,0.0014,-0.0022280000000000004,-0.002935,24.91
6,0.0016,-0.002024,-0.0028480000000000003,24.91
7,0.0019,-0.001874,-0.002756,24.91
8,0.0021,-0.0017640000000000002,-0.002661,24.91
9,0.0023,-0.0020989999999999997,-0.002608,24.91
10,0.0024,-0.002606,-0.002608,24.91
11,0.0026,-0.002922,-0.002637,24.91
12,0.0028,-0.003314,-0.002702,24.91
13,0.0030,-0.003647,-0.0027919999999999998,24.91
14,0.0032,-0.003913000000000001,-0.002898,24.91
15,0.0035,-0.004139,-0.003016,24.91
16,0.0036,-0.003974,-0.003108,24.91
17,0.0039,-0.003091,-0.003106,24.91
18,0.0041,-0.0025080000000000002,-0.003049,24.91
19,0.0043,-0.002611,-0.003007,24.91
20,0.0045,-0.0024560000000000003,-0.002955,24.91
21,0.0182,-0.002113,-0.002875,24.91
22,0.0184,-0.0019470000000000004,-0.0027870000000000004,24.91
23,0.0187,-0.001833,-0.0026959999999999996,24.91
24,0.0189,-0.001657,-0.002597,24.91
25,0.0191,-0.0019700000000000004,-0.002537,24.91
26,0.0193,-0.002523,-0.002536,24.91
27,0.0196,-0.002842,-0.002565,24.91
28,0.0199,-0.003252,-0.00263,24.91
29,0.0203,-0.0037530000000000003,-0.0027370000000000003,24.91
30,0.0205,-0.004126,-0.002869,24.91
31,0.0207,-0.004312,-0.003007,24.91
32,0.0209,-0.004466,-0.003145,24.91
33,0.0211,-0.0032840000000000005,-0.003159,24.91
34,0.0213,-0.002582,-0.003104,24.91
35,0.0215,-0.0029230000000000003,-0.0030870000000000003,24.91
36,0.0217,-0.0024860000000000004,-0.003029,24.91
37,0.0219,-0.002213,-0.002952,24.91
