Time (s), TIVA Raw
0.000663, -0.00486533483
0.003161, -0.0048790141
0.005434, -0.00489919772
0.008083, -0.00490369042
0.010293, -0.00491427583
0.012751, -0.00499185873
0.014525, -0.00500349421
0.016789, -0.005000595
0.020207, -0.00498866196
0.02232, -0.00498525332
0.024164, -0.00499097537
0.025995, -0.00499945506
0.028313, -0.00500376848
0.030256, -0.00499815354
0.032013, -0.00499303638
0.033686, -0.00499304709
0.036011, -0.00500887213
0.039346, -0.00501081906
0.041399, -0.00495347799
0.043256, -0.00491674756
0.045916, -0.00488167768
0.047662, -0.00483474321
0.050107, -0.00476449122
0.052246, -0.00468737212
0.05459, -0.00461743399
0.056653, -0.00454946421
0.059256, -0.00448201131
0.061199, -0.00442130584
0.062913, -0.00437047984
0.064554, -0.0043268972
0.066151, -0.00428434275
0.068207, -0.00424219341
0.070626, -0.00419902754
0.072246, -0.00415710872
0.073825, -0.00411478849
0.075495, -0.00407008128
0.0772, -0.00402537221
0.079184, -0.00397876743
0.081105, -0.00393240572
0.082795, -0.00388801516
0.123816, -0.00385711551
0.176228, -0.00386719591
0.228234, -0.00391099322
0.280464, -0.00396185647
0.332907, -0.00402014795
0.384669, -0.00407783733
0.436715, -0.00415204977
0.488849, -0.00420894939
0.541006, -0.00426739128
0.593114, -0.00432378379
0.645321, -0.00437636766
0.697658, -0.00442767236
0.749506, -0.00447917729
0.801674, -0.00452731037
0.853955, -0.00457066344
0.906057, -0.00461265211
0.958236, -0.00465162843
1.01037, -0.00468638166
1.062485, -0.00471889367
1.11452, -0.00474729482
1.167292, -0.00477174483
1.218707, -0.00479206489
1.270835, -0.0048035928
1.322915, -0.00481215165
1.375429, -0.00482475059
1.427526, -0.00483565218
1.479578, -0.00483899563
1.531981, -0.00484108319
1.584172, -0.00484869442
1.635663, -0.00485418271
1.792367, -0.00485476292
1.844261, -0.00485441274
1.89684, -0.00485944561
1.948946, -0.00488446233
2.001047, -0.00489610759
2.052776, -0.00490218354
2.105048, -0.00491040386
2.157265, -0.0049219476
2.209379, -0.00493522314
2.261449, -0.00494880462
2.313462, -0.0049598678
2.366169, -0.00496964994
2.417765, -0.00497888959
2.469919, -0.00499176373
2.522136, -0.00499932514
2.574171, -0.00499363616
2.626278, -0.00498374737
2.678378, -0.00498176692
2.730664, -0.0049884417
2.782975, -0.00499783549
2.834923, -0.00499622896
2.991373, -0.00498900143
3.0434, -0.00498872483
3.095548, -0.00499157886
3.148311, -0.00499734189
3.199946, -0.0050022765
3.25206, -0.00500459363
3.304332, -0.00500596547
3.356413, -0.00500655174
3.408526, -0.00500858016
3.460461, -0.00500288605
3.512864, -0.00496344128
3.564777, -0.00491818133
3.616926, -0.00488269608
3.668971, -0.00484123872
3.721107, -0.00477230688
3.773194, -0.00469544949
3.825295, -0.00462402682
3.877581, -0.00455537065
3.929564, -0.00448997644
3.981754, -0.00443069078
4.034002, -0.00438109459
4.086005, -0.00433669611
4.138183, -0.0042936122
4.190405, -0.00425022374
4.242546, -0.00420764228
4.294888, -0.0041671181
4.346988, -0.00412493851
4.398895, -0.00408092467
4.451078, -0.00403628963
4.503098, -0.00399319455
4.555307, -0.00394794531
4.607834, -0.00389939919
4.659665, -0.00386203313
4.711717, -0.0038677426
4.763801, -0.00390876829
4.815959, -0.00395791372
4.868006, -0.00401563104
4.920137, -0.0040905252
4.972373, -0.00421948311
5.024459, -0.00435587065
5.076638, -0.00440678698
5.128764, -0.00445515429
5.180938, -0.00450321612
5.232984, -0.00454903068
5.285295, -0.00459199445
5.337636, -0.00463048228
5.389726, -0.00466590048
5.441478, -0.00470032729
5.493916, -0.00472915126
5.545846, -0.00475417496
5.598256, -0.00477675581
5.650147, -0.00479428051
5.702237, -0.00480452273
5.754489, -0.00481555378
5.806986, -0.0048284661
5.858993, -0.00483583193
5.910689, -0.00483755813
5.963059, -0.00484293373
6.015272, -0.00485347863
6.067147, -0.00485973712
6.11982, -0.00486038299
6.171524, -0.00486069079
6.223675, -0.00487751001
6.275737, -0.00488277105
6.32783, -0.00489289127
6.380008, -0.00490230089
6.432125, -0.00491242529
6.48427, -0.00492487801
6.536415, -0.00493749231
6.588519, -0.00495017366
6.640591, -0.00496061518
6.692685, -0.00496973795
6.744855, -0.00498089101
6.796999, -0.00499178282
6.849137, -0.00499549275
6.901255, -0.00498589454
6.953419, -0.00497936923
7.005533, -0.00498037552
7.057677, -0.00498897768
7.109788, -0.00499632954
7.161976, -0.00499405572
7.214093, -0.00499151833
7.26629, -0.00499129714
7.318448, -0.00499468995
7.370504, -0.00499901361
7.422737, -0.00500320177
7.474905, -0.00500598317
7.526808, -0.00500904303
7.57895, -0.00500878691
7.63118, -0.00501357484
7.683469, -0.00497392099
7.735519, -0.00492981867
7.787556, -0.00489365216
7.839905, -0.00485879415
7.891912, -0.00480219069
7.944277, -0.00472849421
7.996234, -0.00465496722
8.048223, -0.0045874468
8.100428, -0.00452078599
8.15242, -0.00445761065
8.204813, -0.00440491223
8.256823, -0.00435686204
8.308967, -0.00431385356
8.361202, -0.00427179317
8.413156, -0.0042283968
8.465326, -0.00418184045
8.5175, -0.00413651484
8.569515, -0.00409399066
8.621755, -0.00404936587
8.673736, -0.00400406867
8.726135, -0.00395786156
8.778285, -0.00391236413
8.830272, -0.00387170189
8.883145, -0.00386015209
8.934507, -0.00389308365
8.986989, -0.00394165702
9.038821, -0.00399805838
9.090948, -0.00405610771
9.143321, -0.00411526812
9.195459, -0.00417945208
9.247266, -0.00424193171
9.299424, -0.00430070701
9.351606, -0.00435576029
9.40369, -0.00440875859
9.455889, -0.00445944257
9.508074, -0.00450690649
9.560326, -0.00454913126
9.612385, -0.00458908593
9.664629, -0.00462620146
9.716658, -0.00465939193
9.769152, -0.00469107832
9.82096, -0.00472067575
9.873078, -0.00474751368
9.925282, -0.00476943096
9.977265, -0.00478805694
10.029446, -0.00479939719
10.081634, -0.00480830576
10.133628, -0.00482021458
10.185991, -0.00483008613
10.29014, -0.00483275251
10.342433, -0.00483537651
10.394619, -0.00484269438
10.446464, -0.00484784366
10.499268, -0.00484725274
10.550755, -0.00484748743
10.603184, -0.00485590752
10.655084, -0.00487148389
10.707417, -0.00488403905
10.759432, -0.00489460024
10.81191, -0.00490506459
10.96771, -0.00493693677
11.019981, -0.00496120471
11.072067, -0.00497240899
11.124276, -0.00498231407
11.176385, -0.00498899305
11.228377, -0.00498028751
11.280802, -0.00497142178
11.33294, -0.00497382367
11.385056, -0.00498010823
11.437234, -0.00498602678
11.489139, -0.00498262932
11.541269, -0.00497500179
11.593587, -0.00497087975
11.645697, -0.00497202901
11.697951, -0.00497622182
11.749776, -0.00498008774
11.802032, -0.00498185819
11.85429, -0.00498405843
11.90647, -0.00498522445
11.958706, -0.00498509267
12.010639, -0.00497346138
12.062819, -0.00492422888
12.114841, -0.00488999299
12.166879, -0.00486238813
12.218969, -0.00481934333
12.271123, -0.00475004687
12.323272, -0.00467444397
12.37543, -0.00460579711
12.427489, -0.00453840894
12.479654, -0.00447270367
12.531711, -0.00441272137
12.583871, -0.00436281459
12.636012, -0.00431732833
12.688384, -0.00427397573
12.740469, -0.00423391722
12.792576, -0.00418934831
12.844571, -0.00414490327
12.896726, -0.00409974297
12.948956, -0.00405610166
13.000947, -0.00401117373
13.053291, -0.0039651338
13.105366, -0.00391840841
13.15732, -0.00387227023
13.20948, -0.00384271354
13.366, -0.00385571597
13.418325, -0.00389796961
13.470254, -0.00395017629
13.522544, -0.00400903448
13.574514, -0.00406737765
13.626706, -0.00412806635
13.678773, -0.00419428851
13.73123, -0.00425813207
13.782905, -0.00431775161
13.835208, -0.00437243934
13.887289, -0.00442405929
13.939681, -0.00447481591
13.991692, -0.00452173687
14.043877, -0.00456516258
14.095813, -0.00460471073
14.147966, -0.00464141368
14.200225, -0.0046762824
14.252173, -0.00470765773
14.304377, -0.00473458599
14.356693, -0.00475485762
14.409177, -0.00477420492
14.460879, -0.00478677032
14.512754, -0.00479498133
14.617258, -0.00480426661
14.66926, -0.00481683854
14.721325, -0.00482646701
14.773506, -0.00482889683
14.825633, -0.00482831615
14.877774, -0.00483540026
14.930045, -0.00484316097
14.982032, -0.00484322849
15.03419, -0.00484531139
