Time (s), TIVA Raw
0.000663, -0.00489704823
0.003161, -0.00494046555
0.005434, -0.00498175527
0.008083, -0.00501992926
0.010293, -0.00505501963
0.012751, -0.00517869973
0.014525, -0.00517992954
0.016789, -0.00518461735
0.020207, -0.00519770104
0.02232, -0.00521565042
0.024164, -0.0052094087
0.025995, -0.00520595908
0.028313, -0.00520935095
0.030256, -0.00521739805
0.032013, -0.00522535666
0.033686, -0.00523488875
0.036011, -0.00529501633
0.039346, -0.00532538769
0.041399, -0.00535276345
0.043256, -0.00536556588
0.045916, -0.00537702674
0.047662, -0.00538834184
0.050107, -0.00539505481
0.052246, -0.00538465147
0.05459, -0.00536996964
0.056653, -0.00536525063
0.059256, -0.00536986486
0.061199, -0.00537690008
0.062913, -0.00538169592
0.064554, -0.00538627384
0.066151, -0.00538873346
0.068207, -0.00539113674
0.070626, -0.0053902883
0.072246, -0.00538902031
0.073825, -0.00539113348
0.075495, -0.00539144407
0.0772, -0.00539196934
0.079184, -0.00539395399
0.081105, -0.00539748463
0.082795, -0.0054001403
0.123816, -0.00539735471
0.176228, -0.00538456765
0.228234, -0.00537651637
0.280464, -0.00537363486
0.332907, -0.00537656294
0.384669, -0.00537436082
0.436715, -0.00537126185
0.488849, -0.00537094892
0.541006, -0.00537045858
0.593114, -0.00536842457
0.645321, -0.00536658195
0.697658, -0.00536487298
0.749506, -0.00536513281
0.801674, -0.00536501314
0.853955, -0.00536335026
0.906057, -0.0053597996
0.958236, -0.00535626523
1.01037, -0.00534994248
1.062485, -0.00534521602
1.11452, -0.00534251658
1.167292, -0.00534072844
1.218707, -0.00533951725
1.270835, -0.00533794471
1.322915, -0.00533406902
1.375429, -0.00533043686
1.427526, -0.00532817794
1.479578, -0.00532568851
1.531981, -0.00532179838
1.584172, -0.00531956832
1.635663, -0.00531692802
1.792367, -0.00531407725
1.844261, -0.00531236641
1.89684, -0.00530918501
1.948946, -0.00530627183
2.001047, -0.00530398357
2.052776, -0.00530156912
2.105048, -0.00530090788
