0.0005,-0.00717
0.0008,-0.007171
0.0011,-0.00717
0.0014,-0.007169000000000001
0.0016,-0.007169000000000001
0.0020,-0.007169000000000001
0.0022,-0.00717
0.0025,-0.00717
0.0027,-0.007172
0.0030,-0.007171
0.0032,-0.00717
0.0034,-0.007169000000000001
0.0037,-0.007168000000000001
0.0039,-0.007167000000000001
0.0041,-0.0071660000000000005
0.0043,-0.0071660000000000005
0.0045,-0.007167000000000001
0.0047,-0.0071660000000000005
0.0049,-0.0071660000000000005
0.0051,-0.0071660000000000005
0.0188,-0.007167000000000001
0.0190,-0.007168000000000001
0.0193,-0.007169000000000001
0.0195,-0.00717
0.0197,-0.00717
0.0200,-0.007169000000000001
0.0202,-0.007168000000000001
0.0204,-0.007167000000000001
0.0207,-0.007167000000000001
0.0209,-0.007168000000000001
0.0212,-0.007168000000000001
0.0214,-0.007168000000000001
0.0216,-0.007167000000000001
0.0218,-0.007167000000000001
0.0220,-0.007167000000000001
0.0223,-0.007167000000000001
0.0225,-0.007167000000000001
0.0227,-0.007168000000000001
0.0229,-0.007167000000000001
0.0232,-0.007167000000000001
0.0366,-0.007167000000000001
0.0868,-0.007167000000000001
0.1372,-0.007167000000000001
0.1875,-0.0071660000000000005
0.2378,-0.007165
0.2881,-0.0071660000000000005
0.3384,-0.007168000000000001
0.3887,-0.007168000000000001
0.4391,-0.007168000000000001
0.4894,-0.007167000000000001
0.5398,-0.007168000000000001
0.5903,-0.007168000000000001
0.6403,-0.007167000000000001
0.6903,-0.007167000000000001
0.7403,-0.007168000000000001
0.7906,-0.007167000000000001
0.8409,-0.0071660000000000005
0.8915,-0.007165
0.9419,-0.0071660000000000005
0.9917,-0.0071660000000000005
1.0421,-0.007167000000000001
1.0928,-0.007167000000000001
1.1427,-0.007167000000000001
1.1929,-0.0071660000000000005
1.2432,-0.0071660000000000005
1.2933,-0.0071660000000000005
1.3440,-0.0071660000000000005
1.3943,-0.0071660000000000005
1.4443,-0.0071660000000000005
1.4946,-0.0071660000000000005
1.5453,-0.0071660000000000005
1.5955,-0.0071660000000000005
1.6453,-0.0071660000000000005
1.6960,-0.0071660000000000005
