Time (s), TIVA Raw
0.000663, -0.00398047152
0.003161, -0.003283694678
0.005434, -0.002846111311
0.008083, -0.002569450298
0.010293, -0.002364228276
0.012751, -0.002182462486
0.014525, -0.001999685192
0.016789, -0.001907712431
0.020207, -0.002109220368
0.02232, -0.002583096502
0.024164, -0.003137129243
0.025995, -0.003642378724
0.028313, -0.004052003496
0.030256, -0.004393021518
0.032013, -0.004366739595
0.033686, -0.003816790704
0.036011, -0.003173488949
0.039346, -0.002743135265
0.041399, -0.002471002226
0.043256, -0.002273783612
0.045916, -0.002096432581
0.047662, -0.001913558226
0.050107, -0.001889340929
0.052246, -0.002191649692
0.05459, -0.002721277415
0.056653, -0.00328634982
0.059256, -0.003782546555
0.061199, -0.004202598357
0.062913, -0.004559680529
0.064554, -0.004517634225
0.066151, -0.003907908977
0.068207, -0.003218083875
0.070626, -0.002776725742
0.072246, -0.002502627322
0.073825, -0.002299949265
0.075495, -0.002120131976
0.0772, -0.001938026544
0.079184, -0.001865774102
0.081105, -0.002097175748
0.082795, -0.002592902747
0.123816, -0.003150481207
0.176228, -0.003653462627
0.228234, -0.004070203286
0.280464, -0.004411166883
0.332907, -0.004325710761
0.384669, -0.00373746152
0.436715, -0.003108875244
0.488849, -0.002678344317
0.541006, -0.002416815551
0.593114, -0.002218640439
0.645321, -0.002035080543
0.697658, -0.001852708083
0.749506, -0.001852738496
0.801674, -0.002188944927
0.853955, -0.002736144234
0.906057, -0.003306350554
0.958236, -0.003800665436
1.01037, -0.004222487332
1.062485, -0.004575768253
1.11452, -0.00446438673
1.167292, -0.00383195671
1.218707, -0.003180102503
1.270835, -0.00274107093
1.322915, -0.002475968213
1.375429, -0.002276205632
1.427526, -0.002091370116
1.479578, -0.001905381505
1.531981, -0.001855262672
1.584172, -0.002113591181
1.635663, -0.0026168779
1.792367, -0.004101750674
1.844261, -0.004437569005
1.89684, -0.004295944527
1.948946, -0.003678405192
2.001047, -0.003083120391
2.052776, -0.002655053977
2.105048, -0.002385239641
2.157265, -0.002187127102
2.209379, -0.002010110766
2.261449, -0.001834182767
2.313462, -0.001861378987
2.366169, -0.002221386967
2.417765, -0.002767167462
2.469919, -0.003335167712
2.522136, -0.00382685801
2.574171, -0.004248007026
2.626278, -0.004598497471
2.678378, -0.004423760984
2.730664, -0.003750911856
2.782975, -0.003121378832
2.834923, -0.002682868508
2.991373, -0.002024338901
3.0434, -0.001843040227
3.095548, -0.001816504519
3.148311, -0.002104890591
3.199946, -0.002625167544
3.25206, -0.00319884799
3.304332, -0.003702139366
3.356413, -0.004116185883
3.408526, -0.004456783354
3.460461, -0.004256488173
3.512864, -0.003599334741
3.564777, -0.003019335272
3.616926, -0.002596293052
3.668971, -0.002337912156
3.721107, -0.002143110032
3.773194, -0.001965550036
3.825295, -0.001786807843
3.877581, -0.001836796582
3.929564, -0.002231851686
3.981754, -0.002783614618
4.034002, -0.003347856109
4.086005, -0.003840902646
4.138183, -0.004262184375
4.190405, -0.004607586307
4.242546, -0.004373672418
4.294888, -0.003666296834
4.346988, -0.003062804462
4.398895, -0.002632871328
4.451078, -0.002370917646
4.503098, -0.002168082865
4.555307, -0.001986574498
4.607834, -0.001807856315
4.659665, -0.001801875478
4.711717, -0.002118078119
4.763801, -0.002648969239
4.815959, -0.003226990521
4.868006, -0.003724562703
4.920137, -0.004130935704
4.972373, -0.004457651812
5.024459, -0.004200169351
5.076638, -0.003513945849
5.128764, -0.002960526326
5.180938, -0.002548624179
5.232984, -0.002289935364
5.285295, -0.002091232745
5.337636, -0.001916721812
5.389726, -0.001744839537
5.441478, -0.00181846437
5.493916, -0.002236773289
5.545846, -0.002800280636
5.598256, -0.003371111816
5.650147, -0.003861339064
5.702237, -0.004284615861
5.754489, -0.004623120476
5.806986, -0.004328850773
5.858993, -0.003584859369
5.910689, -0.003007244086
5.963059, -0.002589009819
6.015272, -0.002325308742
6.067147, -0.002125615865
6.11982, -0.001948270801
6.171524, -0.001765734341
6.223675, -0.001785274217
6.275737, -0.002137185074
6.32783, -0.00267756026
6.380008, -0.003255699412
6.432125, -0.003752695047
6.48427, -0.004152314796
6.536415, -0.004465046513
6.588519, -0.004156836949
6.640591, -0.003440393775
6.692685, -0.002910191542
6.744855, -0.002508318576
6.796999, -0.002252780978
6.849137, -0.002056080411
6.901255, -0.001883151708
6.953419, -0.001717655978
7.005533, -0.001813576819
7.057677, -0.002262443595
7.109788, -0.002836710773
7.161976, -0.003400713613
7.214093, -0.003887851199
7.26629, -0.004309805518
7.318448, -0.004630860349
7.370504, -0.004277884727
7.422737, -0.003506201319
7.474905, -0.002952904906
7.526808, -0.00255162653
7.57895, -0.002295968152
7.63118, -0.002094834927
7.683469, -0.001919632487
7.735519, -0.001744728652
7.787556, -0.001787488582
7.839905, -0.002161652665
7.891912, -0.002708570682
7.944277, -0.003284515697
7.996234, -0.003782664717
8.048223, -0.004180851684
8.100428, -0.004467986291
8.15242, -0.004108475405
8.204813, -0.003367503814
8.256823, -0.002857120999
8.308967, -0.002470723412
8.361202, -0.002221573086
8.413156, -0.00202854455
8.465326, -0.001851011184
8.5175, -0.001707791816
8.569515, -0.001831876434
8.621755, -0.002283735666
8.673736, -0.002862001711
8.726135, -0.003426855255
8.778285, -0.003912272223
8.830272, -0.00433025969
8.883145, -0.004628841125
8.934507, -0.004227058089
8.986989, -0.003434577375
9.038821, -0.002907831222
9.090948, -0.002512482461
