Time (s), TIVA Raw
0.000619, -0.005092798383
0.00679, -0.005110553466
0.009429, -0.005124237505
0.01144, -0.0051330938
0.01351, -0.005139362183
0.015514, -0.005117409164
0.017585, -0.005042261328
0.019326, -0.004897280596
0.021067, -0.004706244508
0.023905, -0.004539491201
0.025816, -0.004410028923
0.027944, -0.004289963981
0.029733, -0.004164915008
0.031379, -0.004054043093
0.033816, -0.004064509412
0.035795, -0.004198107927
0.037572, -0.004356026184
0.039382, -0.004491512664
0.054173, -0.00460320909
0.05592, -0.004709393252
0.058195, -0.004798044101
0.060371, -0.004860966001
0.062728, -0.004898469197
0.064753, -0.004925014218
0.066463, -0.004933696473
0.071684, -0.005002656835
0.07372, -0.005043859128
0.075638, -0.00507130695
0.077981, -0.00509152771
0.079719, -0.005109583726
0.081369, -0.005123366136
0.084224, -0.005131768994
0.086209, -0.005136330728
0.088049, -0.005119033158
0.089879, -0.005046360311
0.091648, -0.004908142728
0.093724, -0.004729760694
0.095986, -0.004561120877
0.097721, -0.004425592197
0.112606, -0.004305324983
0.165182, -0.004182417761
0.216979, -0.004063730303
0.268995, -0.004053925804
0.321099, -0.004171449691
0.373515, -0.004317818093
0.425625, -0.00445668702
0.477518, -0.004574652121
0.581685, -0.004760521115
0.63412, -0.004829424724
0.686088, -0.004876104358
0.738383, -0.004910008283
0.790286, -0.004927662667
0.842506, -0.004947711714
0.894782, -0.004988247529
0.946938, -0.00503305404
0.998909, -0.005067813909
1.051175, -0.005090466002
1.103259, -0.005106559838
1.155342, -0.005118806148
1.207527, -0.005128767807
1.2598, -0.005137791159
1.311853, -0.005135841202
1.363876, -0.005071101477
1.416175, -0.004936345504
1.46873, -0.004761088057
1.520379, -0.004582214169
1.572685, -0.004440935154
1.624536, -0.004321214219
1.676641, -0.004198634415
1.728944, -0.004075768811
1.781241, -0.004045954556
1.8331, -0.00414624199
1.885367, -0.004295444815
1.937564, -0.004441177589
1.989433, -0.004566549615
2.093721, -0.004763366887
2.146212, -0.004838770255
2.198223, -0.004889101256
2.250292, -0.004921333166
2.302636, -0.004935630714
2.354593, -0.004953921307
2.406646, -0.004995088093
2.459102, -0.005040895194
2.510908, -0.00507562072
2.563201, -0.005097529502
2.615236, -0.005115183885
2.667129, -0.005128817866
2.719331, -0.0051378645
2.771551, -0.005143036833
2.823554, -0.005145543255
2.875796, -0.005091718049
2.927951, -0.004970130976
2.980034, -0.004803985648
3.032473, -0.004620635882
3.084258, -0.004472758737
3.136718, -0.004351959797
3.188811, -0.004230689083
3.240867, -0.004103730316
3.345017, -0.004132415634
