Timestamp,Elapsed_Time,Vdif,Va,Vb,Temperatura_C,Compensacion,Iexc
2025-12-04 13:20:34,0.009,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:34,0.062,-0.0045760,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.113,-0.0045760,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.165,-0.0045782,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.218,-0.0045780,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.270,-0.0045753,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.322,-0.0045750,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.374,-0.0045753,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.426,-0.0045753,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.478,-0.0045756,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.531,-0.0045764,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.582,-0.0045766,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.635,-0.0045762,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.687,-0.0045760,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.739,-0.0045760,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.791,-0.0045759,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.843,-0.0045759,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.895,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,0.947,-0.0045756,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,1.000,-0.0045756,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:35,1.052,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.104,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.156,-0.0045756,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.208,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.260,-0.0045760,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.312,-0.0045759,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.364,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.416,-0.0045760,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.469,-0.0045762,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.521,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.573,-0.0045756,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.625,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.677,-0.0045760,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.729,-0.0045757,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.782,-0.0045755,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.834,-0.0045760,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.886,-0.0045762,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.938,-0.0045755,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,1.990,-0.0045736,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:36,2.042,-0.0045725,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.095,-0.0045731,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.146,-0.0045737,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.199,-0.0045742,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.251,-0.0045748,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.303,-0.0045751,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.355,-0.0045752,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.407,-0.0045750,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.459,-0.0045758,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.512,-0.0045759,0.0,0.00000000,30.32,0.000000,0.000000
2025-12-04 13:20:37,2.564,-0.0045751,0.0,0.00000000,30.32,0.000000,0.000000
