Timestamp,Elapsed_Time,Vdif,Va,Vb,Temperatura_C,Compensacion,Iexc
2025-12-04 14:42:53,0.024,0.006164657883346081,0.0,0.00000000,30.332727432250977,0.000000,0.000000
2025-12-04 14:42:53,0.077,0.0061644003726542,0.0,0.00000000,30.332727432250977,0.000000,0.000000
2025-12-04 14:42:53,0.129,0.006164040416479111,0.0,0.00000000,30.334131240844727,0.000000,0.000000
2025-12-04 14:42:53,0.181,0.006164113059639931,0.0,0.00000000,30.334131240844727,0.000000,0.000000
2025-12-04 14:42:53,0.233,0.006164274178445339,0.0,0.00000000,30.331445693969727,0.000000,0.000000
2025-12-04 14:42:53,0.285,0.0061644637025892735,0.0,0.00000000,30.331445693969727,0.000000,0.000000
2025-12-04 14:42:53,0.337,0.00616496242582798,0.0,0.00000000,30.33184242248535,0.000000,0.000000
2025-12-04 14:42:53,0.390,0.006164834834635258,0.0,0.00000000,30.33184242248535,0.000000,0.000000
2025-12-04 14:42:53,0.442,0.0061646681278944016,0.0,0.00000000,30.33416175842285,0.000000,0.000000
2025-12-04 14:42:53,0.494,0.00616477569565177,0.0,0.00000000,30.33416175842285,0.000000,0.000000
2025-12-04 14:42:53,0.546,0.006164532154798508,0.0,0.00000000,30.33269691467285,0.000000,0.000000
2025-12-04 14:42:53,0.598,0.0061643305234611034,0.0,0.00000000,30.331689834594727,0.000000,0.000000
2025-12-04 14:42:53,0.651,0.006164695136249065,0.0,0.00000000,30.331689834594727,0.000000,0.000000
2025-12-04 14:42:54,0.702,0.006164963357150555,0.0,0.00000000,30.33355140686035,0.000000,0.000000
2025-12-04 14:42:54,0.755,0.006165264640003443,0.0,0.00000000,30.33355140686035,0.000000,0.000000
2025-12-04 14:42:54,0.806,0.006165503524243832,0.0,0.00000000,30.33294105529785,0.000000,0.000000
2025-12-04 14:42:54,0.859,0.00616537407040596,0.0,0.00000000,30.33294105529785,0.000000,0.000000
2025-12-04 14:42:54,0.912,0.006165471859276295,0.0,0.00000000,30.333581924438477,0.000000,0.000000
2025-12-04 14:42:54,0.963,0.006165392696857452,0.0,0.00000000,30.333581924438477,0.000000,0.000000
2025-12-04 14:42:54,1.015,0.006165113765746355,0.0,0.00000000,30.33147621154785,0.000000,0.000000
2025-12-04 14:42:54,1.067,0.006165034603327513,0.0,0.00000000,30.33147621154785,0.000000,0.000000
2025-12-04 14:42:54,1.119,0.006165127735584974,0.0,0.00000000,30.331995010375977,0.000000,0.000000
2025-12-04 14:42:54,1.172,0.006165423430502415,0.0,0.00000000,30.331995010375977,0.000000,0.000000
2025-12-04 14:42:54,1.224,0.006166571285575628,0.0,0.00000000,30.332361221313477,0.000000,0.000000
