Timestamp,Sample_Number,TIVA_Voltage_Raw_V,TIVA_Voltage_Filtered_V,TIVA_Temperature_C
2025-10-21 00:00:01.520000,77,0.303231,0.310004,41.31
2025-10-21 00:00:01.540000,78,0.045842,0.323434,13.10
2025-10-21 00:00:01.560000,79,0.303235,0.303332,20.31
2025-10-21 00:00:01.580000,80,0.403238,0.373439,36.35
2025-10-21 00:00:01.600000,81,0.313231,0.310004,41.31
2025-10-21 00:00:01.620000,82,0.045842,0.353438,13.10
2025-10-21 00:00:01.640000,83,0.303235,0.303332,20.31
2025-10-21 00:00:01.660000,84,0.403238,0.383430,36.38
2025-10-21 00:00:01.680000,85,0.383232,0.310004,41.31
2025-10-21 00:00:01.700000,86,0.045842,0.303439,13.10
2025-10-21 00:00:01.720000,87,0.303235,0.303332,20.31
2025-10-21 00:00:01.740000,88,0.403238,0.383430,37.37
2025-10-21 00:00:01.760000,89,0.343232,0.310004,41.31
2025-10-21 00:00:01.780000,90,0.045842,0.373432,13.10
2025-10-21 00:00:01.800000,91,0.303235,0.303332,20.31
2025-10-21 00:00:01.820000,92,0.403238,0.383431,37.34
2025-10-21 00:00:01.840000,93,0.353232,0.310004,41.31
2025-10-21 00:00:01.860000,94,0.045842,0.343433,13.10
2025-10-21 00:00:01.880000,95,0.303235,0.303332,20.31
2025-10-21 00:00:01.900000,96,0.403238,0.383431,37.38
2025-10-21 00:00:01.920000,97,0.373232,0.310004,41.31
2025-10-21 00:00:01.940000,98,0.045842,0.323430,13.10
2025-10-21 00:00:01.960000,99,0.303235,0.303332,20.31
2025-10-21 00:00:01.980000,100,0.403238,0.383432,37.39
2025-10-21 00:00:02.000000,101,0.343232,0.310004,41.31
2025-10-21 00:00:02.020000,102,0.045842,0.303430,13.10
2025-10-21 00:00:02.040000,103,0.303235,0.303332,20.31
2025-10-21 00:00:02.060000,104,0.403238,0.383432,38.32
2025-10-21 00:00:02.080000,105,0.333232,0.310004,41.31
2025-10-21 00:00:02.100000,106,0.045842,0.383434,13.10
2025-10-21 00:00:02.120000,107,0.303235,0.303332,20.31
2025-10-21 00:00:02.140000,108,0.403238,0.383433,38.34
2025-10-21 00:00:02.160000,109,0.313232,0.310004,41.31
2025-10-21 00:00:02.180000,110,0.045842,0.373430,13.10
2025-10-21 00:00:02.200000,111,0.303235,0.303332,20.31
2025-10-21 00:00:02.220000,112,0.403238,0.383433,38.37
2025-10-21 00:00:02.240000,113,0.313232,0.310004,41.31
2025-10-21 00:00:02.260000,114,0.045842,0.353438,13.10
2025-10-21 00:00:02.280000,115,0.303235,0.303332,20.31
2025-10-21 00:00:02.300000,116,0.403238,0.383434,39.30
2025-10-21 00:00:02.320000,117,0.323232,0.310004,41.31
2025-10-21 00:00:02.340000,118,0.045842,0.343438,13.10
2025-10-21 00:00:02.360000,119,0.303235,0.303332,20.31
2025-10-21 00:00:02.380000,120,0.403238,0.383434,39.33
2025-10-21 00:00:02.400000,121,0.343232,0.310004,41.31
2025-10-21 00:00:02.420000,122,0.045842,0.333439,13.10
2025-10-21 00:00:02.440000,123,0.303235,0.303332,20.31
2025-10-21 00:00:02.460000,124,0.403238,0.383435,39.37
2025-10-21 00:00:02.480000,125,0.323233,0.310004,41.31
2025-10-21 00:00:02.500000,126,0.045842,0.333431,13.10
2025-10-21 00:00:02.520000,127,0.303235,0.303332,20.31
2025-10-21 00:00:02.540000,128,0.403238,0.383435,30.32
2025-10-21 00:00:02.560000,129,0.363233,0.310004,41.31
2025-10-21 00:00:02.580000,130,0.045842,0.323433,13.10
2025-10-21 00:00:02.600000,131,0.303235,0.303332,20.31
2025-10-21 00:00:02.620000,132,0.403238,0.383436,30.32
2025-10-21 00:00:02.640000,133,0.363233,0.310004,41.31
2025-10-21 00:00:02.660000,134,0.045742,0.313437,13.10
2025-10-21 00:00:02.680000,135,0.303235,0.303332,20.31
2025-10-21 00:00:02.700000,136,0.403238,0.383436,30.34
2025-10-21 00:00:02.720000,137,0.383233,0.310004,41.31
2025-10-21 00:00:02.740000,138,0.045742,0.313431,13.10
2025-10-21 00:00:02.760000,139,0.303235,0.303332,20.31
2025-10-21 00:00:02.780000,140,0.403238,0.383437,30.39
2025-10-21 00:00:02.800000,141,0.303233,0.310004,41.31
2025-10-21 00:00:02.820000,142,0.045742,0.303436,13.10
2025-10-21 00:00:02.840000,143,0.303235,0.303332,20.31
2025-10-21 00:00:02.860000,144,0.403238,0.383437,31.30
2025-10-21 00:00:02.880000,145,0.323233,0.310004,41.31
2025-10-21 00:00:02.900000,146,0.045742,0.303431,13.10
2025-10-21 00:00:02.920000,147,0.303235,0.303332,20.31
2025-10-21 00:00:02.940000,148,0.403238,0.383438,31.33
2025-10-21 00:00:02.960000,149,0.363233,0.310004,41.31
2025-10-21 00:00:02.980000,150,0.045742,0.393437,13.10
2025-10-21 00:00:03.000000,151,0.303235,0.303332,20.31
2025-10-21 00:00:03.020000,152,0.403238,0.383438,31.39
2025-10-21 00:00:03.040000,153,0.383233,0.310004,41.31
2025-10-21 00:00:03.060000,154,0.045742,0.393433,13.10
2025-10-21 00:00:03.080000,155,0.303235,0.303332,20.31
2025-10-21 00:00:03.100000,156,0.403238,0.383439,31.39
2025-10-21 00:00:03.120000,157,0.323233,0.310004,41.31
2025-10-21 00:00:03.140000,158,0.045742,0.383439,13.10
2025-10-21 00:00:03.160000,159,0.303235,0.303332,20.31
2025-10-21 00:00:03.180000,160,0.403238,0.383439,32.31
2025-10-21 00:00:03.200000,161,0.383233,0.310004,41.31
2025-10-21 00:00:03.220000,162,0.045742,0.383436,13.10
2025-10-21 00:00:03.240000,163,0.303235,0.303332,20.31
2025-10-21 00:00:03.260000,164,0.403238,0.393430,32.35
2025-10-21 00:00:03.280000,165,0.373234,0.310004,41.31
2025-10-21 00:00:03.300000,166,0.045742,0.383432,13.10
2025-10-21 00:00:03.320000,167,0.303235,0.303332,20.31
2025-10-21 00:00:03.340000,168,0.403238,0.393430,33.33
2025-10-21 00:00:03.360000,169,0.333234,0.310004,41.31
2025-10-21 00:00:03.380000,170,0.045742,0.373439,13.10
2025-10-21 00:00:03.400000,171,0.303235,0.303332,20.31
2025-10-21 00:00:03.420000,172,0.403238,0.393431,33.30
2025-10-21 00:00:03.440000,173,0.303234,0.310004,41.31
2025-10-21 00:00:03.460000,174,0.045742,0.373437,13.10
2025-10-21 00:00:03.480000,175,0.303235,0.303332,20.31
2025-10-21 00:00:03.500000,176,0.403238,0.393431,33.33
2025-10-21 00:00:03.520000,177,0.303234,0.310004,41.31
2025-10-21 00:00:03.540000,178,0.045742,0.373434,13.10
2025-10-21 00:00:03.560000,179,0.303235,0.303332,20.31
2025-10-21 00:00:03.580000,180,0.403238,0.393432,33.35
2025-10-21 00:00:03.600000,181,0.323234,0.310004,41.31
2025-10-21 00:00:03.620000,182,0.045742,0.373432,13.10
2025-10-21 00:00:03.640000,183,0.303235,0.303332,20.31
2025-10-21 00:00:03.660000,184,0.403238,0.393432,33.39
2025-10-21 00:00:03.680000,185,0.313234,0.310004,41.31
2025-10-21 00:00:03.700000,186,0.045742,0.373430,13.10
2025-10-21 00:00:03.720000,187,0.303235,0.303332,20.31
2025-10-21 00:00:03.740000,188,0.403238,0.393433,34.33
2025-10-21 00:00:03.760000,189,0.323234,0.310004,41.31
2025-10-21 00:00:03.780000,190,0.045842,0.363437,13.10
2025-10-21 00:00:03.800000,191,0.303235,0.303332,20.31
2025-10-21 00:00:03.820000,192,0.403238,0.393433,34.35
2025-10-21 00:00:03.840000,193,0.353234,0.310004,41.31
2025-10-21 00:00:03.860000,194,0.045842,0.363435,13.10
2025-10-21 00:00:03.880000,195,0.303235,0.303332,20.31
2025-10-21 00:00:03.900000,196,0.403238,0.393434,34.38
2025-10-21 00:00:03.920000,197,0.373234,0.310004,41.31
2025-10-21 00:00:03.940000,198,0.045742,0.363433,13.10
2025-10-21 00:00:03.960000,199,0.303235,0.303332,20.31
2025-10-21 00:00:03.980000,200,0.403238,0.393434,35.32
2025-10-21 00:00:04.000000,201,0.343234,0.310004,41.31
2025-10-21 00:00:04.020000,202,0.045742,0.363432,13.10
2025-10-21 00:00:04.040000,203,0.303235,0.303332,20.31
2025-10-21 00:00:04.060000,204,0.403238,0.393435,35.32
2025-10-21 00:00:04.080000,205,0.393235,0.310004,41.31
2025-10-21 00:00:04.100000,206,0.045742,0.363430,13.10
2025-10-21 00:00:04.120000,207,0.303235,0.303332,20.31
2025-10-21 00:00:04.140000,208,0.403238,0.393435,36.30
2025-10-21 00:00:04.160000,209,0.373235,0.310004,41.31
2025-10-21 00:00:04.180000,210,0.045842,0.353438,13.10
2025-10-21 00:00:04.200000,211,0.303235,0.303332,20.31
2025-10-21 00:00:04.220000,212,0.403238,0.393436,36.31
2025-10-21 00:00:04.240000,213,0.353235,0.310004,41.31
2025-10-21 00:00:04.260000,214,0.045842,0.353437,13.10
2025-10-21 00:00:04.280000,215,0.303235,0.303332,20.31
2025-10-21 00:00:04.300000,216,0.403238,0.393436,36.34
2025-10-21 00:00:04.320000,217,0.303235,0.310004,41.31
2025-10-21 00:00:04.340000,218,0.045842,0.353435,13.10
2025-10-21 00:00:04.360000,219,0.303235,0.303332,20.31
2025-10-21 00:00:04.380000,220,0.403238,0.393437,36.37
2025-10-21 00:00:04.400000,221,0.373235,0.310004,41.31
2025-10-21 00:00:04.420000,222,0.045842,0.353434,13.10
2025-10-21 00:00:04.440000,223,0.303235,0.303332,20.31
2025-10-21 00:00:04.460000,224,0.403238,0.393437,37.30
2025-10-21 00:00:04.480000,225,0.313235,0.310004,41.31
2025-10-21 00:00:04.500000,226,0.045842,0.353433,13.10
2025-10-21 00:00:04.520000,227,0.303235,0.303332,20.31
2025-10-21 00:00:04.540000,228,0.403238,0.393438,37.33
2025-10-21 00:00:04.560000,229,0.313235,0.310004,41.31
2025-10-21 00:00:04.580000,230,0.045842,0.353431,13.10
2025-10-21 00:00:04.600000,231,0.303235,0.303332,20.31
2025-10-21 00:00:04.620000,232,0.403238,0.393438,37.32
2025-10-21 00:00:04.640000,233,0.363235,0.310004,41.31
2025-10-21 00:00:04.660000,234,0.045842,0.353430,13.10
2025-10-21 00:00:04.680000,235,0.303235,0.303332,20.31
2025-10-21 00:00:04.700000,236,0.403238,0.393439,37.39
2025-10-21 00:00:04.720000,237,0.363235,0.310004,41.31
2025-10-21 00:00:04.740000,238,0.045842,0.343439,13.10
2025-10-21 00:00:04.760000,239,0.303235,0.303332,20.31
2025-10-21 00:00:04.780000,240,0.403238,0.393439,37.37
2025-10-21 00:00:04.800000,241,0.373235,0.310004,41.31
2025-10-21 00:00:04.820000,242,0.045842,0.343438,13.10
2025-10-21 00:00:04.840000,243,0.303235,0.303332,20.31
2025-10-21 00:00:04.860000,244,0.403238,0.303430,38.31
2025-10-21 00:00:04.880000,245,0.373236,0.310004,41.31
