Timestamp,Sample_Number,TIVA_Voltage_Raw_V,TIVA_Voltage_Filtered_V,TIVA_Temperature_C
2025-10-21 00:00:27.440000,1373,0.333732,0.045741,0.04
2025-10-21 00:00:27.460000,1374,0.423232,0.363013,32.30
2025-10-21 00:00:27.480000,1375,0.353331,-0.323120,30.40
2025-10-21 00:00:27.500000,1376,0.384035,0.303036,37.36
2025-10-21 00:00:27.520000,1377,0.333338,0.000457,31.00
2025-10-21 00:00:27.540000,1378,0.574232,0.343630,10.32
2025-10-21 00:00:27.560000,1379,0.323533,0.333231,31.30
2025-10-21 00:00:27.580000,1380,0.323840,0.343035,34.38
2025-10-21 00:00:27.600000,1381,0.323333,0.310004,41.31
2025-10-21 00:00:27.620000,1382,0.045742,0.303435,13.10
2025-10-21 00:00:27.640000,1383,0.303235,0.303332,20.31
2025-10-21 00:00:27.660000,1384,0.403238,0.343431,36.35
2025-10-21 00:00:27.680000,1385,0.313233,0.323100,57.41
2025-10-21 00:00:27.700000,1386,0.000457,0.323034,39.13
2025-10-21 00:00:27.720000,1387,0.323032,-0.313033,31.20
2025-10-21 00:00:27.740000,1388,0.304032,0.353434,35.36
2025-10-21 00:00:27.760000,1389,0.313932,0.313231,4.56
2025-10-21 00:00:27.780000,1390,0.310004,0.323230,35.39
2025-10-21 00:00:27.800000,1391,0.103230,0.333130,32.31
2025-10-21 00:00:27.820000,1392,0.313040,0.403534,32.30
2025-10-21 00:00:27.840000,1393,0.393035,0.343232,0.04
2025-10-21 00:00:27.860000,1394,0.413100,0.423232,34.35
2025-10-21 00:00:27.880000,1395,0.131032,0.353331,33.32
2025-10-21 00:00:27.900000,1396,0.203130,0.384035,34.32
2025-10-21 00:00:27.920000,1397,0.373139,0.333433,31.00
2025-10-21 00:00:27.940000,1398,0.564131,0.574232,30.34
2025-10-21 00:00:27.960000,1399,0.391310,0.323533,30.33
2025-10-21 00:00:27.980000,1400,0.312031,0.323840,34.34
2025-10-21 00:00:28.000000,1401,0.303735,0.323334,32.31
2025-10-21 00:00:28.020000,1402,0.045641,0.045742,32.30
2025-10-21 00:00:28.040000,1403,0.353813,0.303235,31.30
2025-10-21 00:00:28.060000,1404,-0.323120,0.403238,35.34
2025-10-21 00:00:28.080000,1405,0.333537,0.323233,35.32
2025-10-21 00:00:28.100000,1406,0.000457,0.000457,32.32
2025-10-21 00:00:28.120000,1407,0.343538,0.323032,33.31
2025-10-21 00:00:28.140000,1408,0.333231,0.304032,40.35
2025-10-21 00:00:28.160000,1409,0.343430,0.323132,34.36
2025-10-21 00:00:28.180000,1410,0.310004,0.310004,42.32
2025-10-21 00:00:28.200000,1411,0.303435,0.103230,35.33
2025-10-21 00:00:28.220000,1412,0.303332,0.313040,38.40
2025-10-21 00:00:28.240000,1413,0.343434,0.333335,33.34
2025-10-21 00:00:28.260000,1414,0.323100,0.413100,57.42
2025-10-21 00:00:28.280000,1415,0.323034,0.131032,32.35
2025-10-21 00:00:28.300000,1416,-0.313033,0.203130,32.38
2025-10-21 00:00:28.320000,1417,0.353434,0.383537,32.33
2025-10-21 00:00:28.340000,1418,0.383231,0.574131,4.57
2025-10-21 00:00:28.360000,1419,0.323230,0.381310,30.32
2025-10-21 00:00:28.380000,1420,0.333130,0.312031,40.32
2025-10-21 00:00:28.400000,1421,0.403534,0.353839,35.32
2025-10-21 00:00:28.420000,1422,0.343932,0.045741,0.04
2025-10-21 00:00:28.440000,1423,0.423232,0.353713,32.30
2025-10-21 00:00:28.460000,1424,0.353331,-0.323120,30.40
2025-10-21 00:00:28.480000,1425,0.384035,0.363039,39.34
2025-10-21 00:00:28.500000,1426,0.333530,0.000457,31.00
2025-10-21 00:00:28.520000,1427,0.574232,0.343537,10.32
2025-10-21 00:00:28.540000,1428,0.323533,0.333231,31.30
2025-10-21 00:00:28.560000,1429,0.323840,0.343636,30.35
2025-10-21 00:00:28.580000,1430,0.323335,0.310004,41.31
2025-10-21 00:00:28.600000,1431,0.045742,0.303435,13.10
2025-10-21 00:00:28.620000,1432,0.303235,0.303332,20.31
2025-10-21 00:00:28.640000,1433,0.403238,0.343437,30.30
2025-10-21 00:00:28.660000,1434,0.333233,0.323100,57.41
2025-10-21 00:00:28.680000,1435,0.000457,0.323034,37.13
2025-10-21 00:00:28.700000,1436,0.323032,-0.313033,31.20
2025-10-21 00:00:28.720000,1437,0.304032,0.353434,36.30
2025-10-21 00:00:28.740000,1438,0.323132,0.333231,4.58
2025-10-21 00:00:28.760000,1439,0.310004,0.323230,35.37
2025-10-21 00:00:28.780000,1440,0.103230,0.333130,32.31
2025-10-21 00:00:28.800000,1441,0.313040,0.403534,38.31
2025-10-21 00:00:28.820000,1442,0.343036,0.353432,0.04
2025-10-21 00:00:28.840000,1443,0.413100,0.423232,34.35
2025-10-21 00:00:28.860000,1444,0.131032,0.353331,33.32
2025-10-21 00:00:28.880000,1445,0.203130,0.384035,34.38
2025-10-21 00:00:28.900000,1446,0.313031,0.333535,31.00
2025-10-21 00:00:28.920000,1447,0.574131,0.574232,30.34
2025-10-21 00:00:28.940000,1448,0.361310,0.323533,30.33
2025-10-21 00:00:28.960000,1449,0.312031,0.323840,34.34
2025-10-21 00:00:28.980000,1450,0.313038,0.323335,32.31
2025-10-21 00:00:29.000000,1451,0.045741,0.045742,32.30
2025-10-21 00:00:29.020000,1452,0.353613,0.303235,31.30
2025-10-21 00:00:29.040000,1453,-0.323120,0.403238,35.34
2025-10-21 00:00:29.060000,1454,0.393631,0.393233,37.32
2025-10-21 00:00:29.080000,1455,0.000457,0.000457,32.32
2025-10-21 00:00:29.100000,1456,0.343536,0.323032,33.31
2025-10-21 00:00:29.120000,1457,0.333231,0.304032,40.35
2025-10-21 00:00:29.140000,1458,0.343031,0.393932,35.38
2025-10-21 00:00:29.160000,1459,0.310004,0.310004,42.32
2025-10-21 00:00:29.180000,1460,0.303435,0.103230,35.33
2025-10-21 00:00:29.200000,1461,0.303332,0.313040,38.40
2025-10-21 00:00:29.220000,1462,0.353430,0.383130,33.35
2025-10-21 00:00:29.240000,1463,0.323100,0.413100,57.42
2025-10-21 00:00:29.260000,1464,0.323034,0.131032,32.35
2025-10-21 00:00:29.280000,1465,-0.313033,0.203130,32.38
2025-10-21 00:00:29.300000,1466,0.353534,0.313935,32.33
2025-10-21 00:00:29.320000,1467,0.303231,0.574131,4.57
2025-10-21 00:00:29.340000,1468,0.323230,0.351310,30.32
2025-10-21 00:00:29.360000,1469,0.333130,0.312031,40.32
2025-10-21 00:00:29.380000,1470,0.403535,0.363235,38.32
2025-10-21 00:00:29.400000,1471,0.363132,0.045741,0.04
2025-10-21 00:00:29.420000,1472,0.423232,0.353513,32.30
2025-10-21 00:00:29.440000,1473,0.353331,-0.323120,30.40
2025-10-21 00:00:29.460000,1474,0.384035,0.323132,39.36
2025-10-21 00:00:29.480000,1475,0.333632,0.000457,31.00
2025-10-21 00:00:29.500000,1476,0.574232,0.343535,10.32
2025-10-21 00:00:29.520000,1477,0.323533,0.333231,31.30
2025-10-21 00:00:29.540000,1478,0.323840,0.343236,39.39
2025-10-21 00:00:29.560000,1479,0.323336,0.310004,41.31
2025-10-21 00:00:29.580000,1480,0.045742,0.303435,13.10
2025-10-21 00:00:29.600000,1481,0.303235,0.303332,20.31
2025-10-21 00:00:29.620000,1482,0.403238,0.353433,33.32
2025-10-21 00:00:29.640000,1483,0.333233,0.323100,57.41
2025-10-21 00:00:29.660000,1484,0.000457,0.323034,34.13
2025-10-21 00:00:29.680000,1485,0.323032,-0.313033,31.20
2025-10-21 00:00:29.700000,1486,0.304032,0.353534,36.33
2025-10-21 00:00:29.720000,1487,0.303832,0.353231,4.57
2025-10-21 00:00:29.740000,1488,0.310004,0.323230,35.34
2025-10-21 00:00:29.760000,1489,0.103230,0.333130,32.31
2025-10-21 00:00:29.780000,1490,0.313040,0.403535,34.31
2025-10-21 00:00:29.800000,1491,0.363438,0.363632,0.04
2025-10-21 00:00:29.820000,1492,0.413100,0.423232,34.35
2025-10-21 00:00:29.840000,1493,0.131032,0.353331,33.32
2025-10-21 00:00:29.860000,1494,0.203130,0.384035,34.34
2025-10-21 00:00:29.880000,1495,0.343033,0.333637,31.00
2025-10-21 00:00:29.900000,1496,0.574131,0.574232,30.34
2025-10-21 00:00:29.920000,1497,0.341310,0.323533,30.33
2025-10-21 00:00:29.940000,1498,0.312031,0.323840,35.34
2025-10-21 00:00:29.960000,1499,0.313436,0.323336,32.31
2025-10-21 00:00:29.980000,1500,0.045841,0.045742,32.30
2025-10-21 00:00:30.000000,1501,0.353413,0.303235,31.30
2025-10-21 00:00:30.020000,1502,-0.323120,0.403238,35.35
2025-10-21 00:00:30.040000,1503,0.353634,0.353233,39.32
2025-10-21 00:00:30.060000,1504,0.000457,0.000457,32.32
2025-10-21 00:00:30.080000,1505,0.343533,0.323032,33.31
2025-10-21 00:00:30.100000,1506,0.333231,0.304032,40.35
2025-10-21 00:00:30.120000,1507,0.343631,0.373932,37.30
2025-10-21 00:00:30.140000,1508,0.310004,0.310004,42.32
2025-10-21 00:00:30.160000,1509,0.303435,0.103230,35.33
2025-10-21 00:00:30.180000,1510,0.303332,0.313040,38.40
2025-10-21 00:00:30.200000,1511,0.353436,0.333531,33.37
2025-10-21 00:00:30.220000,1512,0.323100,0.413100,57.42
2025-10-21 00:00:30.240000,1513,0.323034,0.131032,32.35
2025-10-21 00:00:30.260000,1514,-0.313033,0.203130,32.38
2025-10-21 00:00:30.280000,1515,0.353534,0.353439,32.33
2025-10-21 00:00:30.300000,1516,0.323231,0.574131,4.57
2025-10-21 00:00:30.320000,1517,0.323230,0.331310,30.32
2025-10-21 00:00:30.340000,1518,0.333130,0.312031,40.32
2025-10-21 00:00:30.360000,1519,0.403535,0.363536,38.32
2025-10-21 00:00:30.380000,1520,0.373332,0.045841,0.04
2025-10-21 00:00:30.400000,1521,0.423232,0.353313,32.30
2025-10-21 00:00:30.420000,1522,0.353331,-0.323120,30.40
2025-10-21 00:00:30.440000,1523,0.384035,0.383135,36.38
2025-10-21 00:00:30.460000,1524,0.333734,0.000458,31.00
2025-10-21 00:00:30.480000,1525,0.574232,0.343533,10.32
2025-10-21 00:00:30.500000,1526,0.323533,0.333231,31.30
2025-10-21 00:00:30.520000,1527,0.323840,0.343836,32.35
2025-10-21 00:00:30.540000,1528,0.323337,0.310004,41.31
2025-10-21 00:00:30.560000,1529,0.045742,0.303435,13.10
2025-10-21 00:00:30.580000,1530,0.303235,0.303332,20.31
2025-10-21 00:00:30.600000,1531,0.403238,0.353439,36.38
2025-10-21 00:00:30.620000,1532,0.353233,0.323100,58.41
2025-10-21 00:00:30.640000,1533,0.000457,0.323034,32.13
2025-10-21 00:00:30.660000,1534,0.323032,-0.313033,31.20
2025-10-21 00:00:30.680000,1535,0.304032,0.353534,36.37
2025-10-21 00:00:30.700000,1536,0.343632,0.373231,4.58
2025-10-21 00:00:30.720000,1537,0.310004,0.323230,35.32
2025-10-21 00:00:30.740000,1538,0.103230,0.333130,32.31
2025-10-21 00:00:30.760000,1539,0.313040,0.403536,30.31
2025-10-21 00:00:30.780000,1540,0.303433,0.373832,0.04
2025-10-21 00:00:30.800000,1541,0.413100,0.423232,34.35
2025-10-21 00:00:30.820000,1542,0.131032,0.353331,33.32
2025-10-21 00:00:30.840000,1543,0.203130,0.384035,34.30
2025-10-21 00:00:30.860000,1544,0.373337,0.333739,31.00
2025-10-21 00:00:30.880000,1545,0.584131,0.574232,30.34
2025-10-21 00:00:30.900000,1546,0.321310,0.323533,30.33
2025-10-21 00:00:30.920000,1547,0.312031,0.323840,36.34
2025-10-21 00:00:30.940000,1548,0.313735,0.323338,32.31
2025-10-21 00:00:30.960000,1549,0.045741,0.045742,32.30
2025-10-21 00:00:30.980000,1550,0.353213,0.303235,31.30
2025-10-21 00:00:31.000000,1551,-0.323120,0.403238,35.36
2025-10-21 00:00:31.020000,1552,0.313638,0.363233,31.32
2025-10-21 00:00:31.040000,1553,0.000457,0.000457,32.32
2025-10-21 00:00:31.060000,1554,0.343531,0.323032,33.31
2025-10-21 00:00:31.080000,1555,0.333231,0.304032,40.35
2025-10-21 00:00:31.100000,1556,0.343231,0.333232,38.32
2025-10-21 00:00:31.120000,1557,0.310004,0.310004,42.32
2025-10-21 00:00:31.140000,1558,0.303435,0.103230,35.33
2025-10-21 00:00:31.160000,1559,0.303332,0.313040,38.40
2025-10-21 00:00:31.180000,1560,0.363432,0.343131,33.38
2025-10-21 00:00:31.200000,1561,0.323100,0.413100,57.42
2025-10-21 00:00:31.220000,1562,0.323034,0.131032,32.35
2025-10-21 00:00:31.240000,1563,-0.313033,0.203130,32.38
2025-10-21 00:00:31.260000,1564,0.353634,0.383835,32.33
2025-10-21 00:00:31.280000,1565,0.343231,0.574131,4.57
2025-10-21 00:00:31.300000,1566,0.323230,0.311310,30.32
2025-10-21 00:00:31.320000,1567,0.333130,0.312031,40.32
2025-10-21 00:00:31.340000,1568,0.403536,0.363933,36.32
2025-10-21 00:00:31.360000,1569,0.383532,0.045741,0.04
2025-10-21 00:00:31.380000,1570,0.423232,0.353113,32.30
2025-10-21 00:00:31.400000,1571,0.353331,-0.323120,30.40
2025-10-21 00:00:31.420000,1572,0.384035,0.343139,39.33
2025-10-21 00:00:31.440000,1573,0.333836,0.000457,31.00
2025-10-21 00:00:31.460000,1574,0.574232,0.343531,10.32
2025-10-21 00:00:31.480000,1575,0.323533,0.333231,31.30
2025-10-21 00:00:31.500000,1576,0.323840,0.343436,39.34
2025-10-21 00:00:31.520000,1577,0.323338,0.310004,41.31
2025-10-21 00:00:31.540000,1578,0.045742,0.303435,13.10
2025-10-21 00:00:31.560000,1579,0.303235,0.303332,20.31
2025-10-21 00:00:31.580000,1580,0.403238,0.363435,39.37
2025-10-21 00:00:31.600000,1581,0.353233,0.323100,57.41
2025-10-21 00:00:31.620000,1582,0.000457,0.323034,30.13
2025-10-21 00:00:31.640000,1583,0.323032,-0.313033,31.20
2025-10-21 00:00:31.660000,1584,0.304032,0.353634,37.30
2025-10-21 00:00:31.680000,1585,0.393632,0.393231,4.57
2025-10-21 00:00:31.700000,1586,0.310004,0.323230,35.30
2025-10-21 00:00:31.720000,1587,0.103230,0.333130,32.31
2025-10-21 00:00:31.740000,1588,0.313040,0.403536,36.32
2025-10-21 00:00:31.760000,1589,0.303539,0.393032,0.04
2025-10-21 00:00:31.780000,1590,0.413100,0.423232,34.35
2025-10-21 00:00:31.800000,1591,0.131032,0.353331,33.32
2025-10-21 00:00:31.820000,1592,0.203130,0.384035,34.36
2025-10-21 00:00:31.840000,1593,0.313232,0.333931,31.00
2025-10-21 00:00:31.860000,1594,0.574131,0.574232,30.34
2025-10-21 00:00:31.880000,1595,0.301310,0.323533,30.33
2025-10-21 00:00:31.900000,1596,0.312031,0.323840,36.34
2025-10-21 00:00:31.920000,1597,0.323133,0.323339,32.31
2025-10-21 00:00:31.940000,1598,0.045741,0.045742,32.30
2025-10-21 00:00:31.960000,1599,0.353013,0.303235,31.30
2025-10-21 00:00:31.980000,1600,-0.323120,0.403238,35.36
2025-10-21 00:00:32.000000,1601,0.373731,0.393233,33.32
2025-10-21 00:00:32.020000,1602,0.000457,0.000457,32.32
2025-10-21 00:00:32.040000,1603,0.343439,0.323032,33.31
2025-10-21 00:00:32.060000,1604,0.333231,0.304032,40.35
2025-10-21 00:00:32.080000,1605,0.343832,0.313032,39.34
2025-10-21 00:00:32.100000,1606,0.310004,0.310004,42.32
2025-10-21 00:00:32.120000,1607,0.303434,0.103230,35.33
2025-10-21 00:00:32.140000,1608,0.303332,0.313040,38.40
2025-10-21 00:00:32.160000,1609,0.363438,0.373431,33.39
2025-10-21 00:00:32.180000,1610,0.323100,0.413100,57.42
2025-10-21 00:00:32.200000,1611,0.323034,0.131032,32.35
2025-10-21 00:00:32.220000,1612,-0.313033,0.203130,32.38
2025-10-21 00:00:32.240000,1613,0.353634,0.323035,32.33
2025-10-21 00:00:32.260000,1614,0.363231,0.584131,4.57
2025-10-21 00:00:32.280000,1615,0.323230,0.391310,30.32
2025-10-21 00:00:32.300000,1616,0.333130,0.312031,40.32
2025-10-21 00:00:32.320000,1617,0.403536,0.373232,33.32
2025-10-21 00:00:32.340000,1618,0.393732,0.045741,0.04
2025-10-21 00:00:32.360000,1619,0.423232,0.343913,32.30
2025-10-21 00:00:32.380000,1620,0.353331,-0.323120,30.40
2025-10-21 00:00:32.400000,1621,0.384035,0.303232,33.34
2025-10-21 00:00:32.420000,1622,0.333938,0.000457,31.00
2025-10-21 00:00:32.440000,1623,0.574232,0.343439,10.32
2025-10-21 00:00:32.460000,1624,0.323533,0.333231,31.30
2025-10-21 00:00:32.480000,1625,0.323840,0.343037,39.30
2025-10-21 00:00:32.500000,1626,0.323339,0.310004,41.31
2025-10-21 00:00:32.520000,1627,0.045742,0.303434,13.10
2025-10-21 00:00:32.540000,1628,0.303235,0.303332,20.31
2025-10-21 00:00:32.560000,1629,0.403238,0.373431,33.33
2025-10-21 00:00:32.580000,1630,0.383234,0.323100,57.41
2025-10-21 00:00:32.600000,1631,0.000457,0.323034,38.13
2025-10-21 00:00:32.620000,1632,0.323032,-0.313033,31.20
2025-10-21 00:00:32.640000,1633,0.304032,0.353734,37.34
2025-10-21 00:00:32.660000,1634,0.383832,0.313231,4.57
2025-10-21 00:00:32.680000,1635,0.310004,0.323230,34.38
2025-10-21 00:00:32.700000,1636,0.103230,0.333130,32.31
2025-10-21 00:00:32.720000,1637,0.313040,0.403537,32.32
2025-10-21 00:00:32.740000,1638,0.303932,0.303232,0.04
2025-10-21 00:00:32.760000,1639,0.413100,0.423232,34.34
2025-10-21 00:00:32.780000,1640,0.131032,0.353331,33.32
2025-10-21 00:00:32.800000,1641,0.203130,0.384035,34.32
2025-10-21 00:00:32.820000,1642,0.343336,0.343033,31.00
2025-10-21 00:00:32.840000,1643,0.574131,0.574232,30.34
2025-10-21 00:00:32.860000,1644,0.381310,0.323533,30.33
2025-10-21 00:00:32.880000,1645,0.312031,0.323840,37.34
2025-10-21 00:00:32.900000,1646,0.323433,0.323430,32.31
2025-10-21 00:00:32.920000,1647,0.045741,0.045742,32.30
2025-10-21 00:00:32.940000,1648,0.343813,0.303235,31.30
2025-10-21 00:00:32.960000,1649,-0.323120,0.403238,35.37
2025-10-21 00:00:32.980000,1650,0.333735,0.343234,35.32
2025-10-21 00:00:33.000000,1651,0.000457,0.000457,32.32
2025-10-21 00:00:33.020000,1652,0.343438,0.323032,33.31
2025-10-21 00:00:33.040000,1653,0.333231,0.304032,40.35
2025-10-21 00:00:33.060000,1654,0.343432,0.333032,30.36
2025-10-21 00:00:33.080000,1655,0.310004,0.310004,42.32
2025-10-21 00:00:33.100000,1656,0.303434,0.103230,35.33
2025-10-21 00:00:33.120000,1657,0.303332,0.313040,38.40
2025-10-21 00:00:33.140000,1658,0.373434,0.353137,34.30
2025-10-21 00:00:33.160000,1659,0.323100,0.413100,57.42
2025-10-21 00:00:33.180000,1660,0.323034,0.131032,32.35
2025-10-21 00:00:33.200000,1661,-0.313033,0.203130,32.38
2025-10-21 00:00:33.220000,1662,0.353734,0.353535,32.34
2025-10-21 00:00:33.240000,1663,0.383231,0.574131,4.57
2025-10-21 00:00:33.260000,1664,0.323230,0.371310,30.32
2025-10-21 00:00:33.280000,1665,0.333130,0.312031,40.32
2025-10-21 00:00:33.300000,1666,0.403537,0.373537,32.32
2025-10-21 00:00:33.320000,1667,0.303932,0.045741,0.04
2025-10-21 00:00:33.340000,1668,0.423232,0.343713,32.30
2025-10-21 00:00:33.360000,1669,0.353331,-0.323120,30.40
2025-10-21 00:00:33.380000,1670,0.384035,0.363235,36.37
2025-10-21 00:00:33.400000,1671,0.343130,0.000457,31.00
2025-10-21 00:00:33.420000,1672,0.574232,0.343437,10.32
2025-10-21 00:00:33.440000,1673,0.323533,0.333231,31.30
2025-10-21 00:00:33.460000,1674,0.323840,0.343637,34.37
2025-10-21 00:00:33.480000,1675,0.323431,0.310004,41.31
2025-10-21 00:00:33.500000,1676,0.045742,0.303434,13.10
2025-10-21 00:00:33.520000,1677,0.303235,0.303332,20.31
2025-10-21 00:00:33.540000,1678,0.403238,0.373437,37.30
2025-10-21 00:00:33.560000,1679,0.323234,0.323100,57.41
2025-10-21 00:00:33.580000,1680,0.000457,0.323034,37.13
2025-10-21 00:00:33.600000,1681,0.323032,-0.313033,31.20
2025-10-21 00:00:33.620000,1682,0.304032,0.353734,37.37
2025-10-21 00:00:33.640000,1683,0.323332,0.333231,4.57
2025-10-21 00:00:33.660000,1684,0.310004,0.323230,34.36
2025-10-21 00:00:33.680000,1685,0.103230,0.333130,32.31
2025-10-21 00:00:33.700000,1686,0.313040,0.403537,38.32
2025-10-21 00:00:33.720000,1687,0.303332,0.313432,0.04
2025-10-21 00:00:33.740000,1688,0.413100,0.423232,34.34
2025-10-21 00:00:33.760000,1689,0.131032,0.353331,33.32
2025-10-21 00:00:33.780000,1690,0.203130,0.384035,34.38
2025-10-21 00:00:33.800000,1691,0.373439,0.343135,31.00
2025-10-21 00:00:33.820000,1692,0.584131,0.574232,30.34
2025-10-21 00:00:33.840000,1693,0.361310,0.323533,30.33
2025-10-21 00:00:33.860000,1694,0.312031,0.323840,37.34
2025-10-21 00:00:33.880000,1695,0.323830,0.323431,32.31
2025-10-21 00:00:33.900000,1696,0.045841,0.045742,32.30
2025-10-21 00:00:33.920000,1697,0.343613,0.303235,31.30
2025-10-21 00:00:33.940000,1698,-0.323120,0.403238,35.37
2025-10-21 00:00:33.960000,1699,0.393738,0.313234,37.32
2025-10-21 00:00:33.980000,1700,0.000457,0.000457,32.32
2025-10-21 00:00:34.000000,1701,0.343436,0.323032,33.31
2025-10-21 00:00:34.020000,1702,0.333231,0.304032,40.35
2025-10-21 00:00:34.040000,1703,0.343032,0.313332,31.38
2025-10-21 00:00:34.060000,1704,0.310004,0.310004,42.32
2025-10-21 00:00:34.080000,1705,0.303434,0.103230,35.33
2025-10-21 00:00:34.100000,1706,0.303332,0.313040,38.40
2025-10-21 00:00:34.120000,1707,0.383430,0.343536,34.31
2025-10-21 00:00:34.140000,1708,0.323100,0.413100,57.42
2025-10-21 00:00:34.160000,1709,0.323034,0.131032,32.35
2025-10-21 00:00:34.180000,1710,-0.313033,0.203130,32.38
2025-10-21 00:00:34.200000,1711,0.353834,0.383836,32.34
2025-10-21 00:00:34.220000,1712,0.303231,0.574131,4.57
2025-10-21 00:00:34.240000,1713,0.323230,0.351310,30.32
2025-10-21 00:00:34.260000,1714,0.333130,0.312031,40.32
2025-10-21 00:00:34.280000,1715,0.403538,0.373932,31.32
2025-10-21 00:00:34.300000,1716,0.323132,0.045741,0.04
2025-10-21 00:00:34.320000,1717,0.423232,0.343513,32.30
2025-10-21 00:00:34.340000,1718,0.353331,-0.323120,30.40
2025-10-21 00:00:34.360000,1719,0.384035,0.323239,37.38
2025-10-21 00:00:34.380000,1720,0.343232,0.000458,31.00
2025-10-21 00:00:34.400000,1721,0.574232,0.343435,10.32
2025-10-21 00:00:34.420000,1722,0.323533,0.333231,31.30
2025-10-21 00:00:34.440000,1723,0.323840,0.343237,37.30
2025-10-21 00:00:34.460000,1724,0.323432,0.310004,41.31
2025-10-21 00:00:34.480000,1725,0.045742,0.303434,13.10
2025-10-21 00:00:34.500000,1726,0.303235,0.303332,20.31
2025-10-21 00:00:34.520000,1727,0.403238,0.383433,39.37
2025-10-21 00:00:34.540000,1728,0.323234,0.323100,58.41
2025-10-21 00:00:34.560000,1729,0.000457,0.323034,35.13
2025-10-21 00:00:34.580000,1730,0.323032,-0.313033,31.20
2025-10-21 00:00:34.600000,1731,0.304032,0.353834,38.30
2025-10-21 00:00:34.620000,1732,0.373132,0.353231,4.57
2025-10-21 00:00:34.640000,1733,0.310004,0.323230,34.35
2025-10-21 00:00:34.660000,1734,0.103230,0.333130,32.31
2025-10-21 00:00:34.680000,1735,0.313040,0.403538,34.33
2025-10-21 00:00:34.700000,1736,0.333536,0.323632,0.04
2025-10-21 00:00:34.720000,1737,0.413100,0.423232,34.34
2025-10-21 00:00:34.740000,1738,0.131032,0.353331,33.32
2025-10-21 00:00:34.760000,1739,0.203130,0.384035,34.34
2025-10-21 00:00:34.780000,1740,0.303732,0.343237,31.00
2025-10-21 00:00:34.800000,1741,0.584131,0.574232,30.34
2025-10-21 00:00:34.820000,1742,0.341310,0.323533,30.33
2025-10-21 00:00:34.840000,1743,0.312031,0.323840,38.34
2025-10-21 00:00:34.860000,1744,0.333131,0.323432,32.31
2025-10-21 00:00:34.880000,1745,0.045841,0.045742,32.30
2025-10-21 00:00:34.900000,1746,0.343413,0.303235,31.30
2025-10-21 00:00:34.920000,1747,-0.323120,0.403238,35.38
2025-10-21 00:00:34.940000,1748,0.353831,0.373234,39.32
2025-10-21 00:00:34.960000,1749,0.000458,0.000457,32.32
2025-10-21 00:00:34.980000,1750,0.343434,0.323032,33.31
2025-10-21 00:00:35.000000,1751,0.333231,0.304032,40.35
2025-10-21 00:00:35.020000,1752,0.343633,0.303632,33.30
2025-10-21 00:00:35.040000,1753,0.310004,0.310004,42.32
2025-10-21 00:00:35.060000,1754,0.303434,0.103230,35.33
2025-10-21 00:00:35.080000,1755,0.303332,0.313040,38.40
2025-10-21 00:00:35.100000,1756,0.383436,0.383735,34.33
2025-10-21 00:00:35.120000,1757,0.323100,0.413100,57.42
2025-10-21 00:00:35.140000,1758,0.323034,0.131032,32.35
2025-10-21 00:00:35.160000,1759,-0.313033,0.203130,32.38
2025-10-21 00:00:35.180000,1760,0.353834,0.323138,32.34
2025-10-21 00:00:35.200000,1761,0.323231,0.574131,4.57
2025-10-21 00:00:35.220000,1762,0.323230,0.341310,30.32
2025-10-21 00:00:35.240000,1763,0.333130,0.312031,40.32
2025-10-21 00:00:35.260000,1764,0.403538,0.383236,30.32
2025-10-21 00:00:35.280000,1765,0.333332,0.045741,0.04
2025-10-21 00:00:35.300000,1766,0.423232,0.343413,32.30
2025-10-21 00:00:35.320000,1767,0.353331,-0.323120,30.40
2025-10-21 00:00:35.340000,1768,0.384035,0.383333,34.39
2025-10-21 00:00:35.360000,1769,0.343334,0.000457,31.00
2025-10-21 00:00:35.380000,1770,0.574232,0.343434,10.32
2025-10-21 00:00:35.400000,1771,0.323533,0.333231,31.30
2025-10-21 00:00:35.420000,1772,0.323840,0.343838,30.34
2025-10-21 00:00:35.440000,1773,0.323433,0.310004,41.31
2025-10-21 00:00:35.460000,1774,0.045742,0.303434,13.10
2025-10-21 00:00:35.480000,1775,0.303235,0.303332,20.31
2025-10-21 00:00:35.500000,1776,0.403238,0.383439,33.32
2025-10-21 00:00:35.520000,1777,0.353234,0.323100,58.41
2025-10-21 00:00:35.540000,1778,0.000457,0.323034,33.13
2025-10-21 00:00:35.560000,1779,0.323032,-0.313033,31.20
2025-10-21 00:00:35.580000,1780,0.304032,0.353834,38.33
2025-10-21 00:00:35.600000,1781,0.343732,0.373231,4.58
2025-10-21 00:00:35.620000,1782,0.310004,0.323230,34.33
2025-10-21 00:00:35.640000,1783,0.103230,0.333130,32.31
2025-10-21 00:00:35.660000,1784,0.313040,0.403539,30.33
2025-10-21 00:00:35.680000,1785,0.383330,0.333832,0.04
2025-10-21 00:00:35.700000,1786,0.413100,0.423232,34.34
2025-10-21 00:00:35.720000,1787,0.131032,0.353331,33.32
2025-10-21 00:00:35.740000,1788,0.203130,0.384035,34.30
2025-10-21 00:00:35.760000,1789,0.343532,0.343339,31.00
2025-10-21 00:00:35.780000,1790,0.584131,0.584232,30.34
2025-10-21 00:00:35.800000,1791,0.331310,0.323533,30.33
2025-10-21 00:00:35.820000,1792,0.312031,0.323840,39.34
2025-10-21 00:00:35.840000,1793,0.333435,0.323434,32.31
